model,exercise,target,seed,criterion,target_bit,accuracy,lop,global_opposing_support,global_matching_support,global_opposing_rate,target_frequency,target_cardinality,total_hamming1_support
transformer,squat,100101,42,4,0,0.8611111111111112,0.0,10.0,189.0,0.05025125628140704,36.0,3.0,63.0
transformer,squat,100101,42,5,1,0.7777777777777778,0.0,31.0,168.0,0.15577889447236182,36.0,3.0,63.0
transformer,squat,100101,7,0,1,0.5,15.0,115.0,84.0,0.5778894472361809,36.0,3.0,63.0
transformer,squat,100101,7,1,0,0.8611111111111112,1.0,30.0,169.0,0.1507537688442211,36.0,3.0,63.0
transformer,squat,100101,7,2,0,0.9166666666666666,0.0,35.0,164.0,0.17587939698492464,36.0,3.0,63.0
transformer,squat,100101,7,3,1,0.3611111111111111,47.0,159.0,40.0,0.7989949748743719,36.0,3.0,63.0
transformer,squat,100101,7,4,0,0.9166666666666666,0.0,10.0,189.0,0.05025125628140704,36.0,3.0,63.0
transformer,squat,100101,7,5,1,0.8333333333333334,0.0,36.0,163.0,0.18090452261306533,36.0,3.0,63.0
transformer,squat,101001,123,0,1,0.68,2.0,117.0,98.0,0.5441860465116279,25.0,3.0,45.0
transformer,squat,101001,123,1,0,0.88,0.0,41.0,174.0,0.19069767441860466,25.0,3.0,45.0
transformer,squat,101001,123,2,1,0.04,43.0,200.0,15.0,0.9302325581395349,25.0,3.0,45.0
transformer,squat,101001,123,3,0,0.72,0.0,99.0,116.0,0.4604651162790698,25.0,3.0,45.0
transformer,squat,101001,123,4,0,1.0,0.0,10.0,205.0,0.046511627906976744,25.0,3.0,45.0
transformer,squat,101001,123,5,1,0.88,0.0,35.0,180.0,0.16279069767441862,25.0,3.0,45.0
transformer,squat,101001,42,0,1,0.88,7.0,126.0,88.0,0.5887850467289719,25.0,3.0,47.0
transformer,squat,101001,42,1,0,0.72,0.0,31.0,183.0,0.14485981308411214,25.0,3.0,47.0
transformer,squat,101001,42,2,1,0.04,40.0,199.0,15.0,0.9299065420560748,25.0,3.0,47.0
transformer,squat,101001,42,3,0,0.48,0.0,84.0,130.0,0.3925233644859813,25.0,3.0,47.0
transformer,squat,101001,42,4,0,1.0,0.0,10.0,204.0,0.04672897196261682,25.0,3.0,47.0
transformer,squat,101001,42,5,1,0.92,0.0,39.0,175.0,0.1822429906542056,25.0,3.0,47.0
transformer,squat,101001,7,0,1,0.68,5.0,119.0,95.0,0.5560747663551402,25.0,3.0,52.0
transformer,squat,101001,7,1,0,0.76,0.0,46.0,168.0,0.21495327102803738,25.0,3.0,52.0
transformer,squat,101001,7,2,1,0.04,47.0,199.0,15.0,0.9299065420560748,25.0,3.0,52.0
transformer,squat,101001,7,3,0,0.64,0.0,89.0,125.0,0.4158878504672897,25.0,3.0,52.0
transformer,squat,101001,7,4,0,0.8,0.0,10.0,204.0,0.04672897196261682,25.0,3.0,52.0
transformer,squat,101001,7,5,1,0.6,0.0,35.0,179.0,0.16355140186915887,25.0,3.0,52.0
