model,exercise,target,seed,criterion,target_bit,accuracy,lop,global_opposing_support,global_matching_support,global_opposing_rate,target_frequency,target_cardinality,total_hamming1_support
gru,deadlift,00100,7,1,0,0.18181818181818182,0.0,21.0,166.0,0.11229946524064172,22.0,1.0,92.0
gru,deadlift,00100,7,2,1,0.2727272727272727,54.0,132.0,55.0,0.7058823529411765,22.0,1.0,92.0
gru,deadlift,00100,7,3,0,0.0,33.0,118.0,69.0,0.6310160427807486,22.0,1.0,92.0
gru,deadlift,00100,7,4,0,0.7727272727272727,5.0,9.0,178.0,0.0481283422459893,22.0,1.0,92.0
gru,deadlift,00110,123,0,0,0.6363636363636364,0.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
gru,deadlift,00110,123,1,0,1.0,7.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
gru,deadlift,00110,123,2,1,0.5757575757575758,53.0,127.0,51.0,0.7134831460674157,33.0,2.0,91.0
gru,deadlift,00110,123,3,1,0.6363636363636364,22.0,98.0,80.0,0.550561797752809,33.0,2.0,91.0
gru,deadlift,00110,123,4,0,0.5757575757575758,9.0,9.0,169.0,0.05056179775280899,33.0,2.0,91.0
gru,deadlift,00110,42,0,0,0.696969696969697,0.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
gru,deadlift,00110,42,1,0,0.9393939393939394,7.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
gru,deadlift,00110,42,2,1,0.6363636363636364,53.0,127.0,51.0,0.7134831460674157,33.0,2.0,91.0
gru,deadlift,00110,42,3,1,0.8484848484848485,22.0,98.0,80.0,0.550561797752809,33.0,2.0,91.0
gru,deadlift,00110,42,4,0,0.8787878787878788,9.0,9.0,169.0,0.05056179775280899,33.0,2.0,91.0
gru,deadlift,00110,7,0,0,0.45454545454545453,0.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
gru,deadlift,00110,7,1,0,0.8787878787878788,7.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
gru,deadlift,00110,7,2,1,0.2727272727272727,53.0,127.0,51.0,0.7134831460674157,33.0,2.0,91.0
gru,deadlift,00110,7,3,1,0.5151515151515151,22.0,98.0,80.0,0.550561797752809,33.0,2.0,91.0
gru,deadlift,00110,7,4,0,0.9090909090909091,9.0,9.0,169.0,0.05056179775280899,33.0,2.0,91.0
gru,deadlift,11110,123,0,1,0.6,1.0,186.0,16.0,0.9207920792079208,10.0,4.0,2.0
gru,deadlift,11110,123,1,1,0.1,1.0,192.0,10.0,0.9504950495049505,10.0,4.0,2.0
gru,deadlift,11110,123,2,1,0.0,0.0,152.0,50.0,0.7524752475247525,10.0,4.0,2.0
gru,deadlift,11110,123,3,1,0.0,0.0,101.0,101.0,0.5,10.0,4.0,2.0
gru,deadlift,11110,123,4,0,1.0,0.0,9.0,193.0,0.04455445544554455,10.0,4.0,2.0
gru,deadlift,11110,42,0,1,0.0,1.0,186.0,16.0,0.9207920792079208,10.0,4.0,2.0
gru,deadlift,11110,42,1,1,0.0,1.0,192.0,10.0,0.9504950495049505,10.0,4.0,2.0
gru,deadlift,11110,42,2,1,0.9,0.0,152.0,50.0,0.7524752475247525,10.0,4.0,2.0
gru,deadlift,11110,42,3,1,1.0,0.0,101.0,101.0,0.5,10.0,4.0,2.0
gru,deadlift,11110,42,4,0,1.0,0.0,9.0,193.0,0.04455445544554455,10.0,4.0,2.0
gru,deadlift,11110,7,0,1,0.3,1.0,186.0,16.0,0.9207920792079208,10.0,4.0,2.0
gru,deadlift,11110,7,1,1,0.0,1.0,192.0,10.0,0.9504950495049505,10.0,4.0,2.0
gru,deadlift,11110,7,2,1,0.2,0.0,152.0,50.0,0.7524752475247525,10.0,4.0,2.0
gru,deadlift,11110,7,3,1,0.9,0.0,101.0,101.0,0.5,10.0,4.0,2.0
gru,deadlift,11110,7,4,0,1.0,0.0,9.0,193.0,0.04455445544554455,10.0,4.0,2.0
gru,squat,000000,123,0,0,0.4117647058823529,1.0,108.0,102.0,0.5142857142857142,17.0,0.0,56.0
gru,squat,000000,123,1,0,1.0,0.0,41.0,169.0,0.19523809523809524,17.0,0.0,56.0
gru,squat,000000,123,2,0,1.0,3.0,40.0,170.0,0.19047619047619047,17.0,0.0,56.0
gru,squat,000000,123,3,0,0.7058823529411765,5.0,89.0,121.0,0.4238095238095238,17.0,0.0,56.0
gru,squat,000000,123,4,0,1.0,5.0,10.0,200.0,0.047619047619047616,17.0,0.0,56.0
gru,squat,000000,123,5,0,0.0,42.0,192.0,18.0,0.9142857142857143,17.0,0.0,56.0
gru,squat,000000,42,0,0,0.35294117647058826,0.0,121.0,89.0,0.5761904761904761,17.0,0.0,50.0
gru,squat,000000,42,1,0,0.8823529411764706,0.0,34.0,176.0,0.1619047619047619,17.0,0.0,50.0
gru,squat,000000,42,2,0,0.8235294117647058,3.0,40.0,170.0,0.19047619047619047,17.0,0.0,50.0
gru,squat,000000,42,3,0,0.5882352941176471,5.0,80.0,130.0,0.38095238095238093,17.0,0.0,50.0
gru,squat,000000,42,4,0,1.0,5.0,10.0,200.0,0.047619047619047616,17.0,0.0,50.0
gru,squat,000000,42,5,0,0.0,37.0,186.0,24.0,0.8857142857142857,17.0,0.0,50.0
gru,squat,000000,7,0,0,0.23529411764705882,0.0,121.0,89.0,0.5761904761904761,17.0,0.0,50.0
gru,squat,000000,7,1,0,0.9411764705882353,0.0,34.0,176.0,0.1619047619047619,17.0,0.0,50.0
gru,squat,000000,7,2,0,0.6470588235294118,3.0,40.0,170.0,0.19047619047619047,17.0,0.0,50.0
gru,squat,000000,7,3,0,0.7058823529411765,5.0,80.0,130.0,0.38095238095238093,17.0,0.0,50.0
gru,squat,000000,7,4,0,1.0,5.0,10.0,200.0,0.047619047619047616,17.0,0.0,50.0
gru,squat,000000,7,5,0,0.0,37.0,186.0,24.0,0.8857142857142857,17.0,0.0,50.0
gru,squat,000001,123,0,0,0.18181818181818182,45.0,115.0,65.0,0.6388888888888888,55.0,1.0,79.0
gru,squat,000001,123,1,0,0.9272727272727272,0.0,36.0,144.0,0.2,55.0,1.0,79.0
gru,squat,000001,123,2,0,0.41818181818181815,7.0,40.0,140.0,0.2222222222222222,55.0,1.0,79.0
gru,squat,000001,123,3,0,0.8,22.0,89.0,91.0,0.49444444444444446,55.0,1.0,79.0
gru,squat,000001,123,4,0,0.8181818181818182,0.0,10.0,170.0,0.05555555555555555,55.0,1.0,79.0
gru,squat,000001,123,5,1,0.8727272727272727,5.0,19.0,161.0,0.10555555555555556,55.0,1.0,79.0
gru,squat,000001,42,0,0,0.2909090909090909,45.0,115.0,65.0,0.6388888888888888,55.0,1.0,79.0
gru,squat,000001,42,1,0,0.8727272727272727,0.0,36.0,144.0,0.2,55.0,1.0,79.0
gru,squat,000001,42,2,0,0.43636363636363634,7.0,40.0,140.0,0.2222222222222222,55.0,1.0,79.0
gru,squat,000001,42,3,0,0.8,22.0,89.0,91.0,0.49444444444444446,55.0,1.0,79.0
gru,squat,000001,42,4,0,0.8545454545454545,0.0,10.0,170.0,0.05555555555555555,55.0,1.0,79.0
gru,squat,000001,42,5,1,0.9090909090909091,5.0,19.0,161.0,0.10555555555555556,55.0,1.0,79.0
gru,squat,000001,7,0,0,0.2727272727272727,40.0,108.0,72.0,0.6,55.0,1.0,76.0
gru,squat,000001,7,1,0,0.7636363636363637,0.0,46.0,134.0,0.25555555555555554,55.0,1.0,76.0
gru,squat,000001,7,2,0,0.7818181818181819,7.0,35.0,145.0,0.19444444444444445,55.0,1.0,76.0
gru,squat,000001,7,3,0,0.6545454545454545,19.0,95.0,85.0,0.5277777777777778,55.0,1.0,76.0
gru,squat,000001,7,4,0,0.8909090909090909,0.0,10.0,170.0,0.05555555555555555,55.0,1.0,76.0
gru,squat,000001,7,5,1,0.8363636363636363,10.0,34.0,146.0,0.18888888888888888,55.0,1.0,76.0
gru,squat,000101,123,0,0,0.6363636363636364,29.0,118.0,92.0,0.5619047619047619,22.0,2.0,80.0
gru,squat,000101,123,1,0,0.5454545454545454,10.0,41.0,169.0,0.19523809523809524,22.0,2.0,80.0
gru,squat,000101,123,2,0,0.7727272727272727,0.0,40.0,170.0,0.19047619047619047,22.0,2.0,80.0
gru,squat,000101,123,3,1,0.6818181818181818,36.0,140.0,70.0,0.6666666666666666,22.0,2.0,80.0
gru,squat,000101,123,4,0,1.0,0.0,10.0,200.0,0.047619047619047616,22.0,2.0,80.0
gru,squat,000101,123,5,1,0.5909090909090909,5.0,40.0,170.0,0.19047619047619047,22.0,2.0,80.0
gru,squat,000101,42,0,0,1.0,29.0,118.0,92.0,0.5619047619047619,22.0,2.0,80.0
gru,squat,000101,42,1,0,0.5454545454545454,10.0,41.0,169.0,0.19523809523809524,22.0,2.0,80.0
gru,squat,000101,42,2,0,0.7727272727272727,0.0,40.0,170.0,0.19047619047619047,22.0,2.0,80.0
gru,squat,000101,42,3,1,0.5909090909090909,36.0,140.0,70.0,0.6666666666666666,22.0,2.0,80.0
gru,squat,000101,42,4,0,1.0,0.0,10.0,200.0,0.047619047619047616,22.0,2.0,80.0
gru,squat,000101,42,5,1,0.4090909090909091,5.0,40.0,170.0,0.19047619047619047,22.0,2.0,80.0
gru,squat,000101,7,0,0,0.6818181818181818,28.0,103.0,107.0,0.49047619047619045,22.0,2.0,91.0
gru,squat,000101,7,1,0,0.22727272727272727,10.0,36.0,174.0,0.17142857142857143,22.0,2.0,91.0
gru,squat,000101,7,2,0,0.7272727272727273,0.0,35.0,175.0,0.16666666666666666,22.0,2.0,91.0
gru,squat,000101,7,3,1,0.9545454545454546,48.0,146.0,64.0,0.6952380952380952,22.0,2.0,91.0
gru,squat,000101,7,4,0,1.0,0.0,10.0,200.0,0.047619047619047616,22.0,2.0,91.0
gru,squat,000101,7,5,1,0.5,5.0,40.0,170.0,0.19047619047619047,22.0,2.0,91.0
gru,squat,010101,123,0,0,0.6,1.0,116.0,103.0,0.5296803652968036,15.0,3.0,32.0
gru,squat,010101,123,1,1,0.5333333333333333,18.0,188.0,31.0,0.8584474885844748,15.0,3.0,32.0
gru,squat,010101,123,2,0,1.0,3.0,35.0,184.0,0.1598173515981735,15.0,3.0,32.0
gru,squat,010101,123,3,1,0.5333333333333333,0.0,140.0,79.0,0.639269406392694,15.0,3.0,32.0
gru,squat,010101,123,4,0,0.9333333333333333,0.0,10.0,209.0,0.045662100456621,15.0,3.0,32.0
gru,squat,010101,123,5,1,0.6666666666666666,10.0,34.0,185.0,0.1552511415525114,15.0,3.0,32.0
gru,squat,010101,42,0,0,0.8666666666666667,2.0,116.0,103.0,0.5296803652968036,15.0,3.0,28.0
gru,squat,010101,42,1,1,0.3333333333333333,18.0,198.0,21.0,0.9041095890410958,15.0,3.0,28.0
gru,squat,010101,42,2,0,1.0,8.0,40.0,179.0,0.182648401826484,15.0,3.0,28.0
gru,squat,010101,42,3,1,0.9333333333333333,0.0,154.0,65.0,0.7031963470319634,15.0,3.0,28.0
gru,squat,010101,42,4,0,0.4,0.0,10.0,209.0,0.045662100456621,15.0,3.0,28.0
gru,squat,010101,42,5,1,0.06666666666666667,0.0,32.0,187.0,0.1461187214611872,15.0,3.0,28.0
gru,squat,010101,7,0,0,0.13333333333333333,2.0,117.0,102.0,0.5342465753424658,15.0,3.0,22.0
gru,squat,010101,7,1,1,0.6,10.0,193.0,26.0,0.8812785388127854,15.0,3.0,22.0
gru,squat,010101,7,2,0,0.6666666666666666,5.0,40.0,179.0,0.182648401826484,15.0,3.0,22.0
gru,squat,010101,7,3,1,0.9333333333333333,0.0,150.0,69.0,0.684931506849315,15.0,3.0,22.0
gru,squat,010101,7,4,0,1.0,0.0,10.0,209.0,0.045662100456621,15.0,3.0,22.0
gru,squat,010101,7,5,1,0.9333333333333333,5.0,39.0,180.0,0.1780821917808219,15.0,3.0,22.0
gru,squat,100001,123,0,1,0.5192307692307693,43.0,125.0,55.0,0.6944444444444444,52.0,2.0,85.0
gru,squat,100001,123,1,0,0.23076923076923078,0.0,41.0,139.0,0.22777777777777777,52.0,2.0,85.0
gru,squat,100001,123,2,0,0.2692307692307692,15.0,35.0,145.0,0.19444444444444445,52.0,2.0,85.0
gru,squat,100001,123,3,0,0.23076923076923078,26.0,94.0,86.0,0.5222222222222223,52.0,2.0,85.0
gru,squat,100001,123,4,0,0.4423076923076923,0.0,10.0,170.0,0.05555555555555555,52.0,2.0,85.0
gru,squat,100001,123,5,1,0.38461538461538464,1.0,36.0,144.0,0.2,52.0,2.0,85.0
gru,squat,100001,42,0,1,0.5769230769230769,38.0,115.0,65.0,0.6388888888888888,52.0,2.0,96.0
gru,squat,100001,42,1,0,0.7884615384615384,0.0,35.0,145.0,0.19444444444444445,52.0,2.0,96.0
gru,squat,100001,42,2,0,0.6346153846153846,20.0,40.0,140.0,0.2222222222222222,52.0,2.0,96.0
gru,squat,100001,42,3,0,0.5192307692307693,32.0,89.0,91.0,0.49444444444444446,52.0,2.0,96.0
gru,squat,100001,42,4,0,1.0,5.0,10.0,170.0,0.05555555555555555,52.0,2.0,96.0
gru,squat,100001,42,5,1,0.8076923076923077,1.0,40.0,140.0,0.2222222222222222,52.0,2.0,96.0
gru,squat,100001,7,0,1,0.7307692307692307,46.0,112.0,68.0,0.6222222222222222,52.0,2.0,98.0
gru,squat,100001,7,1,0,0.8269230769230769,0.0,36.0,144.0,0.2,52.0,2.0,98.0
gru,squat,100001,7,2,0,0.4230769230769231,20.0,35.0,145.0,0.19444444444444445,52.0,2.0,98.0
gru,squat,100001,7,3,0,0.6923076923076923,31.0,84.0,96.0,0.4666666666666667,52.0,2.0,98.0
gru,squat,100001,7,4,0,1.0,0.0,10.0,170.0,0.05555555555555555,52.0,2.0,98.0
gru,squat,100001,7,5,1,0.8076923076923077,1.0,39.0,141.0,0.21666666666666667,52.0,2.0,98.0
gru,squat,100101,123,0,1,0.4722222222222222,18.0,125.0,74.0,0.628140703517588,36.0,3.0,60.0
gru,squat,100101,123,1,0,0.9722222222222222,0.0,42.0,157.0,0.21105527638190955,36.0,3.0,60.0
gru,squat,100101,123,2,0,0.5833333333333334,0.0,40.0,159.0,0.20100502512562815,36.0,3.0,60.0
gru,squat,100101,123,3,1,0.1388888888888889,42.0,139.0,60.0,0.6984924623115578,36.0,3.0,60.0
gru,squat,100101,123,4,0,0.9166666666666666,0.0,10.0,189.0,0.05025125628140704,36.0,3.0,60.0
gru,squat,100101,123,5,1,0.8611111111111112,0.0,35.0,164.0,0.17587939698492464,36.0,3.0,60.0
gru,squat,100101,42,0,1,0.5833333333333334,18.0,121.0,78.0,0.6080402010050251,36.0,3.0,63.0
gru,squat,100101,42,1,0,0.9444444444444444,0.0,38.0,161.0,0.19095477386934673,36.0,3.0,63.0
gru,squat,100101,42,2,0,0.6388888888888888,0.0,40.0,159.0,0.20100502512562815,36.0,3.0,63.0
gru,squat,100101,42,3,1,0.19444444444444445,45.0,139.0,60.0,0.6984924623115578,36.0,3.0,63.0
gru,squat,100101,42,4,0,0.6944444444444444,0.0,10.0,189.0,0.05025125628140704,36.0,3.0,63.0
gru,squat,100101,42,5,1,0.8611111111111112,0.0,31.0,168.0,0.15577889447236182,36.0,3.0,63.0
gru,squat,100101,7,0,1,0.8055555555555556,15.0,115.0,84.0,0.5778894472361809,36.0,3.0,63.0
gru,squat,100101,7,1,0,0.9722222222222222,1.0,30.0,169.0,0.1507537688442211,36.0,3.0,63.0
gru,squat,100101,7,2,0,0.5833333333333334,0.0,35.0,164.0,0.17587939698492464,36.0,3.0,63.0
gru,squat,100101,7,3,1,0.1111111111111111,47.0,159.0,40.0,0.7989949748743719,36.0,3.0,63.0
gru,squat,100101,7,4,0,0.8611111111111112,0.0,10.0,189.0,0.05025125628140704,36.0,3.0,63.0
gru,squat,100101,7,5,1,0.8611111111111112,0.0,36.0,163.0,0.18090452261306533,36.0,3.0,63.0
gru,squat,101001,123,0,1,0.6,2.0,117.0,98.0,0.5441860465116279,25.0,3.0,45.0
gru,squat,101001,123,1,0,0.92,0.0,41.0,174.0,0.19069767441860466,25.0,3.0,45.0
gru,squat,101001,123,2,1,0.04,43.0,200.0,15.0,0.9302325581395349,25.0,3.0,45.0
gru,squat,101001,123,3,0,0.84,0.0,99.0,116.0,0.4604651162790698,25.0,3.0,45.0
gru,squat,101001,123,4,0,1.0,0.0,10.0,205.0,0.046511627906976744,25.0,3.0,45.0
gru,squat,101001,123,5,1,0.84,0.0,35.0,180.0,0.16279069767441862,25.0,3.0,45.0
gru,squat,101001,42,0,1,0.72,7.0,126.0,88.0,0.5887850467289719,25.0,3.0,47.0
gru,squat,101001,42,1,0,0.72,0.0,31.0,183.0,0.14485981308411214,25.0,3.0,47.0
gru,squat,101001,42,2,1,0.12,40.0,199.0,15.0,0.9299065420560748,25.0,3.0,47.0
gru,squat,101001,42,3,0,0.24,0.0,84.0,130.0,0.3925233644859813,25.0,3.0,47.0
gru,squat,101001,42,4,0,1.0,0.0,10.0,204.0,0.04672897196261682,25.0,3.0,47.0
gru,squat,101001,42,5,1,0.96,0.0,39.0,175.0,0.1822429906542056,25.0,3.0,47.0
gru,squat,101001,7,0,1,0.64,5.0,119.0,95.0,0.5560747663551402,25.0,3.0,52.0
gru,squat,101001,7,1,0,0.88,0.0,46.0,168.0,0.21495327102803738,25.0,3.0,52.0
gru,squat,101001,7,2,1,0.08,47.0,199.0,15.0,0.9299065420560748,25.0,3.0,52.0
gru,squat,101001,7,3,0,0.72,0.0,89.0,125.0,0.4158878504672897,25.0,3.0,52.0
gru,squat,101001,7,4,0,0.88,0.0,10.0,204.0,0.04672897196261682,25.0,3.0,52.0
gru,squat,101001,7,5,1,0.76,0.0,35.0,179.0,0.16355140186915887,25.0,3.0,52.0
ssm,deadlift,00000,123,0,0,0.7101449275362319,0.0,19.0,118.0,0.1386861313868613,69.0,0.0,60.0
ssm,deadlift,00000,123,1,0,0.8405797101449275,0.0,26.0,111.0,0.1897810218978102,69.0,0.0,60.0
ssm,deadlift,00000,123,2,0,0.6231884057971014,15.0,77.0,60.0,0.5620437956204379,69.0,0.0,60.0
ssm,deadlift,00000,123,3,0,0.15942028985507245,45.0,112.0,25.0,0.8175182481751825,69.0,0.0,60.0
ssm,deadlift,00000,123,4,0,1.0,0.0,9.0,128.0,0.06569343065693431,69.0,0.0,60.0
ssm,deadlift,00000,42,0,0,0.3333333333333333,0.0,19.0,118.0,0.1386861313868613,69.0,0.0,60.0
ssm,deadlift,00000,42,1,0,0.5942028985507246,0.0,26.0,111.0,0.1897810218978102,69.0,0.0,60.0
ssm,deadlift,00000,42,2,0,0.782608695652174,15.0,77.0,60.0,0.5620437956204379,69.0,0.0,60.0
ssm,deadlift,00000,42,3,0,0.11594202898550725,45.0,112.0,25.0,0.8175182481751825,69.0,0.0,60.0
ssm,deadlift,00000,42,4,0,1.0,0.0,9.0,128.0,0.06569343065693431,69.0,0.0,60.0
ssm,deadlift,00000,7,0,0,0.6521739130434783,0.0,19.0,118.0,0.1386861313868613,69.0,0.0,60.0
ssm,deadlift,00000,7,1,0,0.6666666666666666,0.0,26.0,111.0,0.1897810218978102,69.0,0.0,60.0
ssm,deadlift,00000,7,2,0,0.5072463768115942,15.0,77.0,60.0,0.5620437956204379,69.0,0.0,60.0
ssm,deadlift,00000,7,3,0,0.34782608695652173,45.0,112.0,25.0,0.8175182481751825,69.0,0.0,60.0
ssm,deadlift,00000,7,4,0,0.9420289855072463,0.0,9.0,128.0,0.06569343065693431,69.0,0.0,60.0
ssm,deadlift,00010,123,0,0,0.8333333333333334,2.0,22.0,120.0,0.15492957746478872,66.0,1.0,85.0
ssm,deadlift,00010,123,1,0,0.25757575757575757,6.0,23.0,119.0,0.1619718309859155,66.0,1.0,85.0
ssm,deadlift,00010,123,2,0,0.0,30.0,76.0,66.0,0.5352112676056338,66.0,1.0,85.0
ssm,deadlift,00010,123,3,1,0.3484848484848485,47.0,79.0,63.0,0.5563380281690141,66.0,1.0,85.0
ssm,deadlift,00010,123,4,0,1.0,0.0,9.0,133.0,0.06338028169014084,66.0,1.0,85.0
ssm,deadlift,00010,42,0,0,0.6363636363636364,2.0,22.0,120.0,0.15492957746478872,66.0,1.0,85.0
ssm,deadlift,00010,42,1,0,0.30303030303030304,6.0,23.0,119.0,0.1619718309859155,66.0,1.0,85.0
ssm,deadlift,00010,42,2,0,0.015151515151515152,30.0,76.0,66.0,0.5352112676056338,66.0,1.0,85.0
ssm,deadlift,00010,42,3,1,0.7121212121212122,47.0,79.0,63.0,0.5563380281690141,66.0,1.0,85.0
ssm,deadlift,00010,42,4,0,0.9848484848484849,0.0,9.0,133.0,0.06338028169014084,66.0,1.0,85.0
ssm,deadlift,00010,7,0,0,0.4696969696969697,2.0,22.0,120.0,0.15492957746478872,66.0,1.0,85.0
ssm,deadlift,00010,7,1,0,0.42424242424242425,6.0,23.0,119.0,0.1619718309859155,66.0,1.0,85.0
ssm,deadlift,00010,7,2,0,0.6060606060606061,30.0,76.0,66.0,0.5352112676056338,66.0,1.0,85.0
ssm,deadlift,00010,7,3,1,0.19696969696969696,47.0,79.0,63.0,0.5563380281690141,66.0,1.0,85.0
ssm,deadlift,00010,7,4,0,0.9696969696969697,0.0,9.0,133.0,0.06338028169014084,66.0,1.0,85.0
ssm,deadlift,00100,123,0,0,0.5909090909090909,0.0,15.0,172.0,0.08021390374331551,22.0,1.0,92.0
ssm,deadlift,00100,123,1,0,0.4090909090909091,0.0,21.0,166.0,0.11229946524064172,22.0,1.0,92.0
ssm,deadlift,00100,123,2,1,0.45454545454545453,54.0,132.0,55.0,0.7058823529411765,22.0,1.0,92.0
ssm,deadlift,00100,123,3,0,0.6818181818181818,33.0,118.0,69.0,0.6310160427807486,22.0,1.0,92.0
ssm,deadlift,00100,123,4,0,0.5454545454545454,5.0,9.0,178.0,0.0481283422459893,22.0,1.0,92.0
ssm,deadlift,00100,42,0,0,1.0,0.0,15.0,172.0,0.08021390374331551,22.0,1.0,92.0
ssm,deadlift,00100,42,1,0,0.18181818181818182,0.0,21.0,166.0,0.11229946524064172,22.0,1.0,92.0
ssm,deadlift,00100,42,2,1,1.0,54.0,132.0,55.0,0.7058823529411765,22.0,1.0,92.0
ssm,deadlift,00100,42,3,0,0.0,33.0,118.0,69.0,0.6310160427807486,22.0,1.0,92.0
ssm,deadlift,00100,42,4,0,1.0,5.0,9.0,178.0,0.0481283422459893,22.0,1.0,92.0
ssm,deadlift,00100,7,0,0,1.0,0.0,15.0,172.0,0.08021390374331551,22.0,1.0,92.0
ssm,deadlift,00100,7,1,0,0.5454545454545454,0.0,21.0,166.0,0.11229946524064172,22.0,1.0,92.0
ssm,deadlift,00100,7,2,1,0.045454545454545456,54.0,132.0,55.0,0.7058823529411765,22.0,1.0,92.0
ssm,deadlift,00100,7,3,0,0.13636363636363635,33.0,118.0,69.0,0.6310160427807486,22.0,1.0,92.0
ssm,deadlift,00100,7,4,0,1.0,5.0,9.0,178.0,0.0481283422459893,22.0,1.0,92.0
ssm,deadlift,00110,123,0,0,0.7575757575757576,0.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
ssm,deadlift,00110,123,1,0,1.0,7.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
ssm,deadlift,00110,123,2,1,0.21212121212121213,53.0,127.0,51.0,0.7134831460674157,33.0,2.0,91.0
ssm,deadlift,00110,123,3,1,0.5454545454545454,22.0,98.0,80.0,0.550561797752809,33.0,2.0,91.0
ssm,deadlift,00110,123,4,0,0.8181818181818182,9.0,9.0,169.0,0.05056179775280899,33.0,2.0,91.0
ssm,deadlift,00110,42,0,0,0.6666666666666666,0.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
ssm,deadlift,00110,42,1,0,0.7272727272727273,7.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
ssm,deadlift,00110,42,2,1,0.8181818181818182,53.0,127.0,51.0,0.7134831460674157,33.0,2.0,91.0
ssm,deadlift,00110,42,3,1,0.8787878787878788,22.0,98.0,80.0,0.550561797752809,33.0,2.0,91.0
ssm,deadlift,00110,42,4,0,0.9393939393939394,9.0,9.0,169.0,0.05056179775280899,33.0,2.0,91.0
ssm,deadlift,00110,7,0,0,0.8181818181818182,0.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
ssm,deadlift,00110,7,1,0,1.0,7.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
ssm,deadlift,00110,7,2,1,0.18181818181818182,53.0,127.0,51.0,0.7134831460674157,33.0,2.0,91.0
ssm,deadlift,00110,7,3,1,0.45454545454545453,22.0,98.0,80.0,0.550561797752809,33.0,2.0,91.0
ssm,deadlift,00110,7,4,0,0.7575757575757576,9.0,9.0,169.0,0.05056179775280899,33.0,2.0,91.0
ssm,deadlift,11110,123,0,1,0.2,1.0,186.0,16.0,0.9207920792079208,10.0,4.0,2.0
ssm,deadlift,11110,123,1,1,0.0,1.0,192.0,10.0,0.9504950495049505,10.0,4.0,2.0
ssm,deadlift,11110,123,2,1,0.0,0.0,152.0,50.0,0.7524752475247525,10.0,4.0,2.0
ssm,deadlift,11110,123,3,1,0.0,0.0,101.0,101.0,0.5,10.0,4.0,2.0
ssm,deadlift,11110,123,4,0,1.0,0.0,9.0,193.0,0.04455445544554455,10.0,4.0,2.0
ssm,deadlift,11110,42,0,1,0.7,1.0,186.0,16.0,0.9207920792079208,10.0,4.0,2.0
ssm,deadlift,11110,42,1,1,0.1,1.0,192.0,10.0,0.9504950495049505,10.0,4.0,2.0
ssm,deadlift,11110,42,2,1,0.8,0.0,152.0,50.0,0.7524752475247525,10.0,4.0,2.0
ssm,deadlift,11110,42,3,1,0.1,0.0,101.0,101.0,0.5,10.0,4.0,2.0
ssm,deadlift,11110,42,4,0,1.0,0.0,9.0,193.0,0.04455445544554455,10.0,4.0,2.0
ssm,deadlift,11110,7,0,1,0.9,1.0,186.0,16.0,0.9207920792079208,10.0,4.0,2.0
ssm,deadlift,11110,7,1,1,0.0,1.0,192.0,10.0,0.9504950495049505,10.0,4.0,2.0
ssm,deadlift,11110,7,2,1,0.0,0.0,152.0,50.0,0.7524752475247525,10.0,4.0,2.0
ssm,deadlift,11110,7,3,1,0.0,0.0,101.0,101.0,0.5,10.0,4.0,2.0
ssm,deadlift,11110,7,4,0,1.0,0.0,9.0,193.0,0.04455445544554455,10.0,4.0,2.0
ssm,squat,000000,123,0,0,0.6470588235294118,1.0,108.0,102.0,0.5142857142857142,17.0,0.0,56.0
ssm,squat,000000,123,1,0,0.9411764705882353,0.0,41.0,169.0,0.19523809523809524,17.0,0.0,56.0
ssm,squat,000000,123,2,0,1.0,3.0,40.0,170.0,0.19047619047619047,17.0,0.0,56.0
ssm,squat,000000,123,3,0,0.7058823529411765,5.0,89.0,121.0,0.4238095238095238,17.0,0.0,56.0
ssm,squat,000000,123,4,0,1.0,5.0,10.0,200.0,0.047619047619047616,17.0,0.0,56.0
ssm,squat,000000,123,5,0,0.0,42.0,192.0,18.0,0.9142857142857143,17.0,0.0,56.0
ssm,squat,000000,42,0,0,0.23529411764705882,0.0,121.0,89.0,0.5761904761904761,17.0,0.0,50.0
ssm,squat,000000,42,1,0,1.0,0.0,34.0,176.0,0.1619047619047619,17.0,0.0,50.0
ssm,squat,000000,42,2,0,0.5294117647058824,3.0,40.0,170.0,0.19047619047619047,17.0,0.0,50.0
ssm,squat,000000,42,3,0,1.0,5.0,80.0,130.0,0.38095238095238093,17.0,0.0,50.0
ssm,squat,000000,42,4,0,1.0,5.0,10.0,200.0,0.047619047619047616,17.0,0.0,50.0
ssm,squat,000000,42,5,0,0.0,37.0,186.0,24.0,0.8857142857142857,17.0,0.0,50.0
ssm,squat,000000,7,0,0,0.9411764705882353,0.0,121.0,89.0,0.5761904761904761,17.0,0.0,50.0
