model,exercise,target,seed,condition,metric,value
ssm,squat,010101,7,unseen,macro_f1,0.4166666666666667
ssm,squat,010101,7,unseen,micro_f1,0.7777777777777778
ssm,squat,010101,7,unseen,bit_accuracy,0.7777777777777778
ssm,squat,010101,7,unseen,exact_match,0.3333333333333333
ssm,squat,100001,123,seen,macro_f1,0.18055555555555555
ssm,squat,100001,123,seen,micro_f1,0.5333333333333333
ssm,squat,100001,123,seen,bit_accuracy,0.7666666666666667
ssm,squat,100001,123,seen,exact_match,0.2
ssm,squat,100001,123,unseen,macro_f1,0.1111111111111111
ssm,squat,100001,123,unseen,micro_f1,0.25
ssm,squat,100001,123,unseen,bit_accuracy,0.6
ssm,squat,100001,123,unseen,exact_match,0.0
ssm,squat,100001,42,seen,macro_f1,0.2222222222222222
ssm,squat,100001,42,seen,micro_f1,0.7058823529411765
ssm,squat,100001,42,seen,bit_accuracy,0.8333333333333334
ssm,squat,100001,42,seen,exact_match,0.2
ssm,squat,100001,42,unseen,macro_f1,0.3148148148148148
ssm,squat,100001,42,unseen,micro_f1,0.8571428571428571
ssm,squat,100001,42,unseen,bit_accuracy,0.9
ssm,squat,100001,42,unseen,exact_match,0.4
ssm,squat,100001,7,seen,macro_f1,0.3148148148148148
ssm,squat,100001,7,seen,micro_f1,0.6206896551724138
ssm,squat,100001,7,seen,bit_accuracy,0.6333333333333333
ssm,squat,100001,7,seen,exact_match,0.0
ssm,squat,100001,7,unseen,macro_f1,0.3333333333333333
ssm,squat,100001,7,unseen,micro_f1,0.6451612903225806
ssm,squat,100001,7,unseen,bit_accuracy,0.6333333333333333
ssm,squat,100001,7,unseen,exact_match,0.0
ssm,squat,100101,123,seen,macro_f1,0.3333333333333333
ssm,squat,100101,123,seen,micro_f1,0.7619047619047619
ssm,squat,100101,123,seen,bit_accuracy,0.7916666666666666
ssm,squat,100101,123,seen,exact_match,0.0
ssm,squat,100101,123,unseen,macro_f1,0.3206349206349206
ssm,squat,100101,123,unseen,micro_f1,0.6666666666666666
ssm,squat,100101,123,unseen,bit_accuracy,0.75
ssm,squat,100101,123,unseen,exact_match,0.25
ssm,squat,100101,42,seen,macro_f1,0.5
ssm,squat,100101,42,seen,micro_f1,0.967741935483871
ssm,squat,100101,42,seen,bit_accuracy,0.9666666666666667
ssm,squat,100101,42,seen,exact_match,0.8
ssm,squat,100101,42,unseen,macro_f1,0.3333333333333333
ssm,squat,100101,42,unseen,micro_f1,0.7692307692307693
ssm,squat,100101,42,unseen,bit_accuracy,0.8
ssm,squat,100101,42,unseen,exact_match,0.0
ssm,squat,100101,7,seen,macro_f1,0.5
ssm,squat,100101,7,seen,micro_f1,0.967741935483871
ssm,squat,100101,7,seen,bit_accuracy,0.9666666666666667
ssm,squat,100101,7,seen,exact_match,0.8
ssm,squat,100101,7,unseen,macro_f1,0.3148148148148148
ssm,squat,100101,7,unseen,micro_f1,0.6666666666666666
ssm,squat,100101,7,unseen,bit_accuracy,0.7
ssm,squat,100101,7,unseen,exact_match,0.0
ssm,squat,101001,123,seen,macro_f1,0.3333333333333333
ssm,squat,101001,123,seen,micro_f1,0.6666666666666666
ssm,squat,101001,123,seen,bit_accuracy,0.6666666666666666
ssm,squat,101001,123,seen,exact_match,0.0
ssm,squat,101001,123,unseen,macro_f1,0.38888888888888884
ssm,squat,101001,123,unseen,micro_f1,0.8461538461538461
ssm,squat,101001,123,unseen,bit_accuracy,0.8666666666666667
ssm,squat,101001,123,unseen,exact_match,0.2
ssm,squat,101001,42,seen,macro_f1,0.3148148148148148
ssm,squat,101001,42,seen,micro_f1,0.75
ssm,squat,101001,42,seen,bit_accuracy,0.8
ssm,squat,101001,42,seen,exact_match,0.0
ssm,squat,101001,42,unseen,macro_f1,0.32870370370370366
ssm,squat,101001,42,unseen,micro_f1,0.6956521739130435
ssm,squat,101001,42,unseen,bit_accuracy,0.7666666666666667
ssm,squat,101001,42,unseen,exact_match,0.0
ssm,squat,101001,7,seen,macro_f1,0.42857142857142855
ssm,squat,101001,7,seen,micro_f1,0.8888888888888888
ssm,squat,101001,7,seen,bit_accuracy,0.9
ssm,squat,101001,7,seen,exact_match,0.4
ssm,squat,101001,7,unseen,macro_f1,0.24338624338624337
ssm,squat,101001,7,unseen,micro_f1,0.42857142857142855
ssm,squat,101001,7,unseen,bit_accuracy,0.4666666666666667
ssm,squat,101001,7,unseen,exact_match,0.0
tcn,deadlift,00000,123,seen,macro_f1,0.0
tcn,deadlift,00000,123,seen,micro_f1,0.0
tcn,deadlift,00000,123,seen,bit_accuracy,0.48
tcn,deadlift,00000,123,seen,exact_match,0.0
tcn,deadlift,00000,123,unseen,macro_f1,0.0
tcn,deadlift,00000,123,unseen,micro_f1,0.0
tcn,deadlift,00000,123,unseen,bit_accuracy,0.28
tcn,deadlift,00000,123,unseen,exact_match,0.0
tcn,deadlift,00000,42,seen,macro_f1,0.0
tcn,deadlift,00000,42,seen,micro_f1,0.0
tcn,deadlift,00000,42,seen,bit_accuracy,0.8
tcn,deadlift,00000,42,seen,exact_match,0.4
tcn,deadlift,00000,42,unseen,macro_f1,0.0
tcn,deadlift,00000,42,unseen,micro_f1,0.0
tcn,deadlift,00000,42,unseen,bit_accuracy,0.36
tcn,deadlift,00000,42,unseen,exact_match,0.0
tcn,deadlift,00000,7,seen,macro_f1,0.0
tcn,deadlift,00000,7,seen,micro_f1,0.0
tcn,deadlift,00000,7,seen,bit_accuracy,0.5
tcn,deadlift,00000,7,seen,exact_match,0.0
tcn,deadlift,00000,7,unseen,macro_f1,0.0
tcn,deadlift,00000,7,unseen,micro_f1,0.0
tcn,deadlift,00000,7,unseen,bit_accuracy,0.2
tcn,deadlift,00000,7,unseen,exact_match,0.0
tcn,deadlift,00010,123,seen,macro_f1,0.0
tcn,deadlift,00010,123,seen,micro_f1,0.0
tcn,deadlift,00010,123,seen,bit_accuracy,0.6
tcn,deadlift,00010,123,seen,exact_match,0.0
tcn,deadlift,00010,123,unseen,macro_f1,0.0
tcn,deadlift,00010,123,unseen,micro_f1,0.0
tcn,deadlift,00010,123,unseen,bit_accuracy,0.44
tcn,deadlift,00010,123,unseen,exact_match,0.0
tcn,deadlift,00010,42,seen,macro_f1,0.13333333333333333
tcn,deadlift,00010,42,seen,micro_f1,0.26666666666666666
tcn,deadlift,00010,42,seen,bit_accuracy,0.45
tcn,deadlift,00010,42,seen,exact_match,0.0
tcn,deadlift,00010,42,unseen,macro_f1,0.0
tcn,deadlift,00010,42,unseen,micro_f1,0.0
tcn,deadlift,00010,42,unseen,bit_accuracy,0.55
tcn,deadlift,00010,42,unseen,exact_match,0.0
tcn,deadlift,00010,7,seen,macro_f1,0.2
tcn,deadlift,00010,7,seen,micro_f1,0.4
tcn,deadlift,00010,7,seen,bit_accuracy,0.4
tcn,deadlift,00010,7,seen,exact_match,0.0
tcn,deadlift,00010,7,unseen,macro_f1,0.2
tcn,deadlift,00010,7,unseen,micro_f1,0.4
tcn,deadlift,00010,7,unseen,bit_accuracy,0.4
tcn,deadlift,00010,7,unseen,exact_match,0.0
tcn,deadlift,00100,123,seen,macro_f1,0.13333333333333333
tcn,deadlift,00100,123,seen,micro_f1,0.2857142857142857
tcn,deadlift,00100,123,seen,bit_accuracy,0.5
tcn,deadlift,00100,123,seen,exact_match,0.0
tcn,deadlift,00100,123,unseen,macro_f1,0.0
tcn,deadlift,00100,123,unseen,micro_f1,0.0
tcn,deadlift,00100,123,unseen,bit_accuracy,0.3
tcn,deadlift,00100,123,unseen,exact_match,0.0
tcn,deadlift,00100,42,seen,macro_f1,0.2
tcn,deadlift,00100,42,seen,micro_f1,0.6666666666666666
tcn,deadlift,00100,42,seen,bit_accuracy,0.8
tcn,deadlift,00100,42,seen,exact_match,0.0
tcn,deadlift,00100,42,unseen,macro_f1,0.0
tcn,deadlift,00100,42,unseen,micro_f1,0.0
tcn,deadlift,00100,42,unseen,bit_accuracy,0.4
tcn,deadlift,00100,42,unseen,exact_match,0.0
tcn,deadlift,00100,7,seen,macro_f1,0.16
tcn,deadlift,00100,7,seen,micro_f1,0.5714285714285714
tcn,deadlift,00100,7,seen,bit_accuracy,0.8
tcn,deadlift,00100,7,seen,exact_match,0.3333333333333333
tcn,deadlift,00100,7,unseen,macro_f1,0.1
tcn,deadlift,00100,7,unseen,micro_f1,0.2222222222222222
tcn,deadlift,00100,7,unseen,bit_accuracy,0.5333333333333333
tcn,deadlift,00100,7,unseen,exact_match,0.0
tcn,deadlift,00110,123,seen,macro_f1,0.4
tcn,deadlift,00110,123,seen,micro_f1,1.0
tcn,deadlift,00110,123,seen,bit_accuracy,1.0
tcn,deadlift,00110,123,seen,exact_match,1.0
tcn,deadlift,00110,123,unseen,macro_f1,0.4
tcn,deadlift,00110,123,unseen,micro_f1,0.8
tcn,deadlift,00110,123,unseen,bit_accuracy,0.8
tcn,deadlift,00110,123,unseen,exact_match,0.0
tcn,deadlift,00110,42,seen,macro_f1,0.4
tcn,deadlift,00110,42,seen,micro_f1,0.9230769230769231
tcn,deadlift,00110,42,seen,bit_accuracy,0.9333333333333333
tcn,deadlift,00110,42,seen,exact_match,0.6666666666666666
tcn,deadlift,00110,42,unseen,macro_f1,0.32
tcn,deadlift,00110,42,unseen,micro_f1,0.6153846153846154
tcn,deadlift,00110,42,unseen,bit_accuracy,0.6666666666666666
tcn,deadlift,00110,42,unseen,exact_match,0.0
tcn,deadlift,00110,7,seen,macro_f1,0.3
tcn,deadlift,00110,7,seen,micro_f1,0.7058823529411765
tcn,deadlift,00110,7,seen,bit_accuracy,0.8
tcn,deadlift,00110,7,seen,exact_match,0.4
tcn,deadlift,00110,7,unseen,macro_f1,0.15
tcn,deadlift,00110,7,unseen,micro_f1,0.3
tcn,deadlift,00110,7,unseen,bit_accuracy,0.44
tcn,deadlift,00110,7,unseen,exact_match,0.0
tcn,deadlift,11110,123,seen,macro_f1,0.5563492063492064
tcn,deadlift,11110,123,seen,micro_f1,0.7096774193548387
tcn,deadlift,11110,123,seen,bit_accuracy,0.64
tcn,deadlift,11110,123,seen,exact_match,0.4
tcn,deadlift,11110,123,unseen,macro_f1,0.5587301587301587
tcn,deadlift,11110,123,unseen,micro_f1,0.75
tcn,deadlift,11110,123,unseen,bit_accuracy,0.68
tcn,deadlift,11110,123,unseen,exact_match,0.0
tcn,deadlift,11110,42,seen,macro_f1,0.0
tcn,deadlift,11110,42,seen,micro_f1,0.0
tcn,deadlift,11110,42,seen,bit_accuracy,0.2
tcn,deadlift,11110,42,seen,exact_match,0.0
tcn,deadlift,11110,42,unseen,macro_f1,0.2
tcn,deadlift,11110,42,unseen,micro_f1,0.4
tcn,deadlift,11110,42,unseen,bit_accuracy,0.4
tcn,deadlift,11110,42,unseen,exact_match,0.0
tcn,deadlift,11110,7,seen,macro_f1,0.4514285714285714
tcn,deadlift,11110,7,seen,micro_f1,0.6666666666666666
tcn,deadlift,11110,7,seen,bit_accuracy,0.6
tcn,deadlift,11110,7,seen,exact_match,0.0
tcn,deadlift,11110,7,unseen,macro_f1,0.6
tcn,deadlift,11110,7,unseen,micro_f1,0.8571428571428571
tcn,deadlift,11110,7,unseen,bit_accuracy,0.8
tcn,deadlift,11110,7,unseen,exact_match,0.0
tcn,squat,000000,123,seen,macro_f1,0.0
tcn,squat,000000,123,seen,micro_f1,0.0
tcn,squat,000000,123,seen,bit_accuracy,0.7222222222222222
tcn,squat,000000,123,seen,exact_match,0.3333333333333333
tcn,squat,000000,123,unseen,macro_f1,0.0
tcn,squat,000000,123,unseen,micro_f1,0.0
tcn,squat,000000,123,unseen,bit_accuracy,0.6111111111111112
tcn,squat,000000,123,unseen,exact_match,0.0
tcn,squat,000000,42,seen,macro_f1,0.0
tcn,squat,000000,42,seen,micro_f1,0.0
tcn,squat,000000,42,seen,bit_accuracy,0.23333333333333334
tcn,squat,000000,42,seen,exact_match,0.0
tcn,squat,000000,42,unseen,macro_f1,0.0
tcn,squat,000000,42,unseen,micro_f1,0.0
tcn,squat,000000,42,unseen,bit_accuracy,0.6333333333333333
tcn,squat,000000,42,unseen,exact_match,0.0
tcn,squat,000000,7,seen,macro_f1,0.0
tcn,squat,000000,7,seen,micro_f1,0.0
tcn,squat,000000,7,seen,bit_accuracy,0.6333333333333333
tcn,squat,000000,7,seen,exact_match,0.0
tcn,squat,000000,7,unseen,macro_f1,0.0
tcn,squat,000000,7,unseen,micro_f1,0.0
tcn,squat,000000,7,unseen,bit_accuracy,0.6
tcn,squat,000000,7,unseen,exact_match,0.0
tcn,squat,000001,123,seen,macro_f1,0.05555555555555555
tcn,squat,000001,123,seen,micro_f1,0.07692307692307693
tcn,squat,000001,123,seen,bit_accuracy,0.2
tcn,squat,000001,123,seen,exact_match,0.0
tcn,squat,000001,123,unseen,macro_f1,0.16666666666666666
tcn,squat,000001,123,unseen,micro_f1,0.45454545454545453
tcn,squat,000001,123,unseen,bit_accuracy,0.6
tcn,squat,000001,123,unseen,exact_match,0.0
tcn,squat,000001,42,seen,macro_f1,0.16666666666666666
tcn,squat,000001,42,seen,micro_f1,0.47619047619047616
tcn,squat,000001,42,seen,bit_accuracy,0.6333333333333333
tcn,squat,000001,42,seen,exact_match,0.0
tcn,squat,000001,42,unseen,macro_f1,0.16666666666666666
tcn,squat,000001,42,unseen,micro_f1,0.3333333333333333
tcn,squat,000001,42,unseen,bit_accuracy,0.3333333333333333
tcn,squat,000001,42,unseen,exact_match,0.0
tcn,squat,000001,7,seen,macro_f1,0.16666666666666666
tcn,squat,000001,7,seen,micro_f1,0.35714285714285715
tcn,squat,000001,7,seen,bit_accuracy,0.4
tcn,squat,000001,7,seen,exact_match,0.0
tcn,squat,000001,7,unseen,macro_f1,0.05555555555555555
tcn,squat,000001,7,unseen,micro_f1,0.08333333333333333
tcn,squat,000001,7,unseen,bit_accuracy,0.26666666666666666
tcn,squat,000001,7,unseen,exact_match,0.0
tcn,squat,000101,123,seen,macro_f1,0.2916666666666667
tcn,squat,000101,123,seen,micro_f1,0.6956521739130435
tcn,squat,000101,123,seen,bit_accuracy,0.7666666666666667
tcn,squat,000101,123,seen,exact_match,0.0
tcn,squat,000101,123,unseen,macro_f1,0.27314814814814814
tcn,squat,000101,123,unseen,micro_f1,0.6363636363636364
tcn,squat,000101,123,unseen,bit_accuracy,0.7333333333333333
tcn,squat,000101,123,unseen,exact_match,0.0
tcn,squat,000101,42,seen,macro_f1,0.15079365079365079
tcn,squat,000101,42,seen,micro_f1,0.375
tcn,squat,000101,42,seen,bit_accuracy,0.6666666666666666
tcn,squat,000101,42,seen,exact_match,0.0
tcn,squat,000101,42,unseen,macro_f1,0.15079365079365079
tcn,squat,000101,42,unseen,micro_f1,0.35294117647058826
tcn,squat,000101,42,unseen,bit_accuracy,0.6333333333333333
tcn,squat,000101,42,unseen,exact_match,0.0
tcn,squat,000101,7,seen,macro_f1,0.3
tcn,squat,000101,7,seen,micro_f1,0.7142857142857143
tcn,squat,000101,7,seen,bit_accuracy,0.7777777777777778
tcn,squat,000101,7,seen,exact_match,0.0
tcn,squat,000101,7,unseen,macro_f1,0.25
tcn,squat,000101,7,unseen,micro_f1,0.6153846153846154
tcn,squat,000101,7,unseen,bit_accuracy,0.7222222222222222
tcn,squat,000101,7,unseen,exact_match,0.0
tcn,squat,010101,123,seen,macro_f1,0.48148148148148145
tcn,squat,010101,123,seen,micro_f1,0.9655172413793104
tcn,squat,010101,123,seen,bit_accuracy,0.9666666666666667
tcn,squat,010101,123,seen,exact_match,0.8
tcn,squat,010101,123,unseen,macro_f1,0.16666666666666666
tcn,squat,010101,123,unseen,micro_f1,0.38461538461538464
tcn,squat,010101,123,unseen,bit_accuracy,0.4666666666666667
tcn,squat,010101,123,unseen,exact_match,0.0
tcn,squat,010101,42,seen,macro_f1,0.5
tcn,squat,010101,42,seen,micro_f1,0.9230769230769231
tcn,squat,010101,42,seen,bit_accuracy,0.9166666666666666
tcn,squat,010101,42,seen,exact_match,0.5
tcn,squat,010101,42,unseen,macro_f1,0.16666666666666666
tcn,squat,010101,42,unseen,micro_f1,0.3333333333333333
tcn,squat,010101,42,unseen,bit_accuracy,0.3333333333333333
tcn,squat,010101,42,unseen,exact_match,0.0
tcn,squat,010101,7,seen,macro_f1,0.5
tcn,squat,010101,7,seen,micro_f1,1.0
tcn,squat,010101,7,seen,bit_accuracy,1.0
tcn,squat,010101,7,seen,exact_match,1.0
tcn,squat,010101,7,unseen,macro_f1,0.3333333333333333
tcn,squat,010101,7,unseen,micro_f1,0.5454545454545454
tcn,squat,010101,7,unseen,bit_accuracy,0.4444444444444444
tcn,squat,010101,7,unseen,exact_match,0.0
tcn,squat,100001,123,seen,macro_f1,0.3148148148148148
tcn,squat,100001,123,seen,micro_f1,0.9
tcn,squat,100001,123,seen,bit_accuracy,0.9333333333333333
tcn,squat,100001,123,seen,exact_match,0.8
tcn,squat,100001,123,unseen,macro_f1,0.2037037037037037
tcn,squat,100001,123,unseen,micro_f1,0.35714285714285715
tcn,squat,100001,123,unseen,bit_accuracy,0.4
tcn,squat,100001,123,unseen,exact_match,0.0
tcn,squat,100001,42,seen,macro_f1,0.3333333333333333
tcn,squat,100001,42,seen,micro_f1,1.0
tcn,squat,100001,42,seen,bit_accuracy,1.0
tcn,squat,100001,42,seen,exact_match,1.0
tcn,squat,100001,42,unseen,macro_f1,0.16666666666666666
tcn,squat,100001,42,unseen,micro_f1,0.45454545454545453
tcn,squat,100001,42,unseen,bit_accuracy,0.6
tcn,squat,100001,42,unseen,exact_match,0.0
tcn,squat,100001,7,seen,macro_f1,0.2619047619047619
tcn,squat,100001,7,seen,micro_f1,0.4827586206896552
tcn,squat,100001,7,seen,bit_accuracy,0.5
tcn,squat,100001,7,seen,exact_match,0.0
tcn,squat,100001,7,unseen,macro_f1,0.3333333333333333
tcn,squat,100001,7,unseen,micro_f1,0.8
tcn,squat,100001,7,unseen,bit_accuracy,0.8333333333333334
tcn,squat,100001,7,unseen,exact_match,0.0
tcn,squat,100101,123,seen,macro_f1,0.3
tcn,squat,100101,123,seen,micro_f1,0.6666666666666666
tcn,squat,100101,123,seen,bit_accuracy,0.75
tcn,squat,100101,123,seen,exact_match,0.0
tcn,squat,100101,123,unseen,macro_f1,0.24444444444444446
tcn,squat,100101,123,unseen,micro_f1,0.47058823529411764
tcn,squat,100101,123,unseen,bit_accuracy,0.625
tcn,squat,100101,123,unseen,exact_match,0.0
tcn,squat,100101,42,seen,macro_f1,0.38888888888888884
tcn,squat,100101,42,seen,micro_f1,0.8461538461538461
tcn,squat,100101,42,seen,bit_accuracy,0.8666666666666667
tcn,squat,100101,42,seen,exact_match,0.2
tcn,squat,100101,42,unseen,macro_f1,0.3333333333333333
tcn,squat,100101,42,unseen,micro_f1,0.7407407407407407
tcn,squat,100101,42,unseen,bit_accuracy,0.7666666666666667
tcn,squat,100101,42,unseen,exact_match,0.0
tcn,squat,100101,7,seen,macro_f1,0.5
tcn,squat,100101,7,seen,micro_f1,1.0
tcn,squat,100101,7,seen,bit_accuracy,1.0
tcn,squat,100101,7,seen,exact_match,1.0
tcn,squat,100101,7,unseen,macro_f1,0.3333333333333333
tcn,squat,100101,7,unseen,micro_f1,0.8
tcn,squat,100101,7,unseen,bit_accuracy,0.8333333333333334
tcn,squat,100101,7,unseen,exact_match,0.0
tcn,squat,101001,123,seen,macro_f1,0.48148148148148145
tcn,squat,101001,123,seen,micro_f1,0.9655172413793104
tcn,squat,101001,123,seen,bit_accuracy,0.9666666666666667
tcn,squat,101001,123,seen,exact_match,0.8
tcn,squat,101001,123,unseen,macro_f1,0.3333333333333333
tcn,squat,101001,123,unseen,micro_f1,0.7692307692307693
tcn,squat,101001,123,unseen,bit_accuracy,0.8
tcn,squat,101001,123,unseen,exact_match,0.0
tcn,squat,101001,42,seen,macro_f1,0.36838624338624343
tcn,squat,101001,42,seen,micro_f1,0.5625
tcn,squat,101001,42,seen,bit_accuracy,0.5333333333333333
tcn,squat,101001,42,seen,exact_match,0.0
tcn,squat,101001,42,unseen,macro_f1,0.24338624338624337
tcn,squat,101001,42,unseen,micro_f1,0.5714285714285714
tcn,squat,101001,42,unseen,bit_accuracy,0.7
tcn,squat,101001,42,unseen,exact_match,0.0
tcn,squat,101001,7,seen,macro_f1,0.3386243386243386
tcn,squat,101001,7,seen,micro_f1,0.6666666666666666
tcn,squat,101001,7,seen,bit_accuracy,0.7333333333333333
tcn,squat,101001,7,seen,exact_match,0.0
tcn,squat,101001,7,unseen,macro_f1,0.3148148148148148
tcn,squat,101001,7,unseen,micro_f1,0.6923076923076923
tcn,squat,101001,7,unseen,bit_accuracy,0.7333333333333333
tcn,squat,101001,7,unseen,exact_match,0.0
transformer,deadlift,00000,123,seen,macro_f1,0.0
transformer,deadlift,00000,123,seen,micro_f1,0.0
transformer,deadlift,00000,123,seen,bit_accuracy,0.44
transformer,deadlift,00000,123,seen,exact_match,0.0
transformer,deadlift,00000,123,unseen,macro_f1,0.0
transformer,deadlift,00000,123,unseen,micro_f1,0.0
transformer,deadlift,00000,123,unseen,bit_accuracy,0.28
transformer,deadlift,00000,123,unseen,exact_match,0.0
transformer,deadlift,00000,42,seen,macro_f1,0.0
transformer,deadlift,00000,42,seen,micro_f1,0.0
transformer,deadlift,00000,42,seen,bit_accuracy,0.48
transformer,deadlift,00000,42,seen,exact_match,0.0
transformer,deadlift,00000,42,unseen,macro_f1,0.0
transformer,deadlift,00000,42,unseen,micro_f1,0.0
transformer,deadlift,00000,42,unseen,bit_accuracy,0.24
transformer,deadlift,00000,42,unseen,exact_match,0.0
transformer,deadlift,00000,7,seen,macro_f1,0.0
transformer,deadlift,00000,7,seen,micro_f1,0.0
transformer,deadlift,00000,7,seen,bit_accuracy,0.3
transformer,deadlift,00000,7,seen,exact_match,0.0
transformer,deadlift,00000,7,unseen,macro_f1,0.0
transformer,deadlift,00000,7,unseen,micro_f1,0.0
transformer,deadlift,00000,7,unseen,bit_accuracy,0.2
transformer,deadlift,00000,7,unseen,exact_match,0.0
transformer,deadlift,00010,123,seen,macro_f1,0.0
transformer,deadlift,00010,123,seen,micro_f1,0.0
transformer,deadlift,00010,123,seen,bit_accuracy,0.4
transformer,deadlift,00010,123,seen,exact_match,0.0
transformer,deadlift,00010,123,unseen,macro_f1,0.0
transformer,deadlift,00010,123,unseen,micro_f1,0.0
transformer,deadlift,00010,123,unseen,bit_accuracy,0.24
transformer,deadlift,00010,123,unseen,exact_match,0.0
transformer,deadlift,00010,42,seen,macro_f1,0.17142857142857143
transformer,deadlift,00010,42,seen,micro_f1,0.35294117647058826
transformer,deadlift,00010,42,seen,bit_accuracy,0.45
transformer,deadlift,00010,42,seen,exact_match,0.0
transformer,deadlift,00010,42,unseen,macro_f1,0.08
transformer,deadlift,00010,42,unseen,micro_f1,0.2857142857142857
transformer,deadlift,00010,42,unseen,bit_accuracy,0.75
transformer,deadlift,00010,42,unseen,exact_match,0.0
transformer,deadlift,00010,7,seen,macro_f1,0.2
transformer,deadlift,00010,7,seen,micro_f1,0.5
transformer,deadlift,00010,7,seen,bit_accuracy,0.6
transformer,deadlift,00010,7,seen,exact_match,0.0
transformer,deadlift,00010,7,unseen,macro_f1,0.0
transformer,deadlift,00010,7,unseen,micro_f1,0.0
transformer,deadlift,00010,7,unseen,bit_accuracy,0.2
transformer,deadlift,00010,7,unseen,exact_match,0.0
transformer,deadlift,00100,123,seen,macro_f1,0.0
transformer,deadlift,00100,123,seen,micro_f1,0.0
transformer,deadlift,00100,123,seen,bit_accuracy,0.4
transformer,deadlift,00100,123,seen,exact_match,0.0
transformer,deadlift,00100,123,unseen,macro_f1,0.0
transformer,deadlift,00100,123,unseen,micro_f1,0.0
transformer,deadlift,00100,123,unseen,bit_accuracy,0.2
transformer,deadlift,00100,123,unseen,exact_match,0.0
transformer,deadlift,00100,42,seen,macro_f1,0.0
transformer,deadlift,00100,42,seen,micro_f1,0.0
transformer,deadlift,00100,42,seen,bit_accuracy,0.4
transformer,deadlift,00100,42,seen,exact_match,0.0
transformer,deadlift,00100,42,unseen,macro_f1,0.0
transformer,deadlift,00100,42,unseen,micro_f1,0.0
transformer,deadlift,00100,42,unseen,bit_accuracy,0.4
transformer,deadlift,00100,42,unseen,exact_match,0.0
transformer,deadlift,00100,7,seen,macro_f1,0.16
transformer,deadlift,00100,7,seen,micro_f1,0.6666666666666666
transformer,deadlift,00100,7,seen,bit_accuracy,0.8666666666666667
transformer,deadlift,00100,7,seen,exact_match,0.6666666666666666
transformer,deadlift,00100,7,unseen,macro_f1,0.0
transformer,deadlift,00100,7,unseen,micro_f1,0.0
transformer,deadlift,00100,7,unseen,bit_accuracy,0.6
transformer,deadlift,00100,7,unseen,exact_match,0.0
transformer,deadlift,00110,123,seen,macro_f1,0.4
transformer,deadlift,00110,123,seen,micro_f1,0.9411764705882353
transformer,deadlift,00110,123,seen,bit_accuracy,0.95
transformer,deadlift,00110,123,seen,exact_match,0.75
transformer,deadlift,00110,123,unseen,macro_f1,0.4
transformer,deadlift,00110,123,unseen,micro_f1,0.8
transformer,deadlift,00110,123,unseen,bit_accuracy,0.8
transformer,deadlift,00110,123,unseen,exact_match,0.0
transformer,deadlift,00110,42,seen,macro_f1,0.16
transformer,deadlift,00110,42,seen,micro_f1,0.5
transformer,deadlift,00110,42,seen,bit_accuracy,0.7333333333333333
transformer,deadlift,00110,42,seen,exact_match,0.0
transformer,deadlift,00110,42,unseen,macro_f1,0.2
transformer,deadlift,00110,42,unseen,micro_f1,0.4
transformer,deadlift,00110,42,unseen,bit_accuracy,0.6
transformer,deadlift,00110,42,unseen,exact_match,0.0
transformer,deadlift,00110,7,seen,macro_f1,0.37777777777777777
transformer,deadlift,00110,7,seen,micro_f1,0.9473684210526315
transformer,deadlift,00110,7,seen,bit_accuracy,0.96
transformer,deadlift,00110,7,seen,exact_match,0.8
transformer,deadlift,00110,7,unseen,macro_f1,0.15
transformer,deadlift,00110,7,unseen,micro_f1,0.4
transformer,deadlift,00110,7,unseen,bit_accuracy,0.64
transformer,deadlift,00110,7,unseen,exact_match,0.0
transformer,deadlift,11110,123,seen,macro_f1,0.6063492063492063
transformer,deadlift,11110,123,seen,micro_f1,0.7878787878787878
transformer,deadlift,11110,123,seen,bit_accuracy,0.72
transformer,deadlift,11110,123,seen,exact_match,0.4
transformer,deadlift,11110,123,unseen,macro_f1,0.38095238095238093
transformer,deadlift,11110,123,unseen,micro_f1,0.5714285714285714
transformer,deadlift,11110,123,unseen,bit_accuracy,0.52
transformer,deadlift,11110,123,unseen,exact_match,0.0
transformer,deadlift,11110,42,seen,macro_f1,0.0
transformer,deadlift,11110,42,seen,micro_f1,0.0
transformer,deadlift,11110,42,seen,bit_accuracy,0.2
transformer,deadlift,11110,42,seen,exact_match,0.0
transformer,deadlift,11110,42,unseen,macro_f1,0.0
transformer,deadlift,11110,42,unseen,micro_f1,0.0
transformer,deadlift,11110,42,unseen,bit_accuracy,0.2
transformer,deadlift,11110,42,unseen,exact_match,0.0
transformer,deadlift,11110,7,seen,macro_f1,0.6
transformer,deadlift,11110,7,seen,micro_f1,0.7692307692307693
transformer,deadlift,11110,7,seen,bit_accuracy,0.7
transformer,deadlift,11110,7,seen,exact_match,0.5
transformer,deadlift,11110,7,unseen,macro_f1,0.16
transformer,deadlift,11110,7,unseen,micro_f1,0.2222222222222222
transformer,deadlift,11110,7,unseen,bit_accuracy,0.3
transformer,deadlift,11110,7,unseen,exact_match,0.0
transformer,squat,000000,123,seen,macro_f1,0.0
transformer,squat,000000,123,seen,micro_f1,0.0
transformer,squat,000000,123,seen,bit_accuracy,0.6666666666666666
transformer,squat,000000,123,seen,exact_match,0.3333333333333333
transformer,squat,000000,123,unseen,macro_f1,0.0
transformer,squat,000000,123,unseen,micro_f1,0.0
