model,exercise,target,seed,risk,n,error_rate,error_auprc,error_auroc,aurc,accuracy_at_80,accuracy_at_60
gru,squat,010101,123,pressure,90,0.28888888888888886,0.45085988105545605,0.5883413461538461,0.2044030811147969,0.7638888888888888,0.7777777777777778
gru,squat,010101,123,combined,90,0.28888888888888886,0.286241157132232,0.43870192307692313,0.31315658725908074,0.6805555555555556,0.7037037037037037
gru,squat,010101,42,confidence,90,0.4,0.44034365911130485,0.5246913580246914,0.4043405830614756,0.6111111111111112,0.6481481481481481
gru,squat,010101,42,pressure,90,0.4,0.4557403123192597,0.5470679012345679,0.37687697327321845,0.625,0.5925925925925926
gru,squat,010101,42,combined,90,0.4,0.47608352218938776,0.5606995884773662,0.3352265412219502,0.625,0.6296296296296297
gru,squat,010101,7,confidence,90,0.28888888888888886,0.41082985370992253,0.6015625,0.19668735731220047,0.7222222222222222,0.7037037037037037
gru,squat,010101,7,pressure,90,0.28888888888888886,0.4358440170940171,0.6856971153846154,0.16976123607453614,0.7361111111111112,0.7962962962962963
gru,squat,010101,7,combined,90,0.28888888888888886,0.3127476852175676,0.5769230769230769,0.20216856072774264,0.6527777777777778,0.7962962962962963
gru,squat,100001,123,confidence,312,0.6538461538461539,0.5367341709392548,0.27441902687000724,0.7951280436460243,0.2811244979919679,0.23529411764705888
gru,squat,100001,123,pressure,312,0.6538461538461539,0.6576352943126976,0.5300018155410312,0.6712091320945311,0.3614457831325302,0.3743315508021391
gru,squat,100001,123,combined,312,0.6538461538461539,0.8020823995299715,0.7340232389251995,0.49470900208211116,0.3855421686746988,0.4919786096256684
gru,squat,100001,42,confidence,312,0.27884615384615385,0.39005972510100917,0.6483269476372925,0.18129688128136065,0.7670682730923695,0.7754010695187166
gru,squat,100001,42,pressure,312,0.27884615384615385,0.3513313832928219,0.48753512132822485,0.297535607857003,0.7228915662650602,0.7058823529411764
gru,squat,100001,42,combined,312,0.27884615384615385,0.3870363395317474,0.6599233716475096,0.1821633081616048,0.7389558232931727,0.8021390374331551
