model,exercise,target,seed,risk,n,error_rate,error_auprc,error_auroc,aurc,accuracy_at_80,accuracy_at_60
gru,squat,100001,7,confidence,312,0.2532051282051282,0.3719839119460845,0.6437224968761884,0.15403474270236456,0.7791164658634538,0.7807486631016043
gru,squat,100001,7,pressure,312,0.2532051282051282,0.3144222370709264,0.5520182539251371,0.2274766171778507,0.7670682730923695,0.7700534759358288
gru,squat,100001,7,combined,312,0.2532051282051282,0.2760917826324344,0.5581028956375291,0.2388510510789037,0.7228915662650602,0.8181818181818181
gru,squat,100101,123,confidence,216,0.3425925925925926,0.3864543898514189,0.49314807765511987,0.3507811421805491,0.6627906976744187,0.6744186046511628
gru,squat,100101,123,pressure,216,0.3425925925925926,0.3836530139741558,0.5087076513132851,0.3306207863187924,0.7093023255813953,0.6744186046511628
gru,squat,100101,123,combined,216,0.3425925925925926,0.5973288395400205,0.6595926912828322,0.3286686366638538,0.7616279069767442,0.7829457364341086
gru,squat,100101,42,confidence,216,0.3472222222222222,0.450973985044711,0.5808983451536643,0.2933002707374535,0.7093023255813953,0.7131782945736433
gru,squat,100101,42,pressure,216,0.3472222222222222,0.5027302323512545,0.6001891252955083,0.29931286786492445,0.7383720930232558,0.7131782945736433
gru,squat,100101,42,combined,216,0.3472222222222222,0.5431003423271543,0.6706382978723404,0.2911279161475973,0.7267441860465116,0.7596899224806202
gru,squat,100101,7,confidence,216,0.30092592592592593,0.3301493793300256,0.5544574630667345,0.2209587835316816,0.686046511627907,0.689922480620155
gru,squat,100101,7,pressure,216,0.30092592592592593,0.34900703506758773,0.5219561895058583,0.3107139506806399,0.7267441860465116,0.6976744186046512
gru,squat,100101,7,combined,216,0.30092592592592593,0.4095078869765371,0.6476821192052981,0.18993884180226817,0.7558139534883721,0.7751937984496124
gru,squat,101001,123,confidence,150,0.29333333333333333,0.30641229401567893,0.47148370497427095,0.40191708931334924,0.725,0.7444444444444445
gru,squat,101001,123,pressure,150,0.29333333333333333,0.3687016125325609,0.42624356775300176,0.36480613650654553,0.725,0.6555555555555556
gru,squat,101001,123,combined,150,0.29333333333333333,0.3284968080252256,0.4740566037735849,0.38754224601434617,0.725,0.7222222222222222
gru,squat,101001,42,confidence,150,0.37333333333333335,0.43632016849222727,0.49202127659574474,0.4670579093926515,0.6416666666666666,0.6888888888888889
gru,squat,101001,42,pressure,150,0.37333333333333335,0.5045511426228892,0.5703837386018238,0.34295138539491393,0.7083333333333333,0.6888888888888889
gru,squat,101001,42,combined,150,0.37333333333333335,0.4947693062975765,0.580547112462006,0.39954064866215183,0.6833333333333333,0.7111111111111111
gru,squat,101001,7,confidence,150,0.34,0.4154479821840301,0.5006932065755596,0.33394789089285204,0.675,0.6777777777777778
gru,squat,101001,7,pressure,150,0.34,0.4099233428645194,0.4615765498118439,0.42319150893662166,0.6833333333333333,0.6444444444444444
gru,squat,101001,7,combined,150,0.34,0.580933778674525,0.5684293919588037,0.3307062220510161,0.7416666666666667,0.7222222222222222
ssm,deadlift,00000,123,confidence,345,0.3333333333333333,0.47781501450114194,0.6940264650283554,0.17446827837815257,0.6884057971014492,0.7342995169082125
ssm,deadlift,00000,123,pressure,345,0.3333333333333333,0.5355582905296676,0.5071455576559547,0.3798394893995606,0.7173913043478262,0.6956521739130435
ssm,deadlift,00000,123,combined,345,0.3333333333333333,0.4722877581107159,0.7235538752362949,0.16824832577389048,0.7028985507246377,0.78743961352657
ssm,deadlift,00000,42,confidence,345,0.43478260869565216,0.5856416890747742,0.7234188034188034,0.23923311534960656,0.6086956521739131,0.6618357487922706
ssm,deadlift,00000,42,pressure,345,0.43478260869565216,0.6253795165458087,0.5732307692307692,0.4102690884491013,0.6521739130434783,0.6231884057971014
ssm,deadlift,00000,42,combined,345,0.43478260869565216,0.5336572758241381,0.6903931623931624,0.25633416836385114,0.5869565217391304,0.6618357487922706
ssm,deadlift,00000,7,confidence,345,0.37681159420289856,0.46463478882945886,0.6563506261180679,0.22658762655163622,0.6268115942028986,0.6811594202898551
ssm,deadlift,00000,7,pressure,345,0.37681159420289856,0.45959359528291266,0.4761001788908766,0.40928318827792376,0.6594202898550725,0.6135265700483092
ssm,deadlift,00000,7,combined,345,0.37681159420289856,0.5210097679274697,0.7020751341681574,0.2122035530209492,0.6666666666666667,0.7149758454106281
ssm,deadlift,00010,123,confidence,330,0.5121212121212121,0.5960295973627115,0.6601492153331618,0.3271054638428908,0.5113636363636364,0.5303030303030303
ssm,deadlift,00010,123,pressure,330,0.5121212121212121,0.8154043544654745,0.8349810724392666,0.2668613367897084,0.5795454545454546,0.6565656565656566
ssm,deadlift,00010,123,combined,330,0.5121212121212121,0.8016922069827337,0.8367451946047264,0.23816449257924427,0.5795454545454546,0.6565656565656566
ssm,deadlift,00010,42,confidence,330,0.4696969696969697,0.5397972415787522,0.6679078341013824,0.2821144912222373,0.5189393939393939,0.595959595959596
ssm,deadlift,00010,42,pressure,330,0.4696969696969697,0.7712306820596794,0.8080184331797235,0.2836323333583058,0.6136363636363636,0.7424242424242424
ssm,deadlift,00010,42,combined,330,0.4696969696969697,0.7380486461932927,0.8147834101382487,0.2208272326541914,0.6136363636363636,0.702020202020202
ssm,deadlift,00010,7,confidence,330,0.4666666666666667,0.49893232413076477,0.5615038370720189,0.3651349466896986,0.5340909090909092,0.5353535353535354
ssm,deadlift,00010,7,pressure,330,0.4666666666666667,0.6971195508672804,0.7707533943329399,0.2480422772302333,0.5795454545454546,0.6868686868686869
ssm,deadlift,00010,7,combined,330,0.4666666666666667,0.6257574920398667,0.6934769775678867,0.2957750333046577,0.5833333333333333,0.6515151515151515
ssm,deadlift,00100,123,confidence,110,0.4636363636363636,0.5310782678353336,0.5636424061149884,0.42454732138664686,0.5681818181818181,0.5757575757575757
ssm,deadlift,00100,123,pressure,110,0.4636363636363636,0.6219104697045873,0.6291126620139582,0.3482661199902233,0.5909090909090908,0.6212121212121212
ssm,deadlift,00100,123,combined,110,0.4636363636363636,0.75288446379844,0.7268195413758725,0.30562926991191314,0.6363636363636364,0.6515151515151515
ssm,deadlift,00100,42,confidence,110,0.36363636363636365,0.6587119527674554,0.7703571428571427,0.166403131316012,0.7386363636363636,0.7121212121212122
ssm,deadlift,00100,42,pressure,110,0.36363636363636365,0.5681818181818182,0.495,0.43644996629289085,0.75,0.6666666666666667
ssm,deadlift,00100,42,combined,110,0.36363636363636365,0.6549605874572166,0.6167857142857143,0.26759677608539945,0.75,0.6666666666666667
ssm,deadlift,00100,7,confidence,110,0.45454545454545453,0.6653768466685722,0.7736666666666667,0.2236140675320174,0.5909090909090908,0.6818181818181819
ssm,deadlift,00100,7,pressure,110,0.45454545454545453,0.8608596067592058,0.8775000000000001,0.2097775718795047,0.6704545454545454,0.8333333333333334
ssm,deadlift,00100,7,combined,110,0.45454545454545453,0.8993880053825016,0.866,0.2599008946244016,0.6818181818181819,0.8333333333333334
ssm,deadlift,00110,123,confidence,165,0.3333333333333333,0.670256020101374,0.8262809917355372,0.12351521032196223,0.7424242424242424,0.8282828282828283
ssm,deadlift,00110,123,pressure,165,0.3333333333333333,0.47776933391540405,0.6430578512396694,0.2566483222918712,0.7348484848484849,0.7676767676767677
ssm,deadlift,00110,123,combined,165,0.3333333333333333,0.6059193018014208,0.7933884297520661,0.1384233426182832,0.7348484848484849,0.8181818181818181
ssm,deadlift,00110,42,confidence,165,0.19393939393939394,0.35045646632028205,0.7359022556390978,0.0918055437749938,0.8484848484848485,0.9191919191919192
ssm,deadlift,00110,42,pressure,165,0.19393939393939394,0.2061674759349178,0.4013157894736842,0.2886723734572897,0.8106060606060606,0.7777777777777778
ssm,deadlift,00110,42,combined,165,0.19393939393939394,0.2328209324087141,0.5018796992481203,0.15730901062681416,0.7954545454545454,0.7676767676767677
ssm,deadlift,00110,7,confidence,165,0.3575757575757576,0.6803068900643024,0.820594819315638,0.139017427330358,0.7121212121212122,0.797979797979798
ssm,deadlift,00110,7,pressure,165,0.3575757575757576,0.7486850224560682,0.8178765590022387,0.21422305540300796,0.7727272727272727,0.8686868686868687
ssm,deadlift,00110,7,combined,165,0.3575757575757576,0.5275530461959688,0.7169811320754718,0.18913111546355418,0.696969696969697,0.7272727272727273
ssm,deadlift,11110,123,confidence,50,0.76,0.8997328477867674,0.8135964912280702,0.5179925365886487,0.25,0.33333333333333337
ssm,deadlift,11110,123,pressure,50,0.76,0.8796154824072444,0.7763157894736842,0.598054887172927,0.25,0.33333333333333337
ssm,deadlift,11110,123,combined,50,0.76,0.8746380856700152,0.8201754385964913,0.5416386404862628,0.25,0.33333333333333337
ssm,deadlift,11110,42,confidence,50,0.46,0.47863820165739485,0.5668276972624798,0.3533946356125855,0.525,0.5666666666666667
ssm,deadlift,11110,42,pressure,50,0.46,0.42030356222227677,0.3993558776167471,0.45929833324849084,0.5,0.43333333333333335
ssm,deadlift,11110,42,combined,50,0.46,0.3957436624637211,0.4138486312399356,0.4586867059090619,0.475,0.43333333333333335
ssm,deadlift,11110,7,confidence,50,0.62,0.6583752625105996,0.6129032258064516,0.4485662893671444,0.35,0.3666666666666667
ssm,deadlift,11110,7,pressure,50,0.62,0.5873680351906158,0.434634974533107,0.6224897321218008,0.25,0.33333333333333337
ssm,deadlift,11110,7,combined,50,0.62,0.5718829837143413,0.5059422750424448,0.48931530454970196,0.25,0.33333333333333337
ssm,squat,000000,123,confidence,102,0.28431372549019607,0.3666598631806887,0.5932923948984412,0.1857502374694826,0.7160493827160495,0.7049180327868853
ssm,squat,000000,123,pressure,102,0.28431372549019607,0.4900948923933755,0.5212564950401511,0.27843480376305624,0.7530864197530864,0.7049180327868853
ssm,squat,000000,123,combined,102,0.28431372549019607,0.4311295648394619,0.6046291922531885,0.1930841897302929,0.7530864197530864,0.7213114754098361
ssm,squat,000000,42,confidence,102,0.37254901960784315,0.5593829274299641,0.7002467105263158,0.2024053823545049,0.6666666666666667,0.6885245901639344
ssm,squat,000000,42,pressure,102,0.37254901960784315,0.5748489396700212,0.627672697368421,0.327855067173597,0.7160493827160495,0.6885245901639344
ssm,squat,000000,42,combined,102,0.37254901960784315,0.5465948989347664,0.6270559210526315,0.2895882567780432,0.6790123456790124,0.7213114754098361
ssm,squat,000000,7,confidence,102,0.5098039215686274,0.5224645102652441,0.5549999999999999,0.3925922454086105,0.4814814814814815,0.5081967213114754
ssm,squat,000000,7,pressure,102,0.5098039215686274,0.6748479848325049,0.6503846153846153,0.42818711275366167,0.5555555555555556,0.6065573770491803
ssm,squat,000000,7,combined,102,0.5098039215686274,0.6311157035868029,0.6265384615384615,0.3762205123012663,0.5061728395061729,0.6229508196721312
ssm,squat,000001,123,confidence,330,0.22424242424242424,0.34294569941827086,0.7114653716216217,0.11198048199011842,0.8106060606060606,0.8737373737373737
ssm,squat,000001,123,pressure,330,0.22424242424242424,0.32277382897645523,0.42205975506756754,0.25634909062832795,0.7954545454545454,0.7474747474747474
ssm,squat,000001,123,combined,330,0.22424242424242424,0.36495801522189936,0.7332664695945946,0.10372205348051874,0.8106060606060606,0.8939393939393939
ssm,squat,000001,42,confidence,330,0.5757575757575758,0.5680293660619745,0.5537218045112782,0.44221812616150985,0.41666666666666663,0.4040404040404041
ssm,squat,000001,42,pressure,330,0.5757575757575758,0.7649490306761165,0.6846992481203007,0.4688148380924937,0.5303030303030303,0.5505050505050505
ssm,squat,000001,42,combined,330,0.5757575757575758,0.756124591204921,0.7550751879699248,0.34424593515198415,0.49242424242424243,0.5555555555555556
ssm,squat,000001,7,confidence,330,0.3484848484848485,0.5184764882379401,0.6880485338725986,0.20334924871414384,0.6931818181818181,0.7575757575757576
ssm,squat,000001,7,pressure,330,0.3484848484848485,0.7045707267662935,0.8192922143579373,0.2006725039171131,0.7613636363636364,0.8787878787878788
ssm,squat,000001,7,combined,330,0.3484848484848485,0.6431784174043428,0.8025884732052578,0.15531004506831214,0.75,0.8333333333333334
ssm,squat,000101,123,confidence,132,0.30303030303030304,0.39405491576502394,0.6722826086956522,0.1761188435986658,0.7047619047619047,0.7974683544303798
ssm,squat,000101,123,pressure,132,0.30303030303030304,0.4171199077068239,0.649320652173913,0.25547626108015653,0.7333333333333334,0.810126582278481
ssm,squat,000101,123,combined,132,0.30303030303030304,0.41029933839433935,0.6709239130434782,0.1906486531897087,0.7333333333333334,0.759493670886076
ssm,squat,000101,42,confidence,132,0.2878787878787879,0.549136355606265,0.6783314669652856,0.18705368914597834,0.8,0.7848101265822784
ssm,squat,000101,42,pressure,132,0.2878787878787879,0.3491227321819427,0.5937849944008958,0.23793664527692204,0.7428571428571429,0.759493670886076
ssm,squat,000101,42,combined,132,0.2878787878787879,0.3737532164368389,0.6455767077267638,0.18351545566227645,0.7333333333333334,0.7974683544303798
ssm,squat,000101,7,confidence,132,0.2878787878787879,0.3817271374765434,0.6380179171332587,0.19417003080786518,0.7428571428571429,0.7974683544303798
ssm,squat,000101,7,pressure,132,0.2878787878787879,0.35472721544608576,0.5585106382978723,0.318784222512142,0.7428571428571429,0.7468354430379747
ssm,squat,000101,7,combined,132,0.2878787878787879,0.36250689619147375,0.6131019036954087,0.26319659728824757,0.7238095238095238,0.7721518987341772
ssm,squat,010101,123,confidence,90,0.28888888888888886,0.31513315312691526,0.5685096153846153,0.20620253486734588,0.7222222222222222,0.7222222222222222
ssm,squat,010101,123,pressure,90,0.28888888888888886,0.45481266149870797,0.6730769230769231,0.22597615423129977,0.7083333333333333,0.7962962962962963
ssm,squat,010101,123,combined,90,0.28888888888888886,0.30044530152222376,0.5462740384615385,0.2116505710954199,0.6944444444444444,0.6851851851851851
ssm,squat,010101,42,confidence,90,0.2777777777777778,0.42426576823127,0.6584615384615384,0.16981068674700675,0.7361111111111112,0.8148148148148149
ssm,squat,010101,42,pressure,90,0.2777777777777778,0.31824561403508766,0.556923076923077,0.22993741439557366,0.6666666666666667,0.7407407407407407
ssm,squat,010101,42,combined,90,0.2777777777777778,0.3274221419354869,0.6024615384615384,0.198968753671668,0.7222222222222222,0.7407407407407407
ssm,squat,010101,7,confidence,90,0.25555555555555554,0.6394093700357618,0.8689162881245944,0.0742738426006179,0.8611111111111112,0.9259259259259259
ssm,squat,010101,7,pressure,90,0.25555555555555554,0.3003864734299517,0.5058403634003894,0.2652073557043147,0.6944444444444444,0.7222222222222222
ssm,squat,010101,7,combined,90,0.25555555555555554,0.2129254010693644,0.39195327709279687,0.23004205229864383,0.6805555555555556,0.5740740740740741
ssm,squat,100001,123,confidence,312,0.38782051282051283,0.49435942872593985,0.6674310934187183,0.24849834260540804,0.6465863453815262,0.7112299465240641
ssm,squat,100001,123,pressure,312,0.38782051282051283,0.40287861208310133,0.5411708710138029,0.4087466493048936,0.6184738955823292,0.6363636363636364
ssm,squat,100001,123,combined,312,0.38782051282051283,0.49649518233299283,0.6498204318289991,0.25732964634664446,0.6265060240963856,0.7219251336898396
ssm,squat,100001,42,confidence,312,0.2403846153846154,0.45697270195435563,0.7306891701828412,0.11972567177913361,0.8273092369477911,0.8556149732620321
ssm,squat,100001,42,pressure,312,0.2403846153846154,0.2553037763742627,0.45800281293952183,0.2995918610406135,0.7670682730923695,0.7165775401069518
ssm,squat,100001,42,combined,312,0.2403846153846154,0.36254928481352783,0.6571589310829817,0.14555977966087194,0.8032128514056225,0.8235294117647058
ssm,squat,100001,7,confidence,312,0.23397435897435898,0.355098735576236,0.6995472000917062,0.11467813939407656,0.7871485943775101,0.8502673796791445
ssm,squat,100001,7,pressure,312,0.23397435897435898,0.4244438352298501,0.5629621138304579,0.22816309701611168,0.8072289156626506,0.7700534759358288
ssm,squat,100001,7,combined,312,0.23397435897435898,0.38018746325695735,0.5691522897919413,0.2051040377869269,0.8192771084337349,0.7914438502673797
ssm,squat,100101,123,confidence,216,0.2962962962962963,0.363669237048421,0.5084292763157895,0.30615101632092373,0.7383720930232558,0.7209302325581395
ssm,squat,100101,123,pressure,216,0.2962962962962963,0.3125026411328341,0.4557462993421053,0.34743302957492983,0.7267441860465116,0.6666666666666667
ssm,squat,100101,123,combined,216,0.2962962962962963,0.517393706822412,0.5165501644736842,0.374143385555456,0.7732558139534884,0.7286821705426356
ssm,squat,100101,42,confidence,216,0.2916666666666667,0.3682097712538157,0.5181035377113807,0.3358204514862502,0.7383720930232558,0.7364341085271318
ssm,squat,100101,42,pressure,216,0.2916666666666667,0.37651420901745475,0.5604834526403154,0.24533403497642162,0.7441860465116279,0.7674418604651163
ssm,squat,100101,42,combined,216,0.2916666666666667,0.5501951168882974,0.6282809420064321,0.25729593867257633,0.7790697674418605,0.7906976744186046
ssm,squat,100101,7,confidence,216,0.30092592592592593,0.3925082638078651,0.559551706571574,0.294645285294748,0.7383720930232558,0.7674418604651163
ssm,squat,100101,7,pressure,216,0.30092592592592593,0.34329802945191523,0.5204788588894549,0.26203749664431947,0.7093023255813953,0.7364341085271318
ssm,squat,100101,7,combined,216,0.30092592592592593,0.364325841049555,0.5848191543555783,0.24725018285284156,0.7209302325581395,0.7596899224806202
ssm,squat,101001,123,confidence,150,0.29333333333333333,0.35171146305647283,0.47512864493996565,0.4073825381522577,0.725,0.7444444444444445
ssm,squat,101001,123,pressure,150,0.29333333333333333,0.39892085009806605,0.3734991423670669,0.4639908333878874,0.7083333333333333,0.6444444444444444
ssm,squat,101001,123,combined,150,0.29333333333333333,0.44124718553682346,0.5070754716981132,0.3877710087808482,0.775,0.7555555555555555
ssm,squat,101001,42,confidence,150,0.31333333333333335,0.41288593523535166,0.5641396405701301,0.2602302230659159,0.7,0.7333333333333334
ssm,squat,101001,42,pressure,150,0.31333333333333335,0.36408109477258416,0.49328651105143567,0.3256524143068212,0.7083333333333333,0.7111111111111111
ssm,squat,101001,42,combined,150,0.31333333333333335,0.44204612824549466,0.5806651518281347,0.3164396927249791,0.75,0.7444444444444445
ssm,squat,101001,7,confidence,150,0.5266666666666666,0.5095528595264027,0.47138527366732036,0.4967389360496323,0.44999999999999996,0.43333333333333335
ssm,squat,101001,7,pressure,150,0.5266666666666666,0.6153604278133874,0.5256730254947406,0.5639393294772437,0.5,0.48888888888888893
ssm,squat,101001,7,combined,150,0.5266666666666666,0.6709927619830696,0.670529506150829,0.39867392317939526,0.5166666666666666,0.5666666666666667
tcn,deadlift,00000,123,confidence,345,0.45217391304347826,0.5587813278312491,0.6290191290191292,0.31102876035980265,0.5760869565217391,0.5942028985507246
tcn,deadlift,00000,123,pressure,345,0.45217391304347826,0.6283587937269479,0.599002849002849,0.41069455451727654,0.6485507246376812,0.5845410628019323
tcn,deadlift,00000,123,combined,345,0.45217391304347826,0.6002688103487155,0.6513363180029847,0.30118724595485097,0.6014492753623188,0.5942028985507246
tcn,deadlift,00000,42,confidence,345,0.4115942028985507,0.5436758389064078,0.6768889197252481,0.2563609832540337,0.6304347826086957,0.6956521739130435
tcn,deadlift,00000,42,pressure,345,0.4115942028985507,0.4771941300104846,0.5141885797543884,0.42524568872524215,0.644927536231884,0.5652173913043479
tcn,deadlift,00000,42,combined,345,0.4115942028985507,0.5071436528388334,0.6488239783528759,0.2668684778261139,0.6014492753623188,0.6618357487922706
tcn,deadlift,00000,7,confidence,345,0.4579710144927536,0.5298102746944428,0.6141948148649563,0.3264313236874066,0.5579710144927537,0.5700483091787439
tcn,deadlift,00000,7,pressure,345,0.4579710144927536,0.5461427785362161,0.5376193054897448,0.4419598873876288,0.6014492753623188,0.5217391304347826
tcn,deadlift,00000,7,combined,345,0.4579710144927536,0.5393455974275787,0.6316252623028499,0.3228107915066145,0.5471014492753623,0.5990338164251208
tcn,deadlift,00010,123,confidence,330,0.47878787878787876,0.5665047402663983,0.6416323226376215,0.3186837473275013,0.5,0.6666666666666667
tcn,deadlift,00010,123,pressure,330,0.47878787878787876,0.7952329418017368,0.826317338828378,0.20977301708723303,0.553030303030303,0.6666666666666667
tcn,deadlift,00010,123,combined,330,0.47878787878787876,0.7715122674562565,0.826317338828378,0.20977301708723303,0.553030303030303,0.6666666666666667
tcn,deadlift,00010,42,confidence,330,0.39090909090909093,0.47255266759345027,0.6159512514944656,0.27433084077376213,0.6401515151515151,0.6616161616161615
tcn,deadlift,00010,42,pressure,330,0.39090909090909093,0.6271384573966245,0.7243241158548345,0.22352457084169342,0.6515151515151515,0.7222222222222222
tcn,deadlift,00010,42,combined,330,0.39090909090909093,0.6796303183166031,0.7382081838867678,0.3077805774542227,0.7348484848484849,0.7474747474747474
tcn,deadlift,00010,7,confidence,330,0.3606060606060606,0.41350585688066216,0.5620295511569557,0.2864548910607224,0.6515151515151515,0.6515151515151515
tcn,deadlift,00010,7,pressure,330,0.3606060606060606,0.6658609859211156,0.7198414910988091,0.2385301240383405,0.6893939393939394,0.7626262626262627
tcn,deadlift,00010,7,combined,330,0.3606060606060606,0.6586455810868148,0.7244016089848262,0.21510429730943803,0.7007575757575757,0.7777777777777778
tcn,deadlift,00100,123,confidence,110,0.4090909090909091,0.48696387326627805,0.6082051282051282,0.29844720587603146,0.6136363636363636,0.6666666666666667
tcn,deadlift,00100,123,pressure,110,0.4090909090909091,0.6172881873789315,0.6988034188034189,0.31377359127827975,0.6931818181818181,0.696969696969697
tcn,deadlift,00100,123,combined,110,0.4090909090909091,0.7472462359980943,0.7535042735042735,0.24497964827530205,0.6931818181818181,0.7878787878787878
tcn,deadlift,00100,42,confidence,110,0.37272727272727274,0.501736874015014,0.616825733474726,0.2716757462735636,0.6704545454545454,0.6818181818181819
tcn,deadlift,00100,42,pressure,110,0.37272727272727274,0.4816336566015642,0.5650406504065041,0.35804686472255887,0.7045454545454546,0.6515151515151515
tcn,deadlift,00100,42,combined,110,0.37272727272727274,0.6603592751931224,0.6376811594202899,0.32637538573509134,0.7159090909090908,0.7121212121212122
tcn,deadlift,00100,7,confidence,110,0.5,0.5352361749474156,0.5431404958677686,0.39438450156523336,0.4772727272727273,0.4696969696969697
tcn,deadlift,00100,7,pressure,110,0.5,0.7821728435270755,0.7785123966942149,0.2981702387343894,0.6136363636363636,0.6515151515151515
tcn,deadlift,00100,7,combined,110,0.5,0.8273933638360444,0.8119008264462809,0.2994797273012361,0.6136363636363636,0.7272727272727273
tcn,deadlift,00110,123,confidence,165,0.28484848484848485,0.5071896408386207,0.6967183555715831,0.16687502260547418,0.7651515151515151,0.8383838383838383
tcn,deadlift,00110,123,pressure,165,0.28484848484848485,0.4707530431494596,0.6303642264695275,0.22386526397705142,0.7803030303030303,0.7777777777777778
tcn,deadlift,00110,123,combined,165,0.28484848484848485,0.5325660411066546,0.714749368914533,0.16278495263225848,0.7803030303030303,0.8484848484848485
tcn,deadlift,00110,42,confidence,165,0.2787878787878788,0.41168322787010103,0.6510778224333212,0.1955352652080665,0.7651515151515151,0.8080808080808081
tcn,deadlift,00110,42,pressure,165,0.2787878787878788,0.48506344913667565,0.6149981731823164,0.24701398062655788,0.7803030303030303,0.7676767676767677
tcn,deadlift,00110,42,combined,165,0.2787878787878788,0.4483211145410041,0.6812203142126415,0.17461424027396596,0.7878787878787878,0.8181818181818181
tcn,deadlift,00110,7,confidence,165,0.3393939393939394,0.3751570935353053,0.5407929226736566,0.3419409030539971,0.6742424242424243,0.6666666666666667
tcn,deadlift,00110,7,pressure,165,0.3393939393939394,0.747061371911447,0.8524737876802096,0.14661820298219613,0.7803030303030303,0.9090909090909091
tcn,deadlift,00110,7,combined,165,0.3393939393939394,0.7393620912242679,0.8320773263433814,0.1606925308795703,0.7803030303030303,0.9090909090909091
tcn,deadlift,11110,123,confidence,50,0.52,0.4662821670203581,0.4439102564102564,0.5023158813120807,0.42500000000000004,0.43333333333333335
tcn,deadlift,11110,123,pressure,50,0.52,0.4355060041768186,0.328525641025641,0.5686538339921149,0.375,0.33333333333333337
tcn,deadlift,11110,123,combined,50,0.52,0.43080493493435545,0.3733974358974359,0.5429892126065314,0.375,0.4
tcn,deadlift,11110,42,confidence,50,0.54,0.6144907400703518,0.6022544283413849,0.4021006053185636,0.475,0.5
tcn,deadlift,11110,42,pressure,50,0.54,0.49673886236216863,0.391304347826087,0.5380680469462642,0.35,0.3666666666666667
tcn,deadlift,11110,42,combined,50,0.54,0.5667501990596051,0.5024154589371981,0.5086993169044253,0.42500000000000004,0.4
tcn,deadlift,11110,7,confidence,50,0.58,0.6655424451327098,0.6108374384236454,0.41935674046763033,0.42500000000000004,0.3666666666666667
tcn,deadlift,11110,7,pressure,50,0.58,0.5211496217031607,0.4351395730706075,0.5685659469895016,0.32499999999999996,0.33333333333333337
tcn,deadlift,11110,7,combined,50,0.58,0.5547863175385065,0.47126436781609193,0.5273191397892188,0.375,0.33333333333333337
tcn,squat,000000,123,confidence,102,0.4117647058823529,0.4714239287294335,0.5595238095238095,0.31127996271406033,0.5925925925925926,0.5901639344262295
tcn,squat,000000,123,pressure,102,0.4117647058823529,0.6688758836868081,0.6023809523809524,0.34671012892480546,0.691358024691358,0.6229508196721312
tcn,squat,000000,123,combined,102,0.4117647058823529,0.6120380975040086,0.5896825396825397,0.46052839905637244,0.7037037037037037,0.6557377049180328
tcn,squat,000000,42,confidence,102,0.21568627450980393,0.2116226792490516,0.50625,0.16573887936794063,0.7777777777777778,0.7377049180327868
tcn,squat,000000,42,pressure,102,0.21568627450980393,0.19960370511841102,0.375,0.2732772182159043,0.7777777777777778,0.7049180327868853
tcn,squat,000000,42,combined,102,0.21568627450980393,0.26960833537802936,0.5636363636363636,0.1424463746214876,0.7530864197530864,0.7704918032786885
tcn,squat,000000,7,confidence,102,0.6666666666666666,0.6371725423947275,0.528114186851211,0.5336859900024602,0.28395061728395066,0.29508196721311475
tcn,squat,000000,7,pressure,102,0.6666666666666666,0.8007622744057835,0.6641435986159171,0.5866470600284279,0.41975308641975306,0.42622950819672134
tcn,squat,000000,7,combined,102,0.6666666666666666,0.6042764946608871,0.4948096885813149,0.5479952875439837,0.24691358024691357,0.2786885245901639
tcn,squat,000001,123,confidence,330,0.3242424242424242,0.42719506015194963,0.5995557604459159,0.24385004355900655,0.7159090909090908,0.7222222222222222
tcn,squat,000001,123,pressure,330,0.3242424242424242,0.5037786951161191,0.5980470223377058,0.33661521001848227,0.7045454545454546,0.7323232323232323
tcn,squat,000001,123,combined,330,0.3242424242424242,0.4289206729232958,0.6345920120699049,0.21577869503177796,0.6893939393939394,0.7474747474747474
tcn,squat,000001,42,confidence,330,0.3090909090909091,0.44288803523370496,0.662108703130375,0.1947748798008423,0.7159090909090908,0.7474747474747474
tcn,squat,000001,42,pressure,330,0.3090909090909091,0.6552324207685478,0.7507094943240455,0.1888460480756015,0.7651515151515151,0.8484848484848485
tcn,squat,000001,42,combined,330,0.3090909090909091,0.33000825526821015,0.5514275885792914,0.24860445322232946,0.696969696969697,0.702020202020202
tcn,squat,000001,7,confidence,330,0.36666666666666664,0.46400418779801433,0.5968998378741746,0.2595483106939773,0.6628787878787878,0.6565656565656566
tcn,squat,000001,7,pressure,330,0.36666666666666664,0.6212298901620346,0.7133140891296612,0.28503210056898437,0.696969696969697,0.7777777777777778
tcn,squat,000001,7,combined,330,0.36666666666666664,0.7180315119624041,0.7879710546087233,0.21069088308733022,0.7348484848484849,0.8484848484848485
tcn,squat,000101,123,confidence,132,0.3560606060606061,0.4473734366130477,0.5902377972465581,0.2772826512557018,0.6952380952380952,0.6708860759493671
tcn,squat,000101,123,pressure,132,0.3560606060606061,0.6278511514866741,0.7217772215269087,0.2590980528187125,0.7333333333333334,0.759493670886076
tcn,squat,000101,123,combined,132,0.3560606060606061,0.6557453258986754,0.7449311639549437,0.20162775871880834,0.7428571428571429,0.7848101265822784
tcn,squat,000101,42,confidence,132,0.2878787878787879,0.3637718591383544,0.5753079507278835,0.2772662316997048,0.7238095238095238,0.759493670886076
tcn,squat,000101,42,pressure,132,0.2878787878787879,0.3603664093715442,0.5823068309070548,0.281007919118651,0.7523809523809524,0.759493670886076
