model,exercise,target,seed,criterion,target_bit,accuracy,lop,global_opposing_support,global_matching_support,global_opposing_rate,target_cardinality,total_hamming1_support,is_hand_criterion
gru,cpr,0000000001100,123,9,1,0.5,22.0,906.0,181.0,0.8334866605335787,2.0,64.0,False
gru,cpr,0000000001100,123,10,1,0.5,42.0,977.0,110.0,0.8988040478380864,2.0,64.0,False
gru,cpr,0000000001100,123,11,0,1.0,0.0,91.0,996.0,0.08371665133394664,2.0,64.0,False
gru,cpr,0000000001100,123,12,0,0.5,0.0,96.0,991.0,0.08831646734130635,2.0,64.0,False
gru,cpr,0000000001100,42,0,0,1.0,0.0,185.0,902.0,0.1701931922723091,2.0,64.0,True
gru,cpr,0000000001100,42,1,0,1.0,0.0,90.0,997.0,0.0827966881324747,2.0,64.0,True
gru,cpr,0000000001100,42,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,64.0,True
gru,cpr,0000000001100,42,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,64.0,False
gru,cpr,0000000001100,42,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,64.0,False
gru,cpr,0000000001100,42,5,0,0.8,0.0,128.0,959.0,0.11775528978840846,2.0,64.0,False
gru,cpr,0000000001100,42,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,64.0,False
gru,cpr,0000000001100,42,7,0,1.0,0.0,164.0,923.0,0.15087396504139836,2.0,64.0,False
gru,cpr,0000000001100,42,8,0,1.0,0.0,165.0,922.0,0.15179392824287027,2.0,64.0,False
gru,cpr,0000000001100,42,9,1,0.8,22.0,906.0,181.0,0.8334866605335787,2.0,64.0,False
gru,cpr,0000000001100,42,10,1,0.6,42.0,977.0,110.0,0.8988040478380864,2.0,64.0,False
gru,cpr,0000000001100,42,11,0,0.0,0.0,91.0,996.0,0.08371665133394664,2.0,64.0,False
gru,cpr,0000000001100,42,12,0,0.8,0.0,96.0,991.0,0.08831646734130635,2.0,64.0,False
gru,cpr,0000000001100,7,0,0,1.0,0.0,185.0,902.0,0.1701931922723091,2.0,64.0,True
gru,cpr,0000000001100,7,1,0,0.8,0.0,90.0,997.0,0.0827966881324747,2.0,64.0,True
gru,cpr,0000000001100,7,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,64.0,True
gru,cpr,0000000001100,7,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,64.0,False
gru,cpr,0000000001100,7,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,64.0,False
gru,cpr,0000000001100,7,5,0,1.0,0.0,128.0,959.0,0.11775528978840846,2.0,64.0,False
gru,cpr,0000000001100,7,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,64.0,False
gru,cpr,0000000001100,7,7,0,1.0,0.0,164.0,923.0,0.15087396504139836,2.0,64.0,False
gru,cpr,0000000001100,7,8,0,1.0,0.0,165.0,922.0,0.15179392824287027,2.0,64.0,False
gru,cpr,0000000001100,7,9,1,1.0,22.0,906.0,181.0,0.8334866605335787,2.0,64.0,False
gru,cpr,0000000001100,7,10,1,1.0,42.0,977.0,110.0,0.8988040478380864,2.0,64.0,False
gru,cpr,0000000001100,7,11,0,0.2,0.0,91.0,996.0,0.08371665133394664,2.0,64.0,False
gru,cpr,0000000001100,7,12,0,1.0,0.0,96.0,991.0,0.08831646734130635,2.0,64.0,False
gru,cpr,0000000010000,123,0,0,0.75,12.0,214.0,875.0,0.19651056014692378,1.0,146.0,True
gru,cpr,0000000010000,123,1,0,1.0,12.0,87.0,1002.0,0.07988980716253444,1.0,146.0,True
gru,cpr,0000000010000,123,2,0,0.95,5.0,74.0,1015.0,0.06795224977043159,1.0,146.0,True
gru,cpr,0000000010000,123,3,0,0.9,12.0,169.0,920.0,0.155188246097337,1.0,146.0,False
gru,cpr,0000000010000,123,4,0,1.0,12.0,155.0,934.0,0.1423324150596878,1.0,146.0,False
gru,cpr,0000000010000,123,5,0,1.0,12.0,176.0,913.0,0.16161616161616163,1.0,146.0,False
gru,cpr,0000000010000,123,6,0,1.0,10.0,158.0,931.0,0.14508723599632692,1.0,146.0,False
gru,cpr,0000000010000,123,7,0,1.0,12.0,154.0,935.0,0.1414141414141414,1.0,146.0,False
gru,cpr,0000000010000,123,8,1,1.0,42.0,953.0,136.0,0.8751147842056933,1.0,146.0,False
gru,cpr,0000000010000,123,9,0,0.8,10.0,181.0,908.0,0.16620752984389348,1.0,146.0,False
gru,cpr,0000000010000,123,10,0,0.9,7.0,120.0,969.0,0.11019283746556474,1.0,146.0,False
gru,cpr,0000000010000,123,11,0,1.0,0.0,97.0,992.0,0.08907254361799816,1.0,146.0,False
gru,cpr,0000000010000,123,12,0,0.55,0.0,107.0,982.0,0.09825528007346189,1.0,146.0,False
gru,cpr,0000000010000,42,0,0,0.5,12.0,214.0,875.0,0.19651056014692378,1.0,146.0,True
gru,cpr,0000000010000,42,1,0,0.0,12.0,87.0,1002.0,0.07988980716253444,1.0,146.0,True
gru,cpr,0000000010000,42,2,0,1.0,5.0,74.0,1015.0,0.06795224977043159,1.0,146.0,True
gru,cpr,0000000010000,42,3,0,1.0,12.0,169.0,920.0,0.155188246097337,1.0,146.0,False
gru,cpr,0000000010000,42,4,0,1.0,12.0,155.0,934.0,0.1423324150596878,1.0,146.0,False
gru,cpr,0000000010000,42,5,0,1.0,12.0,176.0,913.0,0.16161616161616163,1.0,146.0,False
gru,cpr,0000000010000,42,6,0,1.0,10.0,158.0,931.0,0.14508723599632692,1.0,146.0,False
gru,cpr,0000000010000,42,7,0,1.0,12.0,154.0,935.0,0.1414141414141414,1.0,146.0,False
gru,cpr,0000000010000,42,8,1,0.0,42.0,953.0,136.0,0.8751147842056933,1.0,146.0,False
gru,cpr,0000000010000,42,9,0,0.0,10.0,181.0,908.0,0.16620752984389348,1.0,146.0,False
gru,cpr,0000000010000,42,10,0,0.0,7.0,120.0,969.0,0.11019283746556474,1.0,146.0,False
gru,cpr,0000000010000,42,11,0,0.0,0.0,97.0,992.0,0.08907254361799816,1.0,146.0,False
gru,cpr,0000000010000,42,12,0,0.5,0.0,107.0,982.0,0.09825528007346189,1.0,146.0,False
gru,cpr,0000000010000,7,0,0,1.0,12.0,214.0,875.0,0.19651056014692378,1.0,146.0,True
gru,cpr,0000000010000,7,1,0,1.0,12.0,87.0,1002.0,0.07988980716253444,1.0,146.0,True
gru,cpr,0000000010000,7,2,0,1.0,5.0,74.0,1015.0,0.06795224977043159,1.0,146.0,True
gru,cpr,0000000010000,7,3,0,1.0,12.0,169.0,920.0,0.155188246097337,1.0,146.0,False
gru,cpr,0000000010000,7,4,0,1.0,12.0,155.0,934.0,0.1423324150596878,1.0,146.0,False
gru,cpr,0000000010000,7,5,0,1.0,12.0,176.0,913.0,0.16161616161616163,1.0,146.0,False
gru,cpr,0000000010000,7,6,0,1.0,10.0,158.0,931.0,0.14508723599632692,1.0,146.0,False
gru,cpr,0000000010000,7,7,0,1.0,12.0,154.0,935.0,0.1414141414141414,1.0,146.0,False
gru,cpr,0000000010000,7,8,1,0.95,42.0,953.0,136.0,0.8751147842056933,1.0,146.0,False
gru,cpr,0000000010000,7,9,0,1.0,10.0,181.0,908.0,0.16620752984389348,1.0,146.0,False
gru,cpr,0000000010000,7,10,0,1.0,7.0,120.0,969.0,0.11019283746556474,1.0,146.0,False
gru,cpr,0000000010000,7,11,0,1.0,0.0,97.0,992.0,0.08907254361799816,1.0,146.0,False
gru,cpr,0000000010000,7,12,0,0.55,0.0,107.0,982.0,0.09825528007346189,1.0,146.0,False
gru,cpr,0000000010100,123,0,0,1.0,0.0,185.0,902.0,0.1701931922723091,2.0,64.0,True
gru,cpr,0000000010100,123,1,0,0.8,0.0,90.0,997.0,0.0827966881324747,2.0,64.0,True
gru,cpr,0000000010100,123,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,64.0,True
gru,cpr,0000000010100,123,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,64.0,False
gru,cpr,0000000010100,123,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,64.0,False
gru,cpr,0000000010100,123,5,0,0.6,0.0,128.0,959.0,0.11775528978840846,2.0,64.0,False
gru,cpr,0000000010100,123,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,64.0,False
gru,cpr,0000000010100,123,7,0,1.0,0.0,164.0,923.0,0.15087396504139836,2.0,64.0,False
gru,cpr,0000000010100,123,8,1,0.6,22.0,929.0,158.0,0.8546458141674333,2.0,64.0,False
gru,cpr,0000000010100,123,9,0,0.0,0.0,188.0,899.0,0.17295308187672492,2.0,64.0,False
gru,cpr,0000000010100,123,10,1,0.4,42.0,977.0,110.0,0.8988040478380864,2.0,64.0,False
gru,cpr,0000000010100,123,11,0,0.8,0.0,91.0,996.0,0.08371665133394664,2.0,64.0,False
gru,cpr,0000000010100,123,12,0,0.6,0.0,96.0,991.0,0.08831646734130635,2.0,64.0,False
gru,cpr,0000000010100,42,0,0,1.0,0.0,185.0,902.0,0.1701931922723091,2.0,64.0,True
gru,cpr,0000000010100,42,1,0,0.8,0.0,90.0,997.0,0.0827966881324747,2.0,64.0,True
gru,cpr,0000000010100,42,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,64.0,True
gru,cpr,0000000010100,42,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,64.0,False
gru,cpr,0000000010100,42,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,64.0,False
gru,cpr,0000000010100,42,5,0,1.0,0.0,128.0,959.0,0.11775528978840846,2.0,64.0,False
gru,cpr,0000000010100,42,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,64.0,False
gru,cpr,0000000010100,42,7,0,1.0,0.0,164.0,923.0,0.15087396504139836,2.0,64.0,False
gru,cpr,0000000010100,42,8,1,1.0,22.0,929.0,158.0,0.8546458141674333,2.0,64.0,False
gru,cpr,0000000010100,42,9,0,0.2,0.0,188.0,899.0,0.17295308187672492,2.0,64.0,False
gru,cpr,0000000010100,42,10,1,0.2,42.0,977.0,110.0,0.8988040478380864,2.0,64.0,False
gru,cpr,0000000010100,42,11,0,1.0,0.0,91.0,996.0,0.08371665133394664,2.0,64.0,False
gru,cpr,0000000010100,42,12,0,1.0,0.0,96.0,991.0,0.08831646734130635,2.0,64.0,False
gru,cpr,0000000010100,7,0,0,1.0,0.0,185.0,902.0,0.1701931922723091,2.0,64.0,True
gru,cpr,0000000010100,7,1,0,1.0,0.0,90.0,997.0,0.0827966881324747,2.0,64.0,True
gru,cpr,0000000010100,7,2,0,0.0,0.0,98.0,989.0,0.09015639374425023,2.0,64.0,True
gru,cpr,0000000010100,7,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,64.0,False
gru,cpr,0000000010100,7,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,64.0,False
gru,cpr,0000000010100,7,5,0,0.5,0.0,128.0,959.0,0.11775528978840846,2.0,64.0,False
gru,cpr,0000000010100,7,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,64.0,False
gru,cpr,0000000010100,7,7,0,1.0,0.0,164.0,923.0,0.15087396504139836,2.0,64.0,False
gru,cpr,0000000010100,7,8,1,1.0,22.0,929.0,158.0,0.8546458141674333,2.0,64.0,False
gru,cpr,0000000010100,7,9,0,0.0,0.0,188.0,899.0,0.17295308187672492,2.0,64.0,False
gru,cpr,0000000010100,7,10,1,0.5,42.0,977.0,110.0,0.8988040478380864,2.0,64.0,False
gru,cpr,0000000010100,7,11,0,1.0,0.0,91.0,996.0,0.08371665133394664,2.0,64.0,False
gru,cpr,0000000010100,7,12,0,1.0,0.0,96.0,991.0,0.08831646734130635,2.0,64.0,False
gru,cpr,0000000011000,123,0,0,1.0,0.0,185.0,902.0,0.1701931922723091,2.0,84.0,True
gru,cpr,0000000011000,123,1,0,1.0,0.0,90.0,997.0,0.0827966881324747,2.0,84.0,True
gru,cpr,0000000011000,123,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,84.0,True
gru,cpr,0000000011000,123,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,84.0,False
gru,cpr,0000000011000,123,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,84.0,False
gru,cpr,0000000011000,123,5,0,1.0,0.0,128.0,959.0,0.11775528978840846,2.0,84.0,False
gru,cpr,0000000011000,123,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,84.0,False
gru,cpr,0000000011000,123,7,0,1.0,0.0,164.0,923.0,0.15087396504139836,2.0,84.0,False
gru,cpr,0000000011000,123,8,1,1.0,42.0,929.0,158.0,0.8546458141674333,2.0,84.0,False
gru,cpr,0000000011000,123,9,1,0.5,42.0,911.0,176.0,0.8380864765409384,2.0,84.0,False
gru,cpr,0000000011000,123,10,0,0.0,0.0,122.0,965.0,0.11223551057957681,2.0,84.0,False
gru,cpr,0000000011000,123,11,0,1.0,0.0,91.0,996.0,0.08371665133394664,2.0,84.0,False
gru,cpr,0000000011000,123,12,0,1.0,0.0,96.0,991.0,0.08831646734130635,2.0,84.0,False
gru,cpr,0000000011000,42,0,0,0.6,0.0,185.0,902.0,0.1701931922723091,2.0,84.0,True
gru,cpr,0000000011000,42,1,0,0.6,0.0,90.0,997.0,0.0827966881324747,2.0,84.0,True
gru,cpr,0000000011000,42,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,84.0,True
gru,cpr,0000000011000,42,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,84.0,False
gru,cpr,0000000011000,42,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,84.0,False
gru,cpr,0000000011000,42,5,0,1.0,0.0,128.0,959.0,0.11775528978840846,2.0,84.0,False
gru,cpr,0000000011000,42,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,84.0,False
gru,cpr,0000000011000,42,7,0,1.0,0.0,164.0,923.0,0.15087396504139836,2.0,84.0,False
gru,cpr,0000000011000,42,8,1,1.0,42.0,929.0,158.0,0.8546458141674333,2.0,84.0,False
gru,cpr,0000000011000,42,9,1,0.0,42.0,911.0,176.0,0.8380864765409384,2.0,84.0,False
gru,cpr,0000000011000,42,10,0,0.4,0.0,122.0,965.0,0.11223551057957681,2.0,84.0,False
gru,cpr,0000000011000,42,11,0,1.0,0.0,91.0,996.0,0.08371665133394664,2.0,84.0,False
gru,cpr,0000000011000,42,12,0,1.0,0.0,96.0,991.0,0.08831646734130635,2.0,84.0,False
gru,cpr,0000000011000,7,0,0,1.0,0.0,185.0,902.0,0.1701931922723091,2.0,84.0,True
gru,cpr,0000000011000,7,1,0,0.4,0.0,90.0,997.0,0.0827966881324747,2.0,84.0,True
gru,cpr,0000000011000,7,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,84.0,True
gru,cpr,0000000011000,7,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,84.0,False
gru,cpr,0000000011000,7,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,84.0,False
gru,cpr,0000000011000,7,5,0,1.0,0.0,128.0,959.0,0.11775528978840846,2.0,84.0,False
gru,cpr,0000000011000,7,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,84.0,False
gru,cpr,0000000011000,7,7,0,1.0,0.0,164.0,923.0,0.15087396504139836,2.0,84.0,False
gru,cpr,0000000011000,7,8,1,1.0,42.0,929.0,158.0,0.8546458141674333,2.0,84.0,False
gru,cpr,0000000011000,7,9,1,0.0,42.0,911.0,176.0,0.8380864765409384,2.0,84.0,False
gru,cpr,0000000011000,7,10,0,1.0,0.0,122.0,965.0,0.11223551057957681,2.0,84.0,False
gru,cpr,0000000011000,7,11,0,1.0,0.0,91.0,996.0,0.08371665133394664,2.0,84.0,False
gru,cpr,0000000011000,7,12,0,1.0,0.0,96.0,991.0,0.08831646734130635,2.0,84.0,False
gru,cpr,0000000100000,123,0,0,0.35,12.0,214.0,875.0,0.19651056014692378,1.0,150.0,True
gru,cpr,0000000100000,123,1,0,0.95,5.0,87.0,1002.0,0.07988980716253444,1.0,150.0,True
gru,cpr,0000000100000,123,2,0,1.0,12.0,74.0,1015.0,0.06795224977043159,1.0,150.0,True
gru,cpr,0000000100000,123,3,0,0.85,10.0,169.0,920.0,0.155188246097337,1.0,150.0,False
gru,cpr,0000000100000,123,4,0,1.0,12.0,155.0,934.0,0.1423324150596878,1.0,150.0,False
gru,cpr,0000000100000,123,5,0,1.0,12.0,176.0,913.0,0.16161616161616163,1.0,150.0,False
gru,cpr,0000000100000,123,6,0,1.0,0.0,158.0,931.0,0.14508723599632692,1.0,150.0,False
gru,cpr,0000000100000,123,7,1,1.0,42.0,957.0,132.0,0.8787878787878788,1.0,150.0,False
gru,cpr,0000000100000,123,8,0,1.0,12.0,158.0,931.0,0.14508723599632692,1.0,150.0,False
gru,cpr,0000000100000,123,9,0,0.6,12.0,181.0,908.0,0.16620752984389348,1.0,150.0,False
gru,cpr,0000000100000,123,10,0,0.95,12.0,120.0,969.0,0.11019283746556474,1.0,150.0,False
gru,cpr,0000000100000,123,11,0,0.45,7.0,97.0,992.0,0.08907254361799816,1.0,150.0,False
gru,cpr,0000000100000,123,12,0,1.0,2.0,107.0,982.0,0.09825528007346189,1.0,150.0,False
gru,cpr,0000000100000,42,0,0,0.85,12.0,214.0,875.0,0.19651056014692378,1.0,150.0,True
gru,cpr,0000000100000,42,1,0,1.0,5.0,87.0,1002.0,0.07988980716253444,1.0,150.0,True
gru,cpr,0000000100000,42,2,0,1.0,12.0,74.0,1015.0,0.06795224977043159,1.0,150.0,True
gru,cpr,0000000100000,42,3,0,0.6,10.0,169.0,920.0,0.155188246097337,1.0,150.0,False
gru,cpr,0000000100000,42,4,0,1.0,12.0,155.0,934.0,0.1423324150596878,1.0,150.0,False
gru,cpr,0000000100000,42,5,0,0.65,12.0,176.0,913.0,0.16161616161616163,1.0,150.0,False
gru,cpr,0000000100000,42,6,0,1.0,0.0,158.0,931.0,0.14508723599632692,1.0,150.0,False
gru,cpr,0000000100000,42,7,1,1.0,42.0,957.0,132.0,0.8787878787878788,1.0,150.0,False
gru,cpr,0000000100000,42,8,0,1.0,12.0,158.0,931.0,0.14508723599632692,1.0,150.0,False
gru,cpr,0000000100000,42,9,0,0.5,12.0,181.0,908.0,0.16620752984389348,1.0,150.0,False
gru,cpr,0000000100000,42,10,0,1.0,12.0,120.0,969.0,0.11019283746556474,1.0,150.0,False
gru,cpr,0000000100000,42,11,0,0.85,7.0,97.0,992.0,0.08907254361799816,1.0,150.0,False
gru,cpr,0000000100000,42,12,0,1.0,2.0,107.0,982.0,0.09825528007346189,1.0,150.0,False
gru,cpr,0000000100000,7,0,0,0.0,12.0,214.0,875.0,0.19651056014692378,1.0,150.0,True
gru,cpr,0000000100000,7,1,0,1.0,5.0,87.0,1002.0,0.07988980716253444,1.0,150.0,True
gru,cpr,0000000100000,7,2,0,1.0,12.0,74.0,1015.0,0.06795224977043159,1.0,150.0,True
gru,cpr,0000000100000,7,3,0,1.0,10.0,169.0,920.0,0.155188246097337,1.0,150.0,False
gru,cpr,0000000100000,7,4,0,1.0,12.0,155.0,934.0,0.1423324150596878,1.0,150.0,False
gru,cpr,0000000100000,7,5,0,0.5,12.0,176.0,913.0,0.16161616161616163,1.0,150.0,False
gru,cpr,0000000100000,7,6,0,1.0,0.0,158.0,931.0,0.14508723599632692,1.0,150.0,False
gru,cpr,0000000100000,7,7,1,1.0,42.0,957.0,132.0,0.8787878787878788,1.0,150.0,False
gru,cpr,0000000100000,7,8,0,1.0,12.0,158.0,931.0,0.14508723599632692,1.0,150.0,False
gru,cpr,0000000100000,7,9,0,0.0,12.0,181.0,908.0,0.16620752984389348,1.0,150.0,False
gru,cpr,0000000100000,7,10,0,1.0,12.0,120.0,969.0,0.11019283746556474,1.0,150.0,False
gru,cpr,0000000100000,7,11,0,0.5,7.0,97.0,992.0,0.08907254361799816,1.0,150.0,False
gru,cpr,0000000100000,7,12,0,1.0,2.0,107.0,982.0,0.09825528007346189,1.0,150.0,False
gru,cpr,0000000100001,123,0,0,1.0,0.0,185.0,902.0,0.1701931922723091,2.0,62.0,True
gru,cpr,0000000100001,123,1,0,1.0,0.0,90.0,997.0,0.0827966881324747,2.0,62.0,True
gru,cpr,0000000100001,123,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,62.0,True
gru,cpr,0000000100001,123,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,62.0,False
gru,cpr,0000000100001,123,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,62.0,False
gru,cpr,0000000100001,123,5,0,0.0,0.0,128.0,959.0,0.11775528978840846,2.0,62.0,False
gru,cpr,0000000100001,123,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,62.0,False
gru,cpr,0000000100001,123,7,1,1.0,22.0,930.0,157.0,0.8555657773689053,2.0,62.0,False
gru,cpr,0000000100001,123,8,0,1.0,0.0,165.0,922.0,0.15179392824287027,2.0,62.0,False
gru,cpr,0000000100001,123,9,0,0.0,0.0,183.0,904.0,0.16835326586936522,2.0,62.0,False
gru,cpr,0000000100001,123,10,0,0.5,0.0,122.0,965.0,0.11223551057957681,2.0,62.0,False
gru,cpr,0000000100001,123,11,0,0.5,0.0,91.0,996.0,0.08371665133394664,2.0,62.0,False
gru,cpr,0000000100001,123,12,1,0.0,40.0,998.0,89.0,0.9181232750689973,2.0,62.0,False
gru,cpr,0000000100001,42,0,0,1.0,0.0,185.0,902.0,0.1701931922723091,2.0,62.0,True
gru,cpr,0000000100001,42,1,0,0.4,0.0,90.0,997.0,0.0827966881324747,2.0,62.0,True
gru,cpr,0000000100001,42,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,62.0,True
gru,cpr,0000000100001,42,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,62.0,False
gru,cpr,0000000100001,42,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,62.0,False
gru,cpr,0000000100001,42,5,0,0.8,0.0,128.0,959.0,0.11775528978840846,2.0,62.0,False
gru,cpr,0000000100001,42,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,62.0,False
gru,cpr,0000000100001,42,7,1,1.0,22.0,930.0,157.0,0.8555657773689053,2.0,62.0,False
gru,cpr,0000000100001,42,8,0,1.0,0.0,165.0,922.0,0.15179392824287027,2.0,62.0,False
gru,cpr,0000000100001,42,9,0,0.6,0.0,183.0,904.0,0.16835326586936522,2.0,62.0,False
gru,cpr,0000000100001,42,10,0,1.0,0.0,122.0,965.0,0.11223551057957681,2.0,62.0,False
gru,cpr,0000000100001,42,11,0,0.2,0.0,91.0,996.0,0.08371665133394664,2.0,62.0,False
gru,cpr,0000000100001,42,12,1,0.0,40.0,998.0,89.0,0.9181232750689973,2.0,62.0,False
gru,cpr,0000000100001,7,0,0,1.0,0.0,185.0,902.0,0.1701931922723091,2.0,62.0,True
gru,cpr,0000000100001,7,1,0,0.6,0.0,90.0,997.0,0.0827966881324747,2.0,62.0,True
gru,cpr,0000000100001,7,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,62.0,True
gru,cpr,0000000100001,7,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,62.0,False
gru,cpr,0000000100001,7,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,62.0,False
gru,cpr,0000000100001,7,5,0,0.6,0.0,128.0,959.0,0.11775528978840846,2.0,62.0,False
gru,cpr,0000000100001,7,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,62.0,False
gru,cpr,0000000100001,7,7,1,1.0,22.0,930.0,157.0,0.8555657773689053,2.0,62.0,False
gru,cpr,0000000100001,7,8,0,1.0,0.0,165.0,922.0,0.15179392824287027,2.0,62.0,False
gru,cpr,0000000100001,7,9,0,1.0,0.0,183.0,904.0,0.16835326586936522,2.0,62.0,False
gru,cpr,0000000100001,7,10,0,1.0,0.0,122.0,965.0,0.11223551057957681,2.0,62.0,False
gru,cpr,0000000100001,7,11,0,0.8,0.0,91.0,996.0,0.08371665133394664,2.0,62.0,False
gru,cpr,0000000100001,7,12,1,0.0,40.0,998.0,89.0,0.9181232750689973,2.0,62.0,False
gru,cpr,0000000100010,123,0,0,0.0,8.0,185.0,902.0,0.1701931922723091,2.0,68.0,True
gru,cpr,0000000100010,123,1,0,0.8,0.0,90.0,997.0,0.0827966881324747,2.0,68.0,True
gru,cpr,0000000100010,123,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,68.0,True
gru,cpr,0000000100010,123,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,68.0,False
gru,cpr,0000000100010,123,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,68.0,False
gru,cpr,0000000100010,123,5,0,0.6,0.0,128.0,959.0,0.11775528978840846,2.0,68.0,False
gru,cpr,0000000100010,123,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,68.0,False
gru,cpr,0000000100010,123,7,1,1.0,20.0,930.0,157.0,0.8555657773689053,2.0,68.0,False
gru,cpr,0000000100010,123,8,0,1.0,0.0,165.0,922.0,0.15179392824287027,2.0,68.0,False
gru,cpr,0000000100010,123,9,0,0.8,0.0,183.0,904.0,0.16835326586936522,2.0,68.0,False
gru,cpr,0000000100010,123,10,0,1.0,0.0,122.0,965.0,0.11223551057957681,2.0,68.0,False
gru,cpr,0000000100010,123,11,1,0.0,40.0,1008.0,79.0,0.9273229070837167,2.0,68.0,False
gru,cpr,0000000100010,123,12,0,0.8,0.0,101.0,986.0,0.09291628334866606,2.0,68.0,False
gru,cpr,0000000100010,42,0,0,1.0,8.0,185.0,902.0,0.1701931922723091,2.0,68.0,True
gru,cpr,0000000100010,42,1,0,1.0,0.0,90.0,997.0,0.0827966881324747,2.0,68.0,True
gru,cpr,0000000100010,42,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,68.0,True
gru,cpr,0000000100010,42,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,68.0,False
gru,cpr,0000000100010,42,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,68.0,False
gru,cpr,0000000100010,42,5,0,1.0,0.0,128.0,959.0,0.11775528978840846,2.0,68.0,False
gru,cpr,0000000100010,42,6,0,1.0,0.0,143.0,944.0,0.13155473781048757,2.0,68.0,False
gru,cpr,0000000100010,42,7,1,1.0,20.0,930.0,157.0,0.8555657773689053,2.0,68.0,False
gru,cpr,0000000100010,42,8,0,1.0,0.0,165.0,922.0,0.15179392824287027,2.0,68.0,False
gru,cpr,0000000100010,42,9,0,0.0,0.0,183.0,904.0,0.16835326586936522,2.0,68.0,False
gru,cpr,0000000100010,42,10,0,1.0,0.0,122.0,965.0,0.11223551057957681,2.0,68.0,False
gru,cpr,0000000100010,42,11,1,0.0,40.0,1008.0,79.0,0.9273229070837167,2.0,68.0,False
gru,cpr,0000000100010,42,12,0,0.0,0.0,101.0,986.0,0.09291628334866606,2.0,68.0,False
gru,cpr,0000000100010,7,0,0,0.8,8.0,185.0,902.0,0.1701931922723091,2.0,68.0,True
gru,cpr,0000000100010,7,1,0,1.0,0.0,90.0,997.0,0.0827966881324747,2.0,68.0,True
gru,cpr,0000000100010,7,2,0,1.0,0.0,98.0,989.0,0.09015639374425023,2.0,68.0,True
gru,cpr,0000000100010,7,3,0,1.0,0.0,171.0,916.0,0.15731370745170192,2.0,68.0,False
gru,cpr,0000000100010,7,4,0,1.0,0.0,146.0,941.0,0.1343146274149034,2.0,68.0,False
gru,cpr,0000000100010,7,5,0,1.0,0.0,128.0,959.0,0.11775528978840846,2.0,68.0,False
