checkpoint,model,exercise,target,seed,criterion,criterion_name,target_bit,perturbation,n_test,n_mapped_joints,context_pressure,baseline_accuracy,baseline_correct_confidence,mapped_confidence_drop,random_confidence_drop,relative_evidence_sensitivity,random_drop_sd,mapped_spillover,split_offset
results/context_evidence/v2/checkpoints\fact_squat_101001_s42.pt,fact,squat,101001,42,5,Hips are lower than knees level (1 point) L,1,zero,25,6,0,0.76,0.6261610984802246,0.053115833550691605,-0.00429878244176507,0.057414617389440536,0.05121975764632225,0.13354535400867462,14
results/context_evidence/v2/checkpoints\fact_squat_101001_s42.pt,fact,squat,101001,42,5,Hips are lower than knees level (1 point) L,1,temporal_mean,25,6,0,0.76,0.6261610984802246,-0.13683664798736572,-0.03457384556531906,-0.10226280242204666,0.03927181288599968,0.09167724847793579,14
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,0,Feet Out 30 F,1,zero,25,10,5,0.8,0.7987819910049438,-0.1644730120897293,0.02616000920534134,-0.19063302874565125,0.10551102459430695,0.0,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,0,Feet Out 30 F,1,temporal_mean,25,10,5,0.8,0.7987819910049438,0.4514155983924866,0.08263423293828964,0.36878135800361633,0.07889676094055176,0.0,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,1,Whole Feet Flat On the Floor (1) L,0,zero,25,8,0,0.64,0.6152565479278564,-0.2768341898918152,0.05223086103796959,-0.3290650546550751,0.16646255552768707,0.13442037999629974,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,25,8,0,0.64,0.6152565479278564,-0.057740822434425354,0.003884983016178012,-0.061625804752111435,0.0505751371383667,0.07460609078407288,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,2,Bend Hips and Knees Simultaniously (1) L,1,zero,25,8,47,0.24,0.2423839420080185,0.22031505405902863,-0.013117457740008831,0.23343251645565033,0.14363786578178406,0.11801944673061371,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,2,Bend Hips and Knees Simultaniously (1) L,1,temporal_mean,25,8,47,0.24,0.2423839420080185,-0.001737848506309092,-0.027614908292889595,0.025877060368657112,0.05337038263678551,0.08351971954107285,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,3,Hips backwards (1) L,0,zero,25,8,0,0.96,0.7710857391357422,-0.14493383467197418,0.1331956833600998,-0.278129518032074,0.18669520318508148,0.13181491196155548,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,3,Hips backwards (1) L,0,temporal_mean,25,8,0,0.96,0.7710857391357422,-0.02737385220825672,0.006234274245798588,-0.033608127385377884,0.053196098655462265,0.07073796540498734,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,4,Lower back neural (1) L,0,zero,25,6,0,0.92,0.8166962265968323,-0.09670104831457138,0.0314762219786644,-0.12817727029323578,0.0905013456940651,0.12083274126052856,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,4,Lower back neural (1) L,0,temporal_mean,25,6,0,0.92,0.8166962265968323,-0.01885683462023735,-0.018667135387659073,-0.0001896992325782776,0.018754735589027405,0.06551185250282288,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,5,Hips are lower than knees level (1 point) L,1,zero,25,6,0,0.72,0.6836992502212524,-0.14636516571044922,0.030153794214129448,-0.17651896178722382,0.10954007506370544,0.12752583622932434,25
results/context_evidence/v2/checkpoints\fact_squat_101001_s7.pt,fact,squat,101001,7,5,Hips are lower than knees level (1 point) L,1,temporal_mean,25,6,0,0.72,0.6836992502212524,-0.03492847830057144,-0.02825663983821869,-0.006671838462352753,0.027216829359531403,0.0620819628238678,25
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s123.pt,tcn,deadlift,00000,123,0,Balance (0.5 point) F,0,zero,69,12,0,0.6231884057971014,0.6330798864364624,-0.06493017077445984,-0.05989401042461395,-0.005036160349845886,0.1039186641573906,0.1557256579399109,80
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s123.pt,tcn,deadlift,00000,123,0,Balance (0.5 point) F,0,temporal_mean,69,12,0,0.6231884057971014,0.6330798864364624,0.1200491189956665,0.08990085870027542,0.030148260295391083,0.020945638418197632,0.12423964589834213,80
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s123.pt,tcn,deadlift,00000,123,1,Straight back (0.5) L,0,zero,69,6,0,0.5797101449275363,0.5992923378944397,0.013024047017097473,0.013449245132505894,-0.00042519811540842056,0.025462845340371132,0.013354841619729996,80
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s123.pt,tcn,deadlift,00000,123,1,Straight back (0.5) L,0,temporal_mean,69,6,0,0.5797101449275363,0.5992923378944397,-0.003821038641035557,0.001845838618464768,-0.005666877143085003,0.004436776507645845,0.0055754296481609344,80
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s123.pt,tcn,deadlift,00000,123,2,Full back leg extended (0.5 point) L,0,zero,69,6,15,0.37681159420289856,0.4231160879135132,0.0059420205652713776,-0.01116341631859541,0.01710543781518936,0.02007453888654709,0.02271842211484909,80
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s123.pt,tcn,deadlift,00000,123,2,Full back leg extended (0.5 point) L,0,temporal_mean,69,6,15,0.37681159420289856,0.4231160879135132,0.003173925681039691,-0.0004877584578935057,0.003661684226244688,0.0026509335730224848,0.009380370378494263,80
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s123.pt,tcn,deadlift,00000,123,3,Slow reverse movement (0.5 point) L,0,zero,69,8,45,0.4782608695652174,0.4734380841255188,-0.021708136424422264,-0.0073125832714140415,-0.01439555361866951,0.021492885425686836,0.02252030372619629,80
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s123.pt,tcn,deadlift,00000,123,3,Slow reverse movement (0.5 point) L,0,temporal_mean,69,8,45,0.4782608695652174,0.4734380841255188,-0.007712220773100853,-0.00525070121511817,-0.002461519557982683,0.0033147516660392284,0.009600178338587284,80
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s123.pt,tcn,deadlift,00000,123,4,Support knee bend 15-20° (0.5 point) L,0,zero,69,6,0,0.6811594202898551,0.6603720784187317,0.023813065141439438,0.005533663555979729,0.01827940158545971,0.036971576511859894,0.018867406994104385,80
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s123.pt,tcn,deadlift,00000,123,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,69,6,0,0.6811594202898551,0.6603720784187317,0.010509921237826347,0.0033970982767641544,0.007112822961062193,0.004878641571849585,0.007950806990265846,80
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s42.pt,tcn,deadlift,00000,42,0,Balance (0.5 point) F,0,zero,69,12,0,0.5507246376811594,0.5715441107749939,-0.1458606719970703,-0.03534654527902603,-0.11051412671804428,0.08103489130735397,0.18294161558151245,161
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s42.pt,tcn,deadlift,00000,42,0,Balance (0.5 point) F,0,temporal_mean,69,12,0,0.5507246376811594,0.5715441107749939,0.15812334418296814,0.10892479121685028,0.04919855296611786,0.021360337734222412,0.13503426313400269,161
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s42.pt,tcn,deadlift,00000,42,1,Straight back (0.5) L,0,zero,69,6,0,0.6231884057971014,0.6125175356864929,0.028284521773457527,0.03901752084493637,-0.010732999071478844,0.019762596115469933,0.010186618193984032,161
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s42.pt,tcn,deadlift,00000,42,1,Straight back (0.5) L,0,temporal_mean,69,6,0,0.6231884057971014,0.6125175356864929,0.007704411633312702,0.009790349751710892,-0.0020859381183981895,0.006304268259555101,0.004292680416256189,161
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s42.pt,tcn,deadlift,00000,42,2,Full back leg extended (0.5 point) L,0,zero,69,6,15,0.4782608695652174,0.5602680444717407,-0.03423208370804787,-0.025696875527501106,-0.00853520818054676,0.013679428957402706,0.02484351024031639,161
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s42.pt,tcn,deadlift,00000,42,2,Full back leg extended (0.5 point) L,0,temporal_mean,69,6,15,0.4782608695652174,0.5602680444717407,-0.011724223382771015,-0.007408494129776955,-0.0043157292529940605,0.004643910098820925,0.010164513252675533,161
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s42.pt,tcn,deadlift,00000,42,3,Slow reverse movement (0.5 point) L,0,zero,69,8,45,0.4927536231884058,0.46640744805336,0.016154013574123383,0.00964791513979435,0.006506098434329033,0.017019089311361313,0.03732655197381973,161
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s42.pt,tcn,deadlift,00000,42,3,Slow reverse movement (0.5 point) L,0,temporal_mean,69,8,45,0.4927536231884058,0.46640744805336,0.0010847517987713218,-0.0005017921212129295,0.0015865438617765903,0.0035786484368145466,0.013034718111157417,161
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s42.pt,tcn,deadlift,00000,42,4,Support knee bend 15-20° (0.5 point) L,0,zero,69,6,0,0.7971014492753623,0.7114369869232178,-0.007245111279189587,-0.0025672486517578363,-0.004677862860262394,0.020474325865507126,0.03033030591905117,161
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s42.pt,tcn,deadlift,00000,42,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,69,6,0,0.7971014492753623,0.7114369869232178,0.003769876202568412,0.0038140416145324707,-4.4165411964058876e-05,0.00397798465564847,0.011840171180665493,161
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s7.pt,tcn,deadlift,00000,7,0,Balance (0.5 point) F,0,zero,69,12,0,0.5652173913043478,0.563651978969574,-0.3095817565917969,-0.12809763848781586,-0.18148411810398102,0.0943535640835762,0.2004169076681137,196
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s7.pt,tcn,deadlift,00000,7,0,Balance (0.5 point) F,0,temporal_mean,69,12,0,0.5652173913043478,0.563651978969574,0.08839524537324905,0.042000364512205124,0.04639488086104393,0.024440571665763855,0.12386955320835114,196
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s7.pt,tcn,deadlift,00000,7,1,Straight back (0.5) L,0,zero,69,6,0,0.5072463768115942,0.5309926271438599,0.010520007461309433,0.04408850893378258,-0.033568501472473145,0.03335486352443695,0.019465826451778412,196
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s7.pt,tcn,deadlift,00000,7,1,Straight back (0.5) L,0,temporal_mean,69,6,0,0.5072463768115942,0.5309926271438599,0.005254912190139294,0.021707365289330482,-0.016452454030513763,0.007152310572564602,0.00907821673899889,196
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s7.pt,tcn,deadlift,00000,7,2,Full back leg extended (0.5 point) L,0,zero,69,6,15,0.4057971014492754,0.39822331070899963,-0.01954900659620762,-0.026382632553577423,0.006833625957369804,0.018084796145558357,0.03169218823313713,196
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s7.pt,tcn,deadlift,00000,7,2,Full back leg extended (0.5 point) L,0,temporal_mean,69,6,15,0.4057971014492754,0.39822331070899963,0.006616479251533747,-0.0007178699015639722,0.00733434921130538,0.0035688355565071106,0.01592693291604519,196
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s7.pt,tcn,deadlift,00000,7,3,Slow reverse movement (0.5 point) L,0,zero,69,8,45,0.4492753623188406,0.47768861055374146,-0.015741907060146332,0.004996722098439932,-0.02073862962424755,0.024916943162679672,0.03988108038902283,196
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s7.pt,tcn,deadlift,00000,7,3,Slow reverse movement (0.5 point) L,0,temporal_mean,69,8,45,0.4492753623188406,0.47768861055374146,0.003156657563522458,0.011153069324791431,-0.007996411994099617,0.007082702126353979,0.019528239965438843,196
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s7.pt,tcn,deadlift,00000,7,4,Support knee bend 15-20° (0.5 point) L,0,zero,69,6,0,0.782608695652174,0.7609350085258484,-0.03331468254327774,-0.049250002950429916,0.015935320407152176,0.030957896262407303,0.031436339020729065,196
results/context_evidence/v2/checkpoints\tcn_deadlift_00000_s7.pt,tcn,deadlift,00000,7,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,69,6,0,0.782608695652174,0.7609350085258484,0.012648846954107285,0.0073224445804953575,0.005326402373611927,0.004483549855649471,0.016696086153388023,196
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s123.pt,tcn,deadlift,00010,123,0,Balance (0.5 point) F,0,zero,66,12,2,0.0,0.47832635045051575,-0.0013697012327611446,-0.001372155616991222,2.4543842300772667e-06,0.0013324599713087082,0.0016658274689689279,241
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s123.pt,tcn,deadlift,00010,123,0,Balance (0.5 point) F,0,temporal_mean,66,12,2,0.0,0.47832635045051575,0.00048031320329755545,0.0005567289190366864,-7.641571573913097e-05,6.644764653174207e-05,0.0005267180968075991,241
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s123.pt,tcn,deadlift,00010,123,1,Straight back (0.5) L,0,zero,66,6,6,0.6060606060606061,0.5006687641143799,0.0002893119235523045,0.0001111034580389969,0.00017820845823735,0.0002233829873148352,0.0002308791590621695,241
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s123.pt,tcn,deadlift,00010,123,1,Straight back (0.5) L,0,temporal_mean,66,6,6,0.6060606060606061,0.5006687641143799,1.847202111093793e-05,-1.3073808986518998e-05,3.154583100695163e-05,2.257309461128898e-05,5.343771044863388e-05,241
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s123.pt,tcn,deadlift,00010,123,2,Full back leg extended (0.5 point) L,0,zero,66,6,30,0.0,0.4901214838027954,-8.502692799083889e-05,-0.00013439157919492573,4.936465120408684e-05,0.00016417694860138,0.00035947596188634634,241
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s123.pt,tcn,deadlift,00010,123,2,Full back leg extended (0.5 point) L,0,temporal_mean,66,6,30,0.0,0.4901214838027954,-4.851456651522312e-06,7.016785275482107e-06,-1.186824192700442e-05,2.4325308913830668e-05,8.431246533291414e-05,241
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s123.pt,tcn,deadlift,00010,123,3,Slow reverse movement (0.5 point) L,1,zero,66,8,47,1.0,0.5178288221359253,0.000470610277261585,0.00024288932036142796,0.00022772095690015703,0.0001645313313929364,0.00024791943724267185,241
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s123.pt,tcn,deadlift,00010,123,3,Slow reverse movement (0.5 point) L,1,temporal_mean,66,8,47,1.0,0.5178288221359253,3.909071165253408e-05,-2.3926027097331826e-06,4.148331572650932e-05,2.3918712031445466e-05,8.326870738528669e-05,241
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s123.pt,tcn,deadlift,00010,123,4,Support knee bend 15-20° (0.5 point) L,0,zero,66,6,0,1.0,0.5524414777755737,-0.0006791877094656229,8.668680675327778e-05,-0.0007658745162189007,0.000699478667229414,0.0002213244588347152,241
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s123.pt,tcn,deadlift,00010,123,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,66,6,0,1.0,0.5524414777755737,-3.307425504317507e-05,-1.4335043488244992e-05,-1.8739210645435378e-05,6.297150684986264e-05,5.808179048472084e-05,241
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s42.pt,tcn,deadlift,00010,42,0,Balance (0.5 point) F,0,zero,66,12,2,0.4696969696969697,0.4836660921573639,-0.028981182724237442,-0.044255129992961884,0.015273947268724442,0.038779646158218384,0.10193879902362823,322
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s42.pt,tcn,deadlift,00010,42,0,Balance (0.5 point) F,0,temporal_mean,66,12,2,0.4696969696969697,0.4836660921573639,0.047871220856904984,0.051545169204473495,-0.003673948347568512,0.01015788409858942,0.04376938194036484,322
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s42.pt,tcn,deadlift,00010,42,1,Straight back (0.5) L,0,zero,66,6,6,0.6666666666666666,0.5805957317352295,0.038384947925806046,0.03725104406476021,0.0011339038610458374,0.013669786974787712,0.017470164224505424,322
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s42.pt,tcn,deadlift,00010,42,1,Straight back (0.5) L,0,temporal_mean,66,6,6,0.6666666666666666,0.5805957317352295,0.0032802559435367584,0.003918134141713381,-0.0006378781981766224,0.0041719116270542145,0.0034790108911693096,322
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s42.pt,tcn,deadlift,00010,42,2,Full back leg extended (0.5 point) L,0,zero,66,6,30,0.5454545454545454,0.5052692294120789,-0.02271376922726631,-0.0256599523127079,0.0029461830854415894,0.007944961078464985,0.02710517682135105,322
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s42.pt,tcn,deadlift,00010,42,2,Full back leg extended (0.5 point) L,0,temporal_mean,66,6,30,0.5454545454545454,0.5052692294120789,-4.791581159224734e-05,-0.000847366638481617,0.0007994508487172425,0.0015422574942931533,0.0063492655754089355,322
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s42.pt,tcn,deadlift,00010,42,3,Slow reverse movement (0.5 point) L,1,zero,66,8,47,0.5606060606060606,0.5238840579986572,0.02331704832613468,0.02007398195564747,0.003243066370487213,0.006789851933717728,0.0407584086060524,322
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s42.pt,tcn,deadlift,00010,42,3,Slow reverse movement (0.5 point) L,1,temporal_mean,66,8,47,0.5606060606060606,0.5238840579986572,-0.000834697566460818,-0.0019789766520261765,0.0011442790273576975,0.0011231371900066733,0.008499743416905403,322
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s42.pt,tcn,deadlift,00010,42,4,Support knee bend 15-20° (0.5 point) L,0,zero,66,6,0,0.803030303030303,0.7118616700172424,-0.03106287121772766,-0.03238259628415108,0.0013197250664234161,0.014414743520319462,0.025142043828964233,322
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s42.pt,tcn,deadlift,00010,42,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,66,6,0,0.803030303030303,0.7118616700172424,0.0008594312239438295,0.001309415907599032,-0.0004499846836552024,0.002301298314705491,0.005952797364443541,322
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s7.pt,tcn,deadlift,00010,7,0,Balance (0.5 point) F,0,zero,66,12,2,0.7878787878787878,0.6200763583183289,-0.015932463109493256,-0.07008058577775955,0.054148122668266296,0.03876680135726929,0.06483788788318634,357
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s7.pt,tcn,deadlift,00010,7,0,Balance (0.5 point) F,0,temporal_mean,66,12,2,0.7878787878787878,0.6200763583183289,0.03357375040650368,0.031060846522450447,0.0025129038840532303,0.00785253755748272,0.03926416486501694,357
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s7.pt,tcn,deadlift,00010,7,1,Straight back (0.5) L,0,zero,66,6,6,0.24242424242424243,0.4487767219543457,0.014095902442932129,0.02941819094121456,-0.015322288498282433,0.005694728810340166,0.014053909108042717,357
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s7.pt,tcn,deadlift,00010,7,1,Straight back (0.5) L,0,temporal_mean,66,6,6,0.24242424242424243,0.4487767219543457,0.004025356378406286,0.01010207924991846,-0.006076722871512175,0.003054759930819273,0.002989646513015032,357
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s7.pt,tcn,deadlift,00010,7,2,Full back leg extended (0.5 point) L,0,zero,66,6,30,0.3787878787878788,0.44669243693351746,-0.01555604301393032,-0.018987474963068962,0.0034314319491386414,0.004292552825063467,0.021523579955101013,357
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s7.pt,tcn,deadlift,00010,7,2,Full back leg extended (0.5 point) L,0,temporal_mean,66,6,30,0.3787878787878788,0.44669243693351746,-0.003251147922128439,-0.0045180791057646275,0.0012669311836361885,0.001656683161854744,0.008104854263365269,357
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s7.pt,tcn,deadlift,00010,7,3,Slow reverse movement (0.5 point) L,1,zero,66,8,47,0.9545454545454546,0.6002999544143677,0.009394770488142967,0.013031859882175922,-0.003637089394032955,0.00593684334307909,0.029868127778172493,357
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s7.pt,tcn,deadlift,00010,7,3,Slow reverse movement (0.5 point) L,1,temporal_mean,66,8,47,0.9545454545454546,0.6002999544143677,-0.006161901634186506,-0.007433658000081778,0.0012717563658952713,0.002011118223890662,0.008584368042647839,357
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s7.pt,tcn,deadlift,00010,7,4,Support knee bend 15-20° (0.5 point) L,0,zero,66,6,0,0.8333333333333334,0.6764898300170898,-0.024848096072673798,-0.03415249288082123,0.00930439680814743,0.010941846296191216,0.01844828575849533,357
results/context_evidence/v2/checkpoints\tcn_deadlift_00010_s7.pt,tcn,deadlift,00010,7,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,66,6,0,0.8333333333333334,0.6764898300170898,0.006931955926120281,0.00641173031181097,0.0005202256143093109,0.002397196600213647,0.006553868297487497,357
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s123.pt,tcn,deadlift,00100,123,0,Balance (0.5 point) F,0,zero,22,12,0,0.8181818181818182,0.6781708598136902,-0.12849269807338715,-0.04804353788495064,-0.0804491639137268,0.06189790368080139,0.07395894080400467,227
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s123.pt,tcn,deadlift,00100,123,0,Balance (0.5 point) F,0,temporal_mean,22,12,0,0.8181818181818182,0.6781708598136902,0.025583773851394653,0.028902452439069748,-0.0033186785876750946,0.005365314427763224,0.026751287281513214,227
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s123.pt,tcn,deadlift,00100,123,1,Straight back (0.5) L,0,zero,22,6,0,0.5,0.5219702124595642,0.02896011993288994,0.0451577827334404,-0.01619766280055046,0.014054493978619576,0.015253114514052868,227
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s123.pt,tcn,deadlift,00100,123,1,Straight back (0.5) L,0,temporal_mean,22,6,0,0.5,0.5219702124595642,0.0003049210936296731,0.0044669462367892265,-0.004162025172263384,0.003290686057880521,0.001617733738385141,227
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s123.pt,tcn,deadlift,00100,123,2,Full back leg extended (0.5 point) L,1,zero,22,6,54,0.09090909090909091,0.3960990607738495,0.011156813241541386,0.02178371697664261,-0.010626903735101223,0.0070325033739209175,0.012423822656273842,227
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s123.pt,tcn,deadlift,00100,123,2,Full back leg extended (0.5 point) L,1,temporal_mean,22,6,54,0.09090909090909091,0.3960990607738495,-0.0014447096036747098,-0.0008833159226924181,-0.0005613936809822917,0.0008976445533335209,0.0031765394378453493,227
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s123.pt,tcn,deadlift,00100,123,3,Slow reverse movement (0.5 point) L,0,zero,22,8,33,0.5909090909090909,0.5102552771568298,-0.007129642181098461,-0.009350989013910294,0.0022213468328118324,0.0030561445746570826,0.023678695783019066,227
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s123.pt,tcn,deadlift,00100,123,3,Slow reverse movement (0.5 point) L,0,temporal_mean,22,8,33,0.5909090909090909,0.5102552771568298,0.000625897548161447,0.0012618281180039048,-0.0006359305698424578,0.0005512270727194846,0.003988530021160841,227
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s123.pt,tcn,deadlift,00100,123,4,Support knee bend 15-20° (0.5 point) L,0,zero,22,6,5,0.9545454545454546,0.6331930756568909,-0.008233032189309597,-0.014340988360345364,0.006107956171035767,0.0065498314797878265,0.013091817498207092,227
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s123.pt,tcn,deadlift,00100,123,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,22,6,5,0.9545454545454546,0.6331930756568909,0.0016608021687716246,0.0020541204139590263,-0.00039331824518740177,0.0009012141963467002,0.003052566898986697,227
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s42.pt,tcn,deadlift,00100,42,0,Balance (0.5 point) F,0,zero,22,12,0,0.4090909090909091,0.4543946385383606,-0.19149841368198395,-0.012290523387491703,-0.17920789122581482,0.07060430943965912,0.11948204040527344,308
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s42.pt,tcn,deadlift,00100,42,0,Balance (0.5 point) F,0,temporal_mean,22,12,0,0.4090909090909091,0.4543946385383606,0.02529347687959671,0.018556175753474236,0.006737301126122475,0.005375073757022619,0.02736685425043106,308
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s42.pt,tcn,deadlift,00100,42,1,Straight back (0.5) L,0,zero,22,6,0,0.8181818181818182,0.7350615859031677,0.03977261483669281,0.026727674528956413,0.013044940307736397,0.02022269368171692,0.015376410447061062,308
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s42.pt,tcn,deadlift,00100,42,1,Straight back (0.5) L,0,temporal_mean,22,6,0,0.8181818181818182,0.7350615859031677,0.0007280111312866211,-0.0002124800521414727,0.0009404912125319242,0.0021435872185975313,0.002539977664127946,308
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s42.pt,tcn,deadlift,00100,42,2,Full back leg extended (0.5 point) L,1,zero,22,6,54,0.36363636363636365,0.47871315479278564,0.012874376960098743,0.017983857542276382,-0.005109480582177639,0.010860808193683624,0.01269746758043766,308
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s42.pt,tcn,deadlift,00100,42,2,Full back leg extended (0.5 point) L,1,temporal_mean,22,6,54,0.36363636363636365,0.47871315479278564,-0.0035594620276242495,-0.002716642338782549,-0.0008428196888417006,0.0014616962289437652,0.0031760679557919502,308
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s42.pt,tcn,deadlift,00100,42,3,Slow reverse movement (0.5 point) L,0,zero,22,8,33,0.6363636363636364,0.5142903923988342,-0.009600945748388767,-0.005643469747155905,-0.0039574760012328625,0.003955511376261711,0.023391015827655792,308
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s42.pt,tcn,deadlift,00100,42,3,Slow reverse movement (0.5 point) L,0,temporal_mean,22,8,33,0.6363636363636364,0.5142903923988342,0.0027409682516008615,0.002620438579469919,0.00012052967213094234,0.0010359369916841388,0.0045144702307879925,308
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s42.pt,tcn,deadlift,00100,42,4,Support knee bend 15-20° (0.5 point) L,0,zero,22,6,5,0.9090909090909091,0.6317034363746643,0.0016178949736058712,0.0023678129073232412,-0.00074991793371737,0.005664755590260029,0.013893562369048595,308
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s42.pt,tcn,deadlift,00100,42,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,22,6,5,0.9090909090909091,0.6317034363746643,0.00041671504732221365,0.00032517086947336793,9.154417784884572e-05,0.00082959741121158,0.003915045876055956,308
results/context_evidence/v2/checkpoints\tcn_deadlift_00100_s7.pt,tcn,deadlift,00100,7,0,Balance (0.5 point) F,0,zero,22,12,0,0.9545454545454546,0.8842653036117554,-0.07991020381450653,-0.00863325223326683,-0.0712769478559494,0.046154964715242386,0.1515509933233261,343
