checkpoint,model,exercise,target,seed,criterion,criterion_name,target_bit,perturbation,n_test,n_mapped_joints,context_pressure,baseline_accuracy,baseline_correct_confidence,mapped_confidence_drop,random_confidence_drop,relative_evidence_sensitivity,random_drop_sd,mapped_spillover,split_offset
results/context_evidence/v2/checkpoints\fact_squat_000001_s123.pt,fact,squat,000001,123,3,Hips backwards (1) L,0,temporal_mean,55,8,22,0.4727272727272727,0.49916520714759827,-0.19102273881435394,-0.05425349622964859,-0.13676923513412476,0.09247556328773499,0.0853203758597374,145
results/context_evidence/v2/checkpoints\fact_squat_000001_s123.pt,fact,squat,000001,123,4,Lower back neural (1) L,0,zero,55,6,0,0.8909090909090909,0.845670759677887,0.275208979845047,0.0363798663020134,0.238829106092453,0.13841265439987183,0.32860633730888367,145
results/context_evidence/v2/checkpoints\fact_squat_000001_s123.pt,fact,squat,000001,123,4,Lower back neural (1) L,0,temporal_mean,55,6,0,0.8909090909090909,0.845670759677887,-0.018521318212151527,-0.02392442710697651,0.005403108894824982,0.035298701375722885,0.10845104604959488,145
results/context_evidence/v2/checkpoints\fact_squat_000001_s123.pt,fact,squat,000001,123,5,Hips are lower than knees level (1 point) L,1,zero,55,6,5,0.2545454545454545,0.35639089345932007,-0.5077210664749146,-0.010017020627856255,-0.49770405888557434,0.20050103962421417,0.23898404836654663,145
results/context_evidence/v2/checkpoints\fact_squat_000001_s123.pt,fact,squat,000001,123,5,Hips are lower than knees level (1 point) L,1,temporal_mean,55,6,5,0.2545454545454545,0.35639089345932007,0.24471071362495422,0.05451422557234764,0.19019648432731628,0.08130612224340439,0.08301040530204773,145
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,0,Feet Out 30 F,0,zero,55,10,45,0.36363636363636365,0.3490399420261383,0.3223381042480469,-0.01811913028359413,0.3404572308063507,0.18109272420406342,0.0,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,0,Feet Out 30 F,0,temporal_mean,55,10,45,0.36363636363636365,0.3490399420261383,-0.5692219734191895,-0.14650315046310425,-0.4227188229560852,0.16318902373313904,0.0,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,1,Whole Feet Flat On the Floor (1) L,0,zero,55,8,0,0.8363636363636363,0.8158841133117676,-0.14264607429504395,0.08755352348089218,-0.23019960522651672,0.23525361716747284,0.3621135950088501,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,55,8,0,0.8363636363636363,0.8158841133117676,-0.022244388237595558,-0.00901732686907053,-0.013227061368525028,0.01816529780626297,0.16573932766914368,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,2,Bend Hips and Knees Simultaniously (1) L,0,zero,55,8,7,0.8909090909090909,0.8486374020576477,0.4821406602859497,0.08349917083978653,0.3986414968967438,0.18408295512199402,0.1469200849533081,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,55,8,7,0.8909090909090909,0.8486374020576477,-0.0989532619714737,-0.047233209013938904,-0.05172005295753479,0.0374128594994545,0.13392120599746704,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,3,Hips backwards (1) L,0,zero,55,8,22,0.6,0.6173630952835083,-0.3548377752304077,0.05012987181544304,-0.40496763586997986,0.27844300866127014,0.1806163787841797,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,3,Hips backwards (1) L,0,temporal_mean,55,8,22,0.6,0.6173630952835083,0.016353221610188484,0.004426068160682917,0.011927153915166855,0.057537175714969635,0.11348610371351242,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,4,Lower back neural (1) L,0,zero,55,6,0,0.9454545454545454,0.9163988828659058,0.13191306591033936,0.04569987952709198,0.08621318638324738,0.16227547824382782,0.2547307014465332,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,4,Lower back neural (1) L,0,temporal_mean,55,6,0,0.9454545454545454,0.9163988828659058,0.056025128811597824,0.02598453499376774,0.030040593817830086,0.07273981720209122,0.07555054873228073,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,5,Hips are lower than knees level (1 point) L,1,zero,55,6,5,0.9818181818181818,0.8497186303138733,-0.03655316308140755,0.07567442208528519,-0.11222758889198303,0.14115768671035767,0.3354245722293854,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s42.pt,fact,squat,000001,42,5,Hips are lower than knees level (1 point) L,1,temporal_mean,55,6,5,0.9818181818181818,0.8497186303138733,0.21355754137039185,0.010738950222730637,0.2028185874223709,0.03569502383470535,0.13398830592632294,226
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,0,Feet Out 30 F,0,zero,55,10,40,0.21818181818181817,0.25288206338882446,0.11689060926437378,-0.07318852841854095,0.19007913768291473,0.13880185782909393,0.0,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,0,Feet Out 30 F,0,temporal_mean,55,10,40,0.21818181818181817,0.25288206338882446,-0.21983987092971802,-0.028413396328687668,-0.19142647087574005,0.07162417471408844,0.0,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,1,Whole Feet Flat On the Floor (1) L,0,zero,55,8,0,0.8181818181818182,0.7678353190422058,0.038083020597696304,0.0010992989409714937,0.03698372095823288,0.15564897656440735,0.20158450305461884,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,55,8,0,0.8181818181818182,0.7678353190422058,0.010328496806323528,0.010917830280959606,-0.0005893334746360779,0.022386575117707253,0.09447765350341797,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,2,Bend Hips and Knees Simultaniously (1) L,0,zero,55,8,7,0.9272727272727272,0.878288745880127,-0.07449054718017578,0.07590130716562271,-0.1503918468952179,0.18320806324481964,0.2009062021970749,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,55,8,7,0.9272727272727272,0.878288745880127,-0.03800072520971298,-0.0020801841747015715,-0.03592054173350334,0.0323401503264904,0.10557623952627182,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,3,Hips backwards (1) L,0,zero,55,8,19,0.5272727272727272,0.5609044432640076,-0.3088073432445526,0.07477365434169769,-0.3835809826850891,0.2753520607948303,0.14986415207386017,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,3,Hips backwards (1) L,0,temporal_mean,55,8,19,0.5272727272727272,0.5609044432640076,0.2262805700302124,0.052470091730356216,0.17381048202514648,0.05525534972548485,0.07227236777544022,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,4,Lower back neural (1) L,0,zero,55,6,0,0.7818181818181819,0.7209688425064087,-0.08554156869649887,-0.043681979179382324,-0.04185958951711655,0.10888821631669998,0.25139814615249634,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,4,Lower back neural (1) L,0,temporal_mean,55,6,0,0.7818181818181819,0.7209688425064087,0.05389459431171417,0.012435637414455414,0.04145895689725876,0.05607004463672638,0.04278164729475975,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,5,Hips are lower than knees level (1 point) L,1,zero,55,6,10,0.6909090909090909,0.6649182438850403,0.035971034318208694,-0.022377859801054,0.058348894119262695,0.14120694994926453,0.15438145399093628,5
results/context_evidence/v2/checkpoints\fact_squat_000001_s7.pt,fact,squat,000001,7,5,Hips are lower than knees level (1 point) L,1,temporal_mean,55,6,10,0.6909090909090909,0.6649182438850403,0.08486410230398178,0.003157274331897497,0.08170682936906815,0.04112429544329643,0.08652206510305405,5
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,0,Feet Out 30 F,0,zero,22,10,29,0.8636363636363636,0.8338709473609924,0.7961070537567139,0.16810700297355652,0.628000020980835,0.22272048890590668,0.0,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,0,Feet Out 30 F,0,temporal_mean,22,10,29,0.8636363636363636,0.8338709473609924,0.27124932408332825,0.08265399932861328,0.18859532475471497,0.08995777368545532,0.0,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,1,Whole Feet Flat On the Floor (1) L,0,zero,22,8,10,0.9545454545454546,0.8737752437591553,-0.08330407738685608,0.17733018100261688,-0.26063424348831177,0.31340911984443665,0.25789108872413635,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,22,8,10,0.9545454545454546,0.8737752437591553,-0.05707958713173866,-0.0011478043161332607,-0.055931784212589264,0.05422190576791763,0.10661015659570694,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,2,Bend Hips and Knees Simultaniously (1) L,0,zero,22,8,0,1.0,0.969081699848175,0.8551321029663086,0.22990554571151733,0.6252265572547913,0.3188912570476532,0.1178009957075119,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,22,8,0,1.0,0.969081699848175,0.0018457688856869936,0.001292846049182117,0.0005529228365048766,0.002339095575734973,0.14684319496154785,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,3,Hips backwards (1) L,1,zero,22,8,36,0.4090909090909091,0.34888017177581787,0.3045985996723175,-0.19847843050956726,0.5030770301818848,0.37279433012008667,0.2254665046930313,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,3,Hips backwards (1) L,1,temporal_mean,22,8,36,0.4090909090909091,0.34888017177581787,0.2853981852531433,0.09914277493953705,0.18625541031360626,0.12293807417154312,0.09028995037078857,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,4,Lower back neural (1) L,0,zero,22,6,0,1.0,0.8989172577857971,-0.023374754935503006,0.04738132283091545,-0.07075607776641846,0.10013806819915771,0.2995188534259796,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,4,Lower back neural (1) L,0,temporal_mean,22,6,0,1.0,0.8989172577857971,0.21169251203536987,0.022388651967048645,0.18930386006832123,0.03556693345308304,0.10420487821102142,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,5,Hips are lower than knees level (1 point) L,1,zero,22,6,5,0.8181818181818182,0.7477514743804932,-0.12560588121414185,0.04239419102668762,-0.16800007224082947,0.14142034947872162,0.2512909173965454,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s123.pt,fact,squat,000101,123,5,Hips are lower than knees level (1 point) L,1,temporal_mean,22,6,5,0.8181818181818182,0.7477514743804932,0.16937053203582764,0.02356814779341221,0.14580237865447998,0.059850845485925674,0.08750400692224503,164
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,0,Feet Out 30 F,0,zero,22,10,29,0.9090909090909091,0.7597181797027588,0.5161798596382141,0.06126176193356514,0.4549180865287781,0.11342063546180725,0.0,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,0,Feet Out 30 F,0,temporal_mean,22,10,29,0.9090909090909091,0.7597181797027588,-0.07538218796253204,-0.02729969285428524,-0.048082493245601654,0.03305051103234291,0.0,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,1,Whole Feet Flat On the Floor (1) L,0,zero,22,8,10,1.0,0.8158035278320312,-0.025615673512220383,0.10713713616132736,-0.13275280594825745,0.20432579517364502,0.07458680868148804,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,22,8,10,1.0,0.8158035278320312,-0.004008978605270386,-0.002133890287950635,-0.0018750883173197508,0.008047393523156643,0.028669532388448715,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,2,Bend Hips and Knees Simultaniously (1) L,0,zero,22,8,0,0.9545454545454546,0.8425620794296265,0.2639281451702118,0.05112709105014801,0.21280105412006378,0.08493536710739136,0.13061316311359406,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,22,8,0,0.9545454545454546,0.8425620794296265,-0.043769169598817825,-0.013300618156790733,-0.030468551442027092,0.017744334414601326,0.029094643890857697,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,3,Hips backwards (1) L,1,zero,22,8,36,0.18181818181818182,0.32338306307792664,0.034804750233888626,-0.07007550448179245,0.10488025844097137,0.1421804577112198,0.16313405334949493,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,3,Hips backwards (1) L,1,temporal_mean,22,8,36,0.18181818181818182,0.32338306307792664,0.004801381845027208,-0.0018248872365802526,0.006626268848776817,0.014287737198174,0.03098253346979618,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,4,Lower back neural (1) L,0,zero,22,6,0,1.0,0.8093874454498291,0.40498608350753784,0.018300751224160194,0.3866853415966034,0.034056104719638824,0.1513245701789856,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,4,Lower back neural (1) L,0,temporal_mean,22,6,0,1.0,0.8093874454498291,0.040401242673397064,0.006260576657950878,0.03414066508412361,0.006265146657824516,0.02030380815267563,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,5,Hips are lower than knees level (1 point) L,1,zero,22,6,5,0.7272727272727273,0.608940839767456,-0.048377763479948044,0.015908611938357353,-0.06428637355566025,0.14707060158252716,0.04836094006896019,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s42.pt,fact,squat,000101,42,5,Hips are lower than knees level (1 point) L,1,temporal_mean,22,6,5,0.7272727272727273,0.608940839767456,0.02805897407233715,0.0013188711600378156,0.026740102097392082,0.015600958839058876,0.022996608167886734,245
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,0,Feet Out 30 F,0,zero,22,10,28,0.8636363636363636,0.7920005917549133,0.7101660370826721,0.1289386749267578,0.5812273621559143,0.2374170571565628,0.0,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,0,Feet Out 30 F,0,temporal_mean,22,10,28,0.8636363636363636,0.7920005917549133,0.14593331515789032,0.04038141295313835,0.10555189847946167,0.05422743782401085,0.0,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,1,Whole Feet Flat On the Floor (1) L,0,zero,22,8,10,0.4090909090909091,0.39773550629615784,-0.5085079669952393,-0.09505124390125275,-0.4134567379951477,0.33835065364837646,0.19859182834625244,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,22,8,10,0.4090909090909091,0.39773550629615784,-0.29146113991737366,-0.09659609198570251,-0.19486504793167114,0.10372278094291687,0.06322085857391357,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,2,Bend Hips and Knees Simultaniously (1) L,0,zero,22,8,0,1.0,0.9331802725791931,0.45590588450431824,0.1500800997018814,0.30582576990127563,0.19470104575157166,0.2836233079433441,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,22,8,0,1.0,0.9331802725791931,0.010930467396974564,0.004403246100991964,0.006527221295982599,0.010541119612753391,0.12996235489845276,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,3,Hips backwards (1) L,1,zero,22,8,48,0.5,0.5469696521759033,0.49311408400535583,-0.025803497061133385,0.5189175605773926,0.34115785360336304,0.2761816680431366,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,3,Hips backwards (1) L,1,temporal_mean,22,8,48,0.5,0.5469696521759033,0.17039984464645386,0.031470123678445816,0.13892972469329834,0.10141295939683914,0.090971939265728,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,4,Lower back neural (1) L,0,zero,22,6,0,1.0,0.8029374480247498,-0.02124999649822712,0.08459124714136124,-0.1058412417769432,0.16411574184894562,0.4444335103034973,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,4,Lower back neural (1) L,0,temporal_mean,22,6,0,1.0,0.8029374480247498,0.08140075951814651,0.015603986568748951,0.06579677015542984,0.026237526908516884,0.13251659274101257,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,5,Hips are lower than knees level (1 point) L,1,zero,22,6,5,0.36363636363636365,0.4550100564956665,-0.3025283217430115,-0.05381682142615318,-0.248711496591568,0.15518389642238617,0.27357837557792664,11
results/context_evidence/v2/checkpoints\fact_squat_000101_s7.pt,fact,squat,000101,7,5,Hips are lower than knees level (1 point) L,1,temporal_mean,22,6,5,0.36363636363636365,0.4550100564956665,0.032437074929475784,0.0025444012135267258,0.02989267371594906,0.013545666821300983,0.11830446869134903,11
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,0,Feet Out 30 F,0,zero,15,10,1,0.2,0.22923539578914642,0.19037361443042755,-0.011894873343408108,0.20226848125457764,0.19223368167877197,0.0,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,0,Feet Out 30 F,0,temporal_mean,15,10,1,0.2,0.22923539578914642,0.04980585724115372,0.035676341503858566,0.01412951573729515,0.054540958255529404,0.0,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,1,Whole Feet Flat On the Floor (1) L,1,zero,15,8,18,0.26666666666666666,0.27440449595451355,-0.30745649337768555,-0.0443476065993309,-0.26310887932777405,0.2665865123271942,0.28977933526039124,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,1,Whole Feet Flat On the Floor (1) L,1,temporal_mean,15,8,18,0.26666666666666666,0.27440449595451355,-0.022346744313836098,0.009175440296530724,-0.03152218461036682,0.05332092195749283,0.05465656891465187,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,2,Bend Hips and Knees Simultaniously (1) L,0,zero,15,8,3,1.0,0.9668629169464111,0.7498893141746521,0.274056077003479,0.4758332371711731,0.3188692629337311,0.16197769343852997,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,15,8,3,1.0,0.9668629169464111,-0.015836378559470177,0.012833413667976856,-0.028669793158769608,0.027809781953692436,0.09023148566484451,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,3,Hips backwards (1) L,1,zero,15,8,0,0.3333333333333333,0.37415534257888794,-0.36054134368896484,-0.20770752429962158,-0.15283381938934326,0.3662223219871521,0.2079249620437622,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,3,Hips backwards (1) L,1,temporal_mean,15,8,0,0.3333333333333333,0.37415534257888794,0.15394020080566406,0.03493664041161537,0.11900356411933899,0.03713809698820114,0.06656695902347565,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,4,Lower back neural (1) L,0,zero,15,6,0,1.0,0.9929807186126709,0.003012017346918583,0.0030834474600851536,-7.143011316657066e-05,0.015280969440937042,0.31178054213523865,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,4,Lower back neural (1) L,0,temporal_mean,15,6,0,1.0,0.9929807186126709,0.04085274413228035,0.0007666778401471674,0.040086064487695694,0.0014484081184491515,0.05545284226536751,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,5,Hips are lower than knees level (1 point) L,1,zero,15,6,10,1.0,0.9898403882980347,0.027325058355927467,0.028266148641705513,-0.0009410902857780457,0.058389127254486084,0.17893552780151367,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s123.pt,fact,squat,010101,123,5,Hips are lower than knees level (1 point) L,1,temporal_mean,15,6,10,1.0,0.9898403882980347,0.10810632258653641,0.005523533094674349,0.10258278995752335,0.014602730050683022,0.06018754467368126,66
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,0,Feet Out 30 F,0,zero,15,10,2,0.4666666666666667,0.4711628556251526,0.38871729373931885,0.021706387400627136,0.3670108914375305,0.24013252556324005,0.0,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,0,Feet Out 30 F,0,temporal_mean,15,10,2,0.4666666666666667,0.4711628556251526,-0.11735184490680695,-0.024814879521727562,-0.09253696352243423,0.05183124542236328,0.0,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,1,Whole Feet Flat On the Floor (1) L,1,zero,15,8,18,0.2,0.3455744683742523,0.12258739769458771,-0.005761959124356508,0.12834936380386353,0.11889313161373138,0.09403665363788605,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,1,Whole Feet Flat On the Floor (1) L,1,temporal_mean,15,8,18,0.2,0.3455744683742523,0.13360819220542908,0.035730693489313126,0.09787750244140625,0.04924050346016884,0.07685934007167816,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,2,Bend Hips and Knees Simultaniously (1) L,0,zero,15,8,8,1.0,0.9202187061309814,-0.028456484898924828,0.12229392677545547,-0.15075041353702545,0.18754717707633972,0.23404067754745483,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,15,8,8,1.0,0.9202187061309814,0.06696886569261551,0.011059701442718506,0.055909164249897,0.012330001220107079,0.09800439327955246,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,3,Hips backwards (1) L,1,zero,15,8,0,0.2,0.3318651020526886,-0.4779530465602875,-0.06879254430532455,-0.4091604948043823,0.25186529755592346,0.14414134621620178,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,3,Hips backwards (1) L,1,temporal_mean,15,8,0,0.2,0.3318651020526886,0.012294307351112366,0.005709752440452576,0.00658455491065979,0.0397680439054966,0.08505063503980637,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,4,Lower back neural (1) L,0,zero,15,6,0,0.7333333333333333,0.7268189191818237,-0.16633577644824982,-0.01648697443306446,-0.1498488038778305,0.11137466877698898,0.27413904666900635,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,4,Lower back neural (1) L,0,temporal_mean,15,6,0,0.7333333333333333,0.7268189191818237,-0.003074256470426917,-0.003916279878467321,0.0008420234080404043,0.04605453833937645,0.0859723910689354,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,5,Hips are lower than knees level (1 point) L,1,zero,15,6,0,0.7333333333333333,0.639545738697052,0.37861356139183044,0.026756789535284042,0.3518567681312561,0.1785845160484314,0.08605604618787766,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s42.pt,fact,squat,010101,42,5,Hips are lower than knees level (1 point) L,1,temporal_mean,15,6,0,0.7333333333333333,0.639545738697052,-0.12318798154592514,-0.03692254796624184,-0.086265429854393,0.04055947810411453,0.07982111722230911,15
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,0,Feet Out 30 F,0,zero,15,10,2,0.6,0.6271310448646545,0.5549468398094177,0.11745917797088623,0.4374876618385315,0.29865673184394836,0.0,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,0,Feet Out 30 F,0,temporal_mean,15,10,2,0.6,0.6271310448646545,0.3281019628047943,0.1364029347896576,0.19169902801513672,0.09140783548355103,0.0,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,1,Whole Feet Flat On the Floor (1) L,1,zero,15,8,10,0.0,0.09077689796686172,-0.03041882999241352,-0.038905296474695206,0.008486466482281685,0.10042571276426315,0.24299895763397217,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,1,Whole Feet Flat On the Floor (1) L,1,temporal_mean,15,8,10,0.0,0.09077689796686172,0.03236297890543938,0.01811578869819641,0.014247190207242966,0.018055565655231476,0.08266226947307587,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,2,Bend Hips and Knees Simultaniously (1) L,0,zero,15,8,5,0.6666666666666666,0.6332197785377502,-0.3134240508079529,0.10627923905849457,-0.41970330476760864,0.1698075383901596,0.31271108984947205,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,15,8,5,0.6666666666666666,0.6332197785377502,-0.15468575060367584,-0.012665306217968464,-0.14202044904232025,0.08884330838918686,0.06296627223491669,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,3,Hips backwards (1) L,1,zero,15,8,0,0.3333333333333333,0.44415414333343506,-0.28591251373291016,-0.09650962054729462,-0.18940289318561554,0.3101741671562195,0.2564791738986969,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,3,Hips backwards (1) L,1,temporal_mean,15,8,0,0.3333333333333333,0.44415414333343506,0.032060880213975906,0.014451563358306885,0.01760931685566902,0.058856941759586334,0.09112033993005753,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,4,Lower back neural (1) L,0,zero,15,6,0,1.0,0.7731282114982605,0.5310232043266296,0.0035431573633104563,0.5274800658226013,0.08257752656936646,0.19877676665782928,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,4,Lower back neural (1) L,0,temporal_mean,15,6,0,1.0,0.7731282114982605,0.11264709383249283,0.014233428984880447,0.09841366112232208,0.04083084315061569,0.07223030924797058,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,5,Hips are lower than knees level (1 point) L,1,zero,15,6,5,0.9333333333333333,0.8278494477272034,0.3443087339401245,0.06795060634613037,0.27635812759399414,0.15261951088905334,0.1540505290031433,12
results/context_evidence/v2/checkpoints\fact_squat_010101_s7.pt,fact,squat,010101,7,5,Hips are lower than knees level (1 point) L,1,temporal_mean,15,6,5,0.9333333333333333,0.8278494477272034,-0.037452582269907,-0.012681884691119194,-0.024770697578787804,0.014058025553822517,0.08697422593832016,12
