model,exercise,target,seed,split,metric,value
gru,squat,010101,123,test,bit_accuracy,0.7111111111111111
gru,squat,010101,123,test,exact_match,0.06666666666666667
gru,squat,010101,42,val,macro_f1,0.5050776234667896
gru,squat,010101,42,val,micro_f1,0.6007604562737643
gru,squat,010101,42,val,bit_accuracy,0.6818181818181818
gru,squat,010101,42,val,exact_match,0.18181818181818182
gru,squat,010101,42,test,macro_f1,0.26508620689655177
gru,squat,010101,42,test,micro_f1,0.5263157894736842
gru,squat,010101,42,test,bit_accuracy,0.6
gru,squat,010101,42,test,exact_match,0.0
gru,squat,010101,7,val,macro_f1,0.5142029932540693
gru,squat,010101,7,val,micro_f1,0.6456140350877193
gru,squat,010101,7,val,bit_accuracy,0.693939393939394
gru,squat,010101,7,val,exact_match,0.12727272727272726
gru,squat,010101,7,test,macro_f1,0.44683908045977017
gru,squat,010101,7,test,micro_f1,0.74
gru,squat,010101,7,test,bit_accuracy,0.7111111111111111
gru,squat,010101,7,test,exact_match,0.0
gru,squat,100001,123,val,macro_f1,0.481095031398479
gru,squat,100001,123,val,micro_f1,0.4931506849315068
gru,squat,100001,123,val,bit_accuracy,0.5066666666666667
gru,squat,100001,123,val,exact_match,0.02
gru,squat,100001,123,test,macro_f1,0.20651664322550398
gru,squat,100001,123,test,micro_f1,0.31543624161073824
gru,squat,100001,123,test,bit_accuracy,0.34615384615384615
gru,squat,100001,123,test,exact_match,0.019230769230769232
gru,squat,100001,42,val,macro_f1,0.5581527939422677
gru,squat,100001,42,val,micro_f1,0.6666666666666666
gru,squat,100001,42,val,bit_accuracy,0.76
gru,squat,100001,42,val,exact_match,0.3
gru,squat,100001,42,test,macro_f1,0.27088738972496107
gru,squat,100001,42,test,micro_f1,0.6233766233766234
gru,squat,100001,42,test,bit_accuracy,0.7211538461538461
gru,squat,100001,42,test,exact_match,0.038461538461538464
gru,squat,100001,7,val,macro_f1,0.4611968536068838
gru,squat,100001,7,val,micro_f1,0.5387205387205387
gru,squat,100001,7,val,bit_accuracy,0.5433333333333333
gru,squat,100001,7,val,exact_match,0.08
gru,squat,100001,7,test,macro_f1,0.28967691095350667
gru,squat,100001,7,test,micro_f1,0.6694560669456067
gru,squat,100001,7,test,bit_accuracy,0.7467948717948718
gru,squat,100001,7,test,exact_match,0.1346153846153846
gru,squat,100101,123,val,macro_f1,0.5767326807105405
gru,squat,100101,123,val,micro_f1,0.6302521008403361
gru,squat,100101,123,val,bit_accuracy,0.7066666666666667
gru,squat,100101,123,val,exact_match,0.22
gru,squat,100101,123,test,macro_f1,0.30179750121916876
gru,squat,100101,123,test,micro_f1,0.5888888888888889
gru,squat,100101,123,test,bit_accuracy,0.6574074074074074
gru,squat,100101,123,test,exact_match,0.0
gru,squat,100101,42,val,macro_f1,0.505038985291086
gru,squat,100101,42,val,micro_f1,0.5953488372093023
gru,squat,100101,42,val,bit_accuracy,0.71
gru,squat,100101,42,val,exact_match,0.2
gru,squat,100101,42,test,macro_f1,0.33129943915672555
gru,squat,100101,42,test,micro_f1,0.6113989637305699
gru,squat,100101,42,test,bit_accuracy,0.6527777777777778
gru,squat,100101,42,test,exact_match,0.0
gru,squat,100101,7,val,macro_f1,0.621593761749512
gru,squat,100101,7,val,micro_f1,0.6980392156862745
gru,squat,100101,7,val,bit_accuracy,0.7433333333333333
gru,squat,100101,7,val,exact_match,0.32
gru,squat,100101,7,test,macro_f1,0.3362801377726751
gru,squat,100101,7,test,micro_f1,0.6632124352331606
gru,squat,100101,7,test,bit_accuracy,0.6990740740740741
gru,squat,100101,7,test,exact_match,0.0
gru,squat,101001,123,val,macro_f1,0.4526859269406695
gru,squat,101001,123,val,micro_f1,0.5701357466063348
gru,squat,101001,123,val,bit_accuracy,0.7067901234567902
gru,squat,101001,123,val,exact_match,0.12962962962962962
gru,squat,101001,123,test,macro_f1,0.28999442586399105
gru,squat,101001,123,test,micro_f1,0.6271186440677966
gru,squat,101001,123,test,bit_accuracy,0.7066666666666667
gru,squat,101001,123,test,exact_match,0.04
gru,squat,101001,42,val,macro_f1,0.5468014538845979
gru,squat,101001,42,val,micro_f1,0.6776315789473685
gru,squat,101001,42,val,bit_accuracy,0.703030303030303
gru,squat,101001,42,val,exact_match,0.07272727272727272
gru,squat,101001,42,test,macro_f1,0.33851447555766495
gru,squat,101001,42,test,micro_f1,0.6164383561643836
gru,squat,101001,42,test,bit_accuracy,0.6266666666666667
gru,squat,101001,42,test,exact_match,0.04
gru,squat,101001,7,val,macro_f1,0.5198609997326918
gru,squat,101001,7,val,micro_f1,0.6199261992619927
gru,squat,101001,7,val,bit_accuracy,0.6878787878787879
gru,squat,101001,7,val,exact_match,0.2545454545454545
gru,squat,101001,7,test,macro_f1,0.29871205277709345
gru,squat,101001,7,test,micro_f1,0.592
gru,squat,101001,7,test,bit_accuracy,0.66
gru,squat,101001,7,test,exact_match,0.0
ssm,deadlift,00000,123,val,macro_f1,0.5084380754602247
ssm,deadlift,00000,123,val,micro_f1,0.6165413533834586
ssm,deadlift,00000,123,val,bit_accuracy,0.7
ssm,deadlift,00000,123,val,exact_match,0.11764705882352941
ssm,deadlift,00000,123,test,macro_f1,0.0
ssm,deadlift,00000,123,test,micro_f1,0.0
ssm,deadlift,00000,123,test,bit_accuracy,0.6666666666666666
ssm,deadlift,00000,123,test,exact_match,0.0
ssm,deadlift,00000,42,val,macro_f1,0.526062893081761
ssm,deadlift,00000,42,val,micro_f1,0.6131386861313869
ssm,deadlift,00000,42,val,bit_accuracy,0.6882352941176471
ssm,deadlift,00000,42,val,exact_match,0.029411764705882353
ssm,deadlift,00000,42,test,macro_f1,0.0
ssm,deadlift,00000,42,test,micro_f1,0.0
ssm,deadlift,00000,42,test,bit_accuracy,0.5652173913043478
ssm,deadlift,00000,42,test,exact_match,0.0
ssm,deadlift,00000,7,val,macro_f1,0.5048435374149659
ssm,deadlift,00000,7,val,micro_f1,0.6074074074074074
ssm,deadlift,00000,7,val,bit_accuracy,0.6882352941176471
ssm,deadlift,00000,7,val,exact_match,0.058823529411764705
ssm,deadlift,00000,7,test,macro_f1,0.0
ssm,deadlift,00000,7,test,micro_f1,0.0
ssm,deadlift,00000,7,test,bit_accuracy,0.6231884057971014
ssm,deadlift,00000,7,test,exact_match,0.014492753623188406
ssm,deadlift,00010,123,val,macro_f1,0.3492673000869722
ssm,deadlift,00010,123,val,micro_f1,0.5205479452054794
ssm,deadlift,00010,123,val,bit_accuracy,0.6410256410256411
ssm,deadlift,00010,123,val,exact_match,0.0
ssm,deadlift,00010,123,test,macro_f1,0.10337078651685394
ssm,deadlift,00010,123,test,micro_f1,0.21395348837209302
ssm,deadlift,00010,123,test,bit_accuracy,0.48787878787878786
ssm,deadlift,00010,123,test,exact_match,0.0
ssm,deadlift,00010,42,val,macro_f1,0.3793939393939394
ssm,deadlift,00010,42,val,micro_f1,0.49696969696969695
ssm,deadlift,00010,42,val,bit_accuracy,0.5743589743589743
ssm,deadlift,00010,42,val,exact_match,0.05128205128205128
ssm,deadlift,00010,42,test,macro_f1,0.1663716814159292
ssm,deadlift,00010,42,test,micro_f1,0.37751004016064255
ssm,deadlift,00010,42,test,bit_accuracy,0.5303030303030303
ssm,deadlift,00010,42,test,exact_match,0.015151515151515152
ssm,deadlift,00010,7,val,macro_f1,0.23116168689698102
ssm,deadlift,00010,7,val,micro_f1,0.272
ssm,deadlift,00010,7,val,bit_accuracy,0.5333333333333333
ssm,deadlift,00010,7,val,exact_match,0.05128205128205128
ssm,deadlift,00010,7,test,macro_f1,0.06582278481012657
ssm,deadlift,00010,7,test,micro_f1,0.14444444444444443
ssm,deadlift,00010,7,test,bit_accuracy,0.5333333333333333
ssm,deadlift,00010,7,test,exact_match,0.045454545454545456
ssm,deadlift,00100,123,val,macro_f1,0.34543631806789704
ssm,deadlift,00100,123,val,micro_f1,0.3795620437956204
ssm,deadlift,00100,123,val,bit_accuracy,0.6382978723404256
ssm,deadlift,00100,123,val,exact_match,0.06382978723404255
ssm,deadlift,00100,123,test,macro_f1,0.125
ssm,deadlift,00100,123,test,micro_f1,0.28169014084507044
ssm,deadlift,00100,123,test,bit_accuracy,0.5363636363636364
ssm,deadlift,00100,123,test,exact_match,0.0
ssm,deadlift,00100,42,val,macro_f1,0.3826291867084418
ssm,deadlift,00100,42,val,micro_f1,0.5533980582524272
ssm,deadlift,00100,42,val,bit_accuracy,0.6085106382978723
ssm,deadlift,00100,42,val,exact_match,0.02127659574468085
ssm,deadlift,00100,42,test,macro_f1,0.2
ssm,deadlift,00100,42,test,micro_f1,0.5238095238095238
ssm,deadlift,00100,42,test,bit_accuracy,0.6363636363636364
ssm,deadlift,00100,42,test,exact_match,0.0
ssm,deadlift,00100,7,val,macro_f1,0.3198787878787879
ssm,deadlift,00100,7,val,micro_f1,0.5555555555555556
ssm,deadlift,00100,7,val,bit_accuracy,0.7276595744680852
ssm,deadlift,00100,7,val,exact_match,0.14893617021276595
ssm,deadlift,00100,7,test,macro_f1,0.017391304347826087
ssm,deadlift,00100,7,test,micro_f1,0.038461538461538464
ssm,deadlift,00100,7,test,bit_accuracy,0.5454545454545454
ssm,deadlift,00100,7,test,exact_match,0.0
ssm,deadlift,00110,123,val,macro_f1,0.34114285714285714
ssm,deadlift,00110,123,val,micro_f1,0.4148148148148148
ssm,deadlift,00110,123,val,bit_accuracy,0.6708333333333333
ssm,deadlift,00110,123,val,exact_match,0.20833333333333334
ssm,deadlift,00110,123,test,macro_f1,0.2111764705882353
ssm,deadlift,00110,123,test,micro_f1,0.47619047619047616
ssm,deadlift,00110,123,test,bit_accuracy,0.6666666666666666
ssm,deadlift,00110,123,test,exact_match,0.09090909090909091
ssm,deadlift,00110,42,val,macro_f1,0.3513275613275614
ssm,deadlift,00110,42,val,micro_f1,0.4577114427860697
ssm,deadlift,00110,42,val,bit_accuracy,0.5458333333333333
ssm,deadlift,00110,42,val,exact_match,0.0
ssm,deadlift,00110,42,test,macro_f1,0.36709677419354836
ssm,deadlift,00110,42,test,micro_f1,0.7777777777777778
ssm,deadlift,00110,42,test,bit_accuracy,0.806060606060606
ssm,deadlift,00110,42,test,exact_match,0.24242424242424243
ssm,deadlift,00110,7,val,macro_f1,0.33500784929356353
ssm,deadlift,00110,7,val,micro_f1,0.4233576642335766
ssm,deadlift,00110,7,val,bit_accuracy,0.6708333333333333
ssm,deadlift,00110,7,val,exact_match,0.25
ssm,deadlift,00110,7,test,macro_f1,0.18653846153846154
ssm,deadlift,00110,7,test,micro_f1,0.4158415841584158
ssm,deadlift,00110,7,test,bit_accuracy,0.6424242424242425
ssm,deadlift,00110,7,test,exact_match,0.0
ssm,deadlift,11110,123,val,macro_f1,0.39337766808355046
ssm,deadlift,11110,123,val,micro_f1,0.5032258064516129
ssm,deadlift,11110,123,val,bit_accuracy,0.7038461538461539
ssm,deadlift,11110,123,val,exact_match,0.19230769230769232
ssm,deadlift,11110,123,test,macro_f1,0.06666666666666667
ssm,deadlift,11110,123,test,micro_f1,0.09523809523809523
ssm,deadlift,11110,123,test,bit_accuracy,0.24
ssm,deadlift,11110,123,test,exact_match,0.0
ssm,deadlift,11110,42,val,macro_f1,0.38147619047619047
ssm,deadlift,11110,42,val,micro_f1,0.4945054945054945
ssm,deadlift,11110,42,val,bit_accuracy,0.6461538461538462
ssm,deadlift,11110,42,val,exact_match,0.15384615384615385
ssm,deadlift,11110,42,test,macro_f1,0.41521093285799165
ssm,deadlift,11110,42,test,micro_f1,0.5964912280701754
ssm,deadlift,11110,42,test,bit_accuracy,0.54
ssm,deadlift,11110,42,test,exact_match,0.0
ssm,deadlift,11110,7,val,macro_f1,0.3905737162378563
ssm,deadlift,11110,7,val,micro_f1,0.5057471264367817
ssm,deadlift,11110,7,val,bit_accuracy,0.6692307692307692
ssm,deadlift,11110,7,val,exact_match,0.11538461538461539
ssm,deadlift,11110,7,test,macro_f1,0.1894736842105263
ssm,deadlift,11110,7,test,micro_f1,0.3673469387755102
ssm,deadlift,11110,7,test,bit_accuracy,0.38
ssm,deadlift,11110,7,test,exact_match,0.0
ssm,squat,000000,123,val,macro_f1,0.5289734567306148
ssm,squat,000000,123,val,micro_f1,0.6262626262626263
ssm,squat,000000,123,val,bit_accuracy,0.6574074074074074
ssm,squat,000000,123,val,exact_match,0.18518518518518517
ssm,squat,000000,123,test,macro_f1,0.0
ssm,squat,000000,123,test,micro_f1,0.0
ssm,squat,000000,123,test,bit_accuracy,0.7156862745098039
ssm,squat,000000,123,test,exact_match,0.0
ssm,squat,000000,42,val,macro_f1,0.5659501996711299
ssm,squat,000000,42,val,micro_f1,0.6758620689655173
ssm,squat,000000,42,val,bit_accuracy,0.7098765432098766
ssm,squat,000000,42,val,exact_match,0.14814814814814814
ssm,squat,000000,42,test,macro_f1,0.0
ssm,squat,000000,42,test,micro_f1,0.0
ssm,squat,000000,42,test,bit_accuracy,0.6274509803921569
ssm,squat,000000,42,test,exact_match,0.0
ssm,squat,000000,7,val,macro_f1,0.514590785383349
ssm,squat,000000,7,val,micro_f1,0.6645161290322581
ssm,squat,000000,7,val,bit_accuracy,0.6790123456790124
ssm,squat,000000,7,val,exact_match,0.16666666666666666
ssm,squat,000000,7,test,macro_f1,0.0
ssm,squat,000000,7,test,micro_f1,0.0
ssm,squat,000000,7,test,bit_accuracy,0.49019607843137253
ssm,squat,000000,7,test,exact_match,0.0
ssm,squat,000001,123,val,macro_f1,0.4648851338919832
ssm,squat,000001,123,val,micro_f1,0.5583333333333333
ssm,squat,000001,123,val,bit_accuracy,0.6394557823129252
ssm,squat,000001,123,val,exact_match,0.08163265306122448
ssm,squat,000001,123,test,macro_f1,0.16666666666666666
ssm,squat,000001,123,test,micro_f1,0.5978260869565217
ssm,squat,000001,123,test,bit_accuracy,0.7757575757575758
ssm,squat,000001,123,test,exact_match,0.03636363636363636
ssm,squat,000001,42,val,macro_f1,0.4909683620128254
ssm,squat,000001,42,val,micro_f1,0.5741324921135647
ssm,squat,000001,42,val,bit_accuracy,0.5408163265306123
ssm,squat,000001,42,val,exact_match,0.0
ssm,squat,000001,42,test,macro_f1,0.16666666666666666
ssm,squat,000001,42,test,micro_f1,0.36666666666666664
ssm,squat,000001,42,test,bit_accuracy,0.42424242424242425
ssm,squat,000001,42,test,exact_match,0.0
ssm,squat,000001,7,val,macro_f1,0.5849751519774403
ssm,squat,000001,7,val,micro_f1,0.676923076923077
ssm,squat,000001,7,val,bit_accuracy,0.7142857142857143
ssm,squat,000001,7,val,exact_match,0.24489795918367346
ssm,squat,000001,7,test,macro_f1,0.12962962962962962
ssm,squat,000001,7,test,micro_f1,0.3783783783783784
ssm,squat,000001,7,test,bit_accuracy,0.6515151515151515
ssm,squat,000001,7,test,exact_match,0.01818181818181818
ssm,squat,000101,123,val,macro_f1,0.49290902910617423
ssm,squat,000101,123,val,micro_f1,0.576
ssm,squat,000101,123,val,bit_accuracy,0.6728395061728395
ssm,squat,000101,123,val,exact_match,0.1111111111111111
ssm,squat,000101,123,test,macro_f1,0.21619993977717555
ssm,squat,000101,123,test,micro_f1,0.5454545454545454
ssm,squat,000101,123,test,bit_accuracy,0.696969696969697
ssm,squat,000101,123,test,exact_match,0.09090909090909091
ssm,squat,000101,42,val,macro_f1,0.46661980265042047
ssm,squat,000101,42,val,micro_f1,0.6030534351145038
ssm,squat,000101,42,val,bit_accuracy,0.6790123456790124
ssm,squat,000101,42,val,exact_match,0.1111111111111111
ssm,squat,000101,42,test,macro_f1,0.2564102564102564
ssm,squat,000101,42,test,micro_f1,0.5957446808510638
ssm,squat,000101,42,test,bit_accuracy,0.7121212121212122
ssm,squat,000101,42,test,exact_match,0.13636363636363635
ssm,squat,000101,7,val,macro_f1,0.4879472732544971
ssm,squat,000101,7,val,micro_f1,0.6046511627906976
ssm,squat,000101,7,val,bit_accuracy,0.6327160493827161
ssm,squat,000101,7,val,exact_match,0.09259259259259259
ssm,squat,000101,7,test,macro_f1,0.2586382113821138
ssm,squat,000101,7,test,micro_f1,0.6041666666666666
ssm,squat,000101,7,test,bit_accuracy,0.7121212121212122
ssm,squat,000101,7,test,exact_match,0.09090909090909091
ssm,squat,010101,123,val,macro_f1,0.4467472661917106
ssm,squat,010101,123,val,micro_f1,0.5652173913043478
ssm,squat,010101,123,val,bit_accuracy,0.696969696969697
ssm,squat,010101,123,val,exact_match,0.2727272727272727
ssm,squat,010101,123,test,macro_f1,0.3916040100250626
ssm,squat,010101,123,test,micro_f1,0.7111111111111111
ssm,squat,010101,123,test,bit_accuracy,0.7111111111111111
ssm,squat,010101,123,test,exact_match,0.0
ssm,squat,010101,42,val,macro_f1,0.5439775111318687
ssm,squat,010101,42,val,micro_f1,0.6940298507462687
ssm,squat,010101,42,val,bit_accuracy,0.7515151515151515
ssm,squat,010101,42,val,exact_match,0.2909090909090909
ssm,squat,010101,42,test,macro_f1,0.3484195402298851
ssm,squat,010101,42,test,micro_f1,0.7058823529411765
ssm,squat,010101,42,test,bit_accuracy,0.7222222222222222
ssm,squat,010101,42,test,exact_match,0.0
ssm,squat,010101,7,val,macro_f1,0.5270704217826463
ssm,squat,010101,7,val,micro_f1,0.6220735785953178
ssm,squat,010101,7,val,bit_accuracy,0.6575757575757576
ssm,squat,010101,7,val,exact_match,0.2
ssm,squat,010101,7,test,macro_f1,0.4166666666666667
ssm,squat,010101,7,test,micro_f1,0.7526881720430108
ssm,squat,010101,7,test,bit_accuracy,0.7444444444444445
ssm,squat,010101,7,test,exact_match,0.0
ssm,squat,100001,123,val,macro_f1,0.5102312190192325
ssm,squat,100001,123,val,micro_f1,0.5748031496062992
ssm,squat,100001,123,val,bit_accuracy,0.64
ssm,squat,100001,123,val,exact_match,0.04
ssm,squat,100001,123,test,macro_f1,0.22330149479250982
ssm,squat,100001,123,test,micro_f1,0.47161572052401746
ssm,squat,100001,123,test,bit_accuracy,0.6121794871794872
ssm,squat,100001,123,test,exact_match,0.09615384615384616
ssm,squat,100001,42,val,macro_f1,0.5715396311061521
ssm,squat,100001,42,val,micro_f1,0.7206477732793523
ssm,squat,100001,42,val,bit_accuracy,0.77
ssm,squat,100001,42,val,exact_match,0.24
ssm,squat,100001,42,test,macro_f1,0.2980798079807981
ssm,squat,100001,42,test,micro_f1,0.6938775510204082
ssm,squat,100001,42,test,bit_accuracy,0.7596153846153846
ssm,squat,100001,42,test,exact_match,0.23076923076923078
ssm,squat,100001,7,val,macro_f1,0.4854276895943563
ssm,squat,100001,7,val,micro_f1,0.5827338129496403
ssm,squat,100001,7,val,bit_accuracy,0.6133333333333333
ssm,squat,100001,7,val,exact_match,0.1
ssm,squat,100001,7,test,macro_f1,0.2951816385468916
ssm,squat,100001,7,test,micro_f1,0.6970954356846473
ssm,squat,100001,7,test,bit_accuracy,0.7660256410256411
ssm,squat,100001,7,test,exact_match,0.038461538461538464
ssm,squat,100101,123,val,macro_f1,0.5220189825937326
ssm,squat,100101,123,val,micro_f1,0.6439024390243903
ssm,squat,100101,123,val,bit_accuracy,0.7566666666666667
ssm,squat,100101,123,val,exact_match,0.26
ssm,squat,100101,123,test,macro_f1,0.3208190905742551
ssm,squat,100101,123,test,micro_f1,0.632183908045977
ssm,squat,100101,123,test,bit_accuracy,0.7037037037037037
ssm,squat,100101,123,test,exact_match,0.0
ssm,squat,100101,42,val,macro_f1,0.46560942586350934
ssm,squat,100101,42,val,micro_f1,0.5652173913043478
ssm,squat,100101,42,val,bit_accuracy,0.7333333333333333
ssm,squat,100101,42,val,exact_match,0.26
ssm,squat,100101,42,test,macro_f1,0.2960117685518143
ssm,squat,100101,42,test,micro_f1,0.6358381502890174
ssm,squat,100101,42,test,bit_accuracy,0.7083333333333334
ssm,squat,100101,42,test,exact_match,0.0
ssm,squat,100101,7,val,macro_f1,0.5803109129196086
ssm,squat,100101,7,val,micro_f1,0.6666666666666666
ssm,squat,100101,7,val,bit_accuracy,0.73
ssm,squat,100101,7,val,exact_match,0.16
ssm,squat,100101,7,test,macro_f1,0.319603532723977
ssm,squat,100101,7,test,micro_f1,0.632768361581921
ssm,squat,100101,7,test,bit_accuracy,0.6990740740740741
ssm,squat,100101,7,test,exact_match,0.0
ssm,squat,101001,123,val,macro_f1,0.4781714587367141
ssm,squat,101001,123,val,micro_f1,0.5945945945945946
ssm,squat,101001,123,val,bit_accuracy,0.7222222222222222
ssm,squat,101001,123,val,exact_match,0.24074074074074073
ssm,squat,101001,123,test,macro_f1,0.3108010276320257
ssm,squat,101001,123,test,micro_f1,0.6451612903225806
ssm,squat,101001,123,test,bit_accuracy,0.7066666666666667
ssm,squat,101001,123,test,exact_match,0.04
ssm,squat,101001,42,val,macro_f1,0.5235680903077365
ssm,squat,101001,42,val,micro_f1,0.6730769230769231
ssm,squat,101001,42,val,bit_accuracy,0.6909090909090909
ssm,squat,101001,42,val,exact_match,0.14545454545454545
ssm,squat,101001,42,test,macro_f1,0.3266632894292469
ssm,squat,101001,42,test,micro_f1,0.6412213740458015
ssm,squat,101001,42,test,bit_accuracy,0.6866666666666666
ssm,squat,101001,42,test,exact_match,0.04
ssm,squat,101001,7,val,macro_f1,0.5388227513227514
ssm,squat,101001,7,val,micro_f1,0.6090225563909775
ssm,squat,101001,7,val,bit_accuracy,0.6848484848484848
ssm,squat,101001,7,val,exact_match,0.3090909090909091
ssm,squat,101001,7,test,macro_f1,0.27390369463540193
ssm,squat,101001,7,test,micro_f1,0.4397163120567376
ssm,squat,101001,7,test,bit_accuracy,0.47333333333333333
ssm,squat,101001,7,test,exact_match,0.0
tcn,deadlift,00000,123,val,macro_f1,0.5853285543608123
tcn,deadlift,00000,123,val,micro_f1,0.6338028169014085
tcn,deadlift,00000,123,val,bit_accuracy,0.6941176470588235
tcn,deadlift,00000,123,val,exact_match,0.029411764705882353
tcn,deadlift,00000,123,test,macro_f1,0.0
tcn,deadlift,00000,123,test,micro_f1,0.0
tcn,deadlift,00000,123,test,bit_accuracy,0.5478260869565217
tcn,deadlift,00000,123,test,exact_match,0.0
tcn,deadlift,00000,42,val,macro_f1,0.5672022502278342
tcn,deadlift,00000,42,val,micro_f1,0.6164383561643836
tcn,deadlift,00000,42,val,bit_accuracy,0.6705882352941176
tcn,deadlift,00000,42,val,exact_match,0.0
tcn,deadlift,00000,42,test,macro_f1,0.0
tcn,deadlift,00000,42,test,micro_f1,0.0
tcn,deadlift,00000,42,test,bit_accuracy,0.5884057971014492
tcn,deadlift,00000,42,test,exact_match,0.043478260869565216
tcn,deadlift,00000,7,val,macro_f1,0.526033966033966
tcn,deadlift,00000,7,val,micro_f1,0.6099290780141844
tcn,deadlift,00000,7,val,bit_accuracy,0.6764705882352942
tcn,deadlift,00000,7,val,exact_match,0.029411764705882353
tcn,deadlift,00000,7,test,macro_f1,0.0
tcn,deadlift,00000,7,test,micro_f1,0.0
tcn,deadlift,00000,7,test,bit_accuracy,0.5420289855072464
tcn,deadlift,00000,7,test,exact_match,0.0
tcn,deadlift,00010,123,val,macro_f1,0.39502760120441616
tcn,deadlift,00010,123,val,micro_f1,0.49
tcn,deadlift,00010,123,val,bit_accuracy,0.47692307692307695
tcn,deadlift,00010,123,val,exact_match,0.15384615384615385
tcn,deadlift,00010,123,test,macro_f1,0.2
tcn,deadlift,00010,123,test,micro_f1,0.45517241379310347
tcn,deadlift,00010,123,test,bit_accuracy,0.5212121212121212
tcn,deadlift,00010,123,test,exact_match,0.0
tcn,deadlift,00010,42,val,macro_f1,0.369883073915332
tcn,deadlift,00010,42,val,micro_f1,0.39097744360902253
tcn,deadlift,00010,42,val,bit_accuracy,0.5846153846153846
tcn,deadlift,00010,42,val,exact_match,0.07692307692307693
tcn,deadlift,00010,42,test,macro_f1,0.14368932038834953
tcn,deadlift,00010,42,test,micro_f1,0.3645320197044335
tcn,deadlift,00010,42,test,bit_accuracy,0.6090909090909091
tcn,deadlift,00010,42,test,exact_match,0.030303030303030304
tcn,deadlift,00010,7,val,macro_f1,0.3701266856734447
tcn,deadlift,00010,7,val,micro_f1,0.38271604938271603
tcn,deadlift,00010,7,val,bit_accuracy,0.48717948717948717
tcn,deadlift,00010,7,val,exact_match,0.0
tcn,deadlift,00010,7,test,macro_f1,0.19534883720930232
tcn,deadlift,00010,7,test,micro_f1,0.5142857142857142
tcn,deadlift,00010,7,test,bit_accuracy,0.6393939393939394
tcn,deadlift,00010,7,test,exact_match,0.0
tcn,deadlift,00100,123,val,macro_f1,0.4143867626626247
tcn,deadlift,00100,123,val,micro_f1,0.4233576642335766
tcn,deadlift,00100,123,val,bit_accuracy,0.6638297872340425
tcn,deadlift,00100,123,val,exact_match,0.10638297872340426
tcn,deadlift,00100,123,test,macro_f1,0.03333333333333333
tcn,deadlift,00100,123,test,micro_f1,0.08163265306122448
tcn,deadlift,00100,123,test,bit_accuracy,0.5909090909090909
tcn,deadlift,00100,123,test,exact_match,0.0
tcn,deadlift,00100,42,val,macro_f1,0.41365892547764727
tcn,deadlift,00100,42,val,micro_f1,0.4973544973544973
tcn,deadlift,00100,42,val,bit_accuracy,0.5957446808510638
tcn,deadlift,00100,42,val,exact_match,0.02127659574468085
tcn,deadlift,00100,42,test,macro_f1,0.10666666666666666
tcn,deadlift,00100,42,test,micro_f1,0.2807017543859649
tcn,deadlift,00100,42,test,bit_accuracy,0.6272727272727273
tcn,deadlift,00100,42,test,exact_match,0.0
tcn,deadlift,00100,7,val,macro_f1,0.41627338963404537
tcn,deadlift,00100,7,val,micro_f1,0.4774193548387097
tcn,deadlift,00100,7,val,bit_accuracy,0.6553191489361702
tcn,deadlift,00100,7,val,exact_match,0.0425531914893617
tcn,deadlift,00100,7,test,macro_f1,0.1411764705882353
tcn,deadlift,00100,7,test,micro_f1,0.3037974683544304
tcn,deadlift,00100,7,test,bit_accuracy,0.5
tcn,deadlift,00100,7,test,exact_match,0.0
tcn,deadlift,00110,123,val,macro_f1,0.3527645308551398
tcn,deadlift,00110,123,val,micro_f1,0.41830065359477125
tcn,deadlift,00110,123,val,bit_accuracy,0.6291666666666667
tcn,deadlift,00110,123,val,exact_match,0.20833333333333334
tcn,deadlift,00110,123,test,macro_f1,0.3261538461538461
tcn,deadlift,00110,123,test,micro_f1,0.6618705035971223
tcn,deadlift,00110,123,test,bit_accuracy,0.7151515151515152
tcn,deadlift,00110,123,test,exact_match,0.0
tcn,deadlift,00110,42,val,macro_f1,0.37181800597545556
tcn,deadlift,00110,42,val,micro_f1,0.45348837209302323
tcn,deadlift,00110,42,val,bit_accuracy,0.6083333333333333
tcn,deadlift,00110,42,val,exact_match,0.125
tcn,deadlift,00110,42,test,macro_f1,0.33555555555555555
tcn,deadlift,00110,42,test,micro_f1,0.676056338028169
tcn,deadlift,00110,42,test,bit_accuracy,0.7212121212121212
tcn,deadlift,00110,42,test,exact_match,0.0
tcn,deadlift,00110,7,val,macro_f1,0.3949734476050265
tcn,deadlift,00110,7,val,micro_f1,0.4624277456647399
tcn,deadlift,00110,7,val,bit_accuracy,0.6125
tcn,deadlift,00110,7,val,exact_match,0.020833333333333332
tcn,deadlift,00110,7,test,macro_f1,0.2761904761904762
tcn,deadlift,00110,7,test,micro_f1,0.582089552238806
tcn,deadlift,00110,7,test,bit_accuracy,0.6606060606060606
tcn,deadlift,00110,7,test,exact_match,0.030303030303030304
tcn,deadlift,11110,123,val,macro_f1,0.40462787278183987
tcn,deadlift,11110,123,val,micro_f1,0.5698324022346368
tcn,deadlift,11110,123,val,bit_accuracy,0.7038461538461539
tcn,deadlift,11110,123,val,exact_match,0.15384615384615385
tcn,deadlift,11110,123,test,macro_f1,0.3712992889463477
tcn,deadlift,11110,123,test,micro_f1,0.5185185185185185
tcn,deadlift,11110,123,test,bit_accuracy,0.48
tcn,deadlift,11110,123,test,exact_match,0.0
tcn,deadlift,11110,42,val,macro_f1,0.42615168235421397
