model,exercise,target,condition,metric,value
gru,cpr,0100000001000,seen,bit_accuracy,0.8153846153846155
gru,cpr,0100000001000,seen,exact_match,0.0
gru,cpr,0100000001000,seen,macro_f1,0.07692307692307693
gru,cpr,0100000001000,seen,micro_f1,0.4305555555555555
gru,cpr,0100000001000,unseen,bit_accuracy,0.7717948717948717
gru,cpr,0100000001000,unseen,exact_match,0.0
gru,cpr,0100000001000,unseen,macro_f1,0.06837606837606837
gru,cpr,0100000001000,unseen,micro_f1,0.3589225589225589
gru,cpr,0100000010000,seen,bit_accuracy,0.8435897435897436
gru,cpr,0100000010000,seen,exact_match,0.0
gru,cpr,0100000010000,seen,macro_f1,0.09401709401709402
gru,cpr,0100000010000,seen,micro_f1,0.5293209876543209
gru,cpr,0100000010000,unseen,bit_accuracy,0.7717948717948717
gru,cpr,0100000010000,unseen,exact_match,0.0
gru,cpr,0100000010000,unseen,macro_f1,0.06837606837606837
gru,cpr,0100000010000,unseen,micro_f1,0.35789049919484706
gru,cpr,0100000100000,seen,bit_accuracy,0.8641025641025641
gru,cpr,0100000100000,seen,exact_match,0.16666666666666666
gru,cpr,0100000100000,seen,macro_f1,0.10256410256410257
gru,cpr,0100000100000,seen,micro_f1,0.599953991258339
gru,cpr,0100000100000,unseen,bit_accuracy,0.817948717948718
gru,cpr,0100000100000,unseen,exact_match,0.0
gru,cpr,0100000100000,unseen,macro_f1,0.07692307692307693
gru,cpr,0100000100000,unseen,micro_f1,0.45839345839345835
gru,cpr,0100001000000,seen,bit_accuracy,0.8692307692307693
gru,cpr,0100001000000,seen,exact_match,0.0
gru,cpr,0100001000000,seen,macro_f1,0.09971509971509972
gru,cpr,0100001000000,seen,micro_f1,0.5879120879120879
gru,cpr,0100001000000,unseen,bit_accuracy,0.8307692307692308
gru,cpr,0100001000000,unseen,exact_match,0.0
gru,cpr,0100001000000,unseen,macro_f1,0.07692307692307693
gru,cpr,0100001000000,unseen,micro_f1,0.4769119769119769
gru,cpr,0100010000000,seen,bit_accuracy,0.9128205128205128
gru,cpr,0100010000000,seen,exact_match,0.2333333333333333
gru,cpr,0100010000000,seen,macro_f1,0.14245014245014245
gru,cpr,0100010000000,seen,micro_f1,0.7585470085470085
gru,cpr,0100010000000,unseen,bit_accuracy,0.8641025641025641
gru,cpr,0100010000000,unseen,exact_match,0.06666666666666667
gru,cpr,0100010000000,unseen,macro_f1,0.11894586894586895
gru,cpr,0100010000000,unseen,micro_f1,0.6148056923918993
gru,cpr,1000000000000,seen,bit_accuracy,0.9
gru,cpr,1000000000000,seen,exact_match,0.11666666666666665
gru,cpr,1000000000000,seen,macro_f1,0.013295346628679962
gru,cpr,1000000000000,seen,micro_f1,0.1414141414141414
gru,cpr,1000000000000,unseen,bit_accuracy,0.8448717948717949
gru,cpr,1000000000000,unseen,exact_match,0.0
gru,cpr,1000000000000,unseen,macro_f1,0.0
gru,cpr,1000000000000,unseen,micro_f1,0.0
gru,cpr,1000000000001,seen,bit_accuracy,0.8230769230769232
gru,cpr,1000000000001,seen,exact_match,0.0
gru,cpr,1000000000001,seen,macro_f1,0.07203907203907203
gru,cpr,1000000000001,seen,micro_f1,0.3990323402088108
gru,cpr,1000000000001,unseen,bit_accuracy,0.7512820512820513
gru,cpr,1000000000001,unseen,exact_match,0.0
gru,cpr,1000000000001,unseen,macro_f1,0.04884004884004883
gru,cpr,1000000000001,unseen,micro_f1,0.23905723905723905
gru,cpr,1000000000010,seen,bit_accuracy,0.8871794871794872
gru,cpr,1000000000010,seen,exact_match,0.3333333333333333
gru,cpr,1000000000010,seen,macro_f1,0.1217948717948718
gru,cpr,1000000000010,seen,micro_f1,0.689594356261023
gru,cpr,1000000000010,unseen,bit_accuracy,0.8461538461538461
gru,cpr,1000000000010,unseen,exact_match,0.0
gru,cpr,1000000000010,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000000010,unseen,micro_f1,0.5008354218880534
gru,cpr,1000000000100,seen,bit_accuracy,0.8153846153846155
gru,cpr,1000000000100,seen,exact_match,0.06666666666666667
gru,cpr,1000000000100,seen,macro_f1,0.08302808302808302
gru,cpr,1000000000100,seen,micro_f1,0.45715249662618085
gru,cpr,1000000000100,unseen,bit_accuracy,0.8153846153846155
gru,cpr,1000000000100,unseen,exact_match,0.0
gru,cpr,1000000000100,unseen,macro_f1,0.08760683760683761
gru,cpr,1000000000100,unseen,micro_f1,0.4471916971916972
gru,cpr,1000000001000,seen,bit_accuracy,0.882051282051282
gru,cpr,1000000001000,seen,exact_match,0.0
gru,cpr,1000000001000,seen,macro_f1,0.1051078551078551
gru,cpr,1000000001000,seen,micro_f1,0.6166666666666667
gru,cpr,1000000001000,unseen,bit_accuracy,0.8538461538461538
gru,cpr,1000000001000,unseen,exact_match,0.0
gru,cpr,1000000001000,unseen,macro_f1,0.07733007733007732
gru,cpr,1000000001000,unseen,micro_f1,0.4555023923444976
gru,cpr,1000000010000,seen,bit_accuracy,0.8948717948717949
gru,cpr,1000000010000,seen,exact_match,0.19999999999999998
gru,cpr,1000000010000,seen,macro_f1,0.09971509971509972
gru,cpr,1000000010000,seen,micro_f1,0.6564814814814816
gru,cpr,1000000010000,unseen,bit_accuracy,0.8512820512820513
gru,cpr,1000000010000,unseen,exact_match,0.0
gru,cpr,1000000010000,unseen,macro_f1,0.09157509157509158
gru,cpr,1000000010000,unseen,micro_f1,0.5537878787878788
gru,cpr,1000000100000,seen,bit_accuracy,0.8717948717948718
gru,cpr,1000000100000,seen,exact_match,0.0
gru,cpr,1000000100000,seen,macro_f1,0.08547008547008546
gru,cpr,1000000100000,seen,micro_f1,0.5740740740740741
gru,cpr,1000000100000,unseen,bit_accuracy,0.8615384615384616
gru,cpr,1000000100000,unseen,exact_match,0.0
gru,cpr,1000000100000,unseen,macro_f1,0.07692307692307693
gru,cpr,1000000100000,unseen,micro_f1,0.5404040404040403
gru,cpr,1000001000000,seen,bit_accuracy,0.9435897435897437
gru,cpr,1000001000000,seen,exact_match,0.4000000000000001
gru,cpr,1000001000000,seen,macro_f1,0.11436711436711437
gru,cpr,1000001000000,seen,micro_f1,0.7814814814814816
gru,cpr,1000001000000,unseen,bit_accuracy,0.8769230769230769
gru,cpr,1000001000000,unseen,exact_match,0.0
gru,cpr,1000001000000,unseen,macro_f1,0.07692307692307693
gru,cpr,1000001000000,unseen,micro_f1,0.5601851851851852
gru,cpr,1000010000000,seen,bit_accuracy,0.8641025641025641
gru,cpr,1000010000000,seen,exact_match,0.0
gru,cpr,1000010000000,seen,macro_f1,0.11894586894586895
gru,cpr,1000010000000,seen,micro_f1,0.6119894598155468
gru,cpr,1000010000000,unseen,bit_accuracy,0.8384615384615385
gru,cpr,1000010000000,unseen,exact_match,0.0
gru,cpr,1000010000000,unseen,macro_f1,0.11080586080586081
gru,cpr,1000010000000,unseen,micro_f1,0.5460819373862852
gru,cpr,1000100000000,seen,bit_accuracy,0.9358974358974358
gru,cpr,1000100000000,seen,exact_match,0.3333333333333333
gru,cpr,1000100000000,seen,macro_f1,0.12820512820512822
gru,cpr,1000100000000,seen,micro_f1,0.797979797979798
gru,cpr,1000100000000,unseen,bit_accuracy,0.9487179487179488
gru,cpr,1000100000000,unseen,exact_match,0.5
gru,cpr,1000100000000,unseen,macro_f1,0.12820512820512822
gru,cpr,1000100000000,unseen,micro_f1,0.8222222222222223
gru,cpr,1001000000000,seen,bit_accuracy,0.9487179487179488
gru,cpr,1001000000000,seen,exact_match,0.3333333333333333
gru,cpr,1001000000000,seen,macro_f1,0.13675213675213674
gru,cpr,1001000000000,seen,micro_f1,0.8341269841269842
gru,cpr,1001000000000,unseen,bit_accuracy,0.9128205128205128
gru,cpr,1001000000000,unseen,exact_match,0.06666666666666667
gru,cpr,1001000000000,unseen,macro_f1,0.11721611721611723
gru,cpr,1001000000000,unseen,micro_f1,0.708359133126935
ssm,cpr,0000000000001,seen,bit_accuracy,0.8243589743589744
ssm,cpr,0000000000001,seen,exact_match,0.11666666666666665
ssm,cpr,0000000000001,seen,macro_f1,0.057268895978573396
ssm,cpr,0000000000001,seen,micro_f1,0.36853558627752175
ssm,cpr,0000000000001,unseen,bit_accuracy,0.7935897435897435
ssm,cpr,0000000000001,unseen,exact_match,0.0
ssm,cpr,0000000000001,unseen,macro_f1,0.0126984126984127
ssm,cpr,0000000000001,unseen,micro_f1,0.061808561808561806
ssm,cpr,0000000000010,seen,bit_accuracy,0.8576923076923076
ssm,cpr,0000000000010,seen,exact_match,0.03333333333333333
ssm,cpr,0000000000010,seen,macro_f1,0.04604751973173025
ssm,cpr,0000000000010,seen,micro_f1,0.3185894512843897
ssm,cpr,0000000000010,unseen,bit_accuracy,0.8435897435897436
ssm,cpr,0000000000010,unseen,exact_match,0.0
ssm,cpr,0000000000010,unseen,macro_f1,0.030389363722697054
ssm,cpr,0000000000010,unseen,micro_f1,0.18888888888888888
ssm,cpr,0000000000100,seen,bit_accuracy,0.8346153846153846
ssm,cpr,0000000000100,seen,exact_match,0.08333333333333333
ssm,cpr,0000000000100,seen,macro_f1,0.04854558700712547
ssm,cpr,0000000000100,seen,micro_f1,0.3967470760233918
ssm,cpr,0000000000100,unseen,bit_accuracy,0.791025641025641
ssm,cpr,0000000000100,unseen,exact_match,0.0
ssm,cpr,0000000000100,unseen,macro_f1,0.02948717948717949
ssm,cpr,0000000000100,unseen,micro_f1,0.2070175438596491
ssm,cpr,0000000001000,seen,bit_accuracy,0.8320512820512821
ssm,cpr,0000000001000,seen,exact_match,0.0
ssm,cpr,0000000001000,seen,macro_f1,0.03300913645741232
ssm,cpr,0000000001000,seen,micro_f1,0.2202020202020202
ssm,cpr,0000000001000,unseen,bit_accuracy,0.8192307692307693
ssm,cpr,0000000001000,unseen,exact_match,0.0
ssm,cpr,0000000001000,unseen,macro_f1,0.0
ssm,cpr,0000000001000,unseen,micro_f1,0.0
ssm,cpr,0000000001001,seen,bit_accuracy,0.8358974358974359
ssm,cpr,0000000001001,seen,exact_match,0.0
ssm,cpr,0000000001001,seen,macro_f1,0.09157509157509158
ssm,cpr,0000000001001,seen,micro_f1,0.5208931419457735
ssm,cpr,0000000001001,unseen,bit_accuracy,0.8230769230769232
ssm,cpr,0000000001001,unseen,exact_match,0.0
ssm,cpr,0000000001001,unseen,macro_f1,0.09116809116809116
ssm,cpr,0000000001001,unseen,micro_f1,0.48821548821548816
ssm,cpr,0000000001010,seen,bit_accuracy,0.7692307692307692
ssm,cpr,0000000001010,seen,exact_match,0.06666666666666667
ssm,cpr,0000000001010,seen,macro_f1,0.10012210012210011
ssm,cpr,0000000001010,seen,micro_f1,0.45164835164835165
ssm,cpr,0000000001010,unseen,bit_accuracy,0.7794871794871795
ssm,cpr,0000000001010,unseen,exact_match,0.0
ssm,cpr,0000000001010,unseen,macro_f1,0.1047008547008547
ssm,cpr,0000000001010,unseen,micro_f1,0.4761904761904762
ssm,cpr,0000000001100,seen,bit_accuracy,0.8794871794871795
ssm,cpr,0000000001100,seen,exact_match,0.06666666666666667
ssm,cpr,0000000001100,seen,macro_f1,0.12820512820512822
ssm,cpr,0000000001100,seen,micro_f1,0.6712250712250712
ssm,cpr,0000000001100,unseen,bit_accuracy,0.8282051282051283
ssm,cpr,0000000001100,unseen,exact_match,0.06666666666666667
ssm,cpr,0000000001100,unseen,macro_f1,0.09971509971509972
ssm,cpr,0000000001100,unseen,micro_f1,0.537878787878788
ssm,cpr,0000000010000,seen,bit_accuracy,0.9243589743589743
ssm,cpr,0000000010000,seen,exact_match,0.5333333333333333
ssm,cpr,0000000010000,seen,macro_f1,0.05128205128205129
ssm,cpr,0000000010000,seen,micro_f1,0.6011482607227289
ssm,cpr,0000000010000,unseen,bit_accuracy,0.9384615384615386
ssm,cpr,0000000010000,unseen,exact_match,0.31666666666666665
ssm,cpr,0000000010000,unseen,macro_f1,0.05128205128205129
ssm,cpr,0000000010000,unseen,micro_f1,0.5
ssm,cpr,0000000010100,seen,bit_accuracy,0.9076923076923077
ssm,cpr,0000000010100,seen,exact_match,0.13333333333333333
ssm,cpr,0000000010100,seen,macro_f1,0.1172161172161172
ssm,cpr,0000000010100,seen,micro_f1,0.6944444444444443
ssm,cpr,0000000010100,unseen,bit_accuracy,0.8358974358974359
ssm,cpr,0000000010100,unseen,exact_match,0.0
ssm,cpr,0000000010100,unseen,macro_f1,0.07407407407407407
ssm,cpr,0000000010100,unseen,micro_f1,0.4666666666666666
ssm,cpr,0000000011000,seen,bit_accuracy,0.8717948717948718
ssm,cpr,0000000011000,seen,exact_match,0.13333333333333333
ssm,cpr,0000000011000,seen,macro_f1,0.12820512820512822
ssm,cpr,0000000011000,seen,micro_f1,0.6543209876543209
ssm,cpr,0000000011000,unseen,bit_accuracy,0.858974358974359
ssm,cpr,0000000011000,unseen,exact_match,0.0
ssm,cpr,0000000011000,unseen,macro_f1,0.10866910866910867
ssm,cpr,0000000011000,unseen,micro_f1,0.5984848484848485
ssm,cpr,0000000100000,seen,bit_accuracy,0.8897435897435898
ssm,cpr,0000000100000,seen,exact_match,0.25
ssm,cpr,0000000100000,seen,macro_f1,0.07692307692307693
ssm,cpr,0000000100000,seen,micro_f1,0.5916603423560165
ssm,cpr,0000000100000,unseen,bit_accuracy,0.9217948717948717
ssm,cpr,0000000100000,unseen,exact_match,0.19999999999999998
ssm,cpr,0000000100000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000000100000,unseen,micro_f1,0.6666666666666666
ssm,cpr,0000000100001,seen,bit_accuracy,0.7974358974358974
ssm,cpr,0000000100001,seen,exact_match,0.13333333333333333
ssm,cpr,0000000100001,seen,macro_f1,0.1108058608058608
ssm,cpr,0000000100001,seen,micro_f1,0.5316550116550117
ssm,cpr,0000000100001,unseen,bit_accuracy,0.7769230769230769
ssm,cpr,0000000100001,unseen,exact_match,0.0
ssm,cpr,0000000100001,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000000100001,unseen,micro_f1,0.4422657952069717
ssm,cpr,0000000100010,seen,bit_accuracy,0.8205128205128206
ssm,cpr,0000000100010,seen,exact_match,0.0
ssm,cpr,0000000100010,seen,macro_f1,0.1108058608058608
ssm,cpr,0000000100010,seen,micro_f1,0.5329059829059829
ssm,cpr,0000000100010,unseen,bit_accuracy,0.8153846153846155
ssm,cpr,0000000100010,unseen,exact_match,0.0
ssm,cpr,0000000100010,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000000100010,unseen,micro_f1,0.47500000000000003
ssm,cpr,0000000100100,seen,bit_accuracy,0.8282051282051283
ssm,cpr,0000000100100,seen,exact_match,0.06666666666666667
ssm,cpr,0000000100100,seen,macro_f1,0.08547008547008546
ssm,cpr,0000000100100,seen,micro_f1,0.5077667430608607
ssm,cpr,0000000100100,unseen,bit_accuracy,0.817948717948718
ssm,cpr,0000000100100,unseen,exact_match,0.0
ssm,cpr,0000000100100,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000000100100,unseen,micro_f1,0.4624756335282651
ssm,cpr,0000000101000,seen,bit_accuracy,0.8333333333333334
ssm,cpr,0000000101000,seen,exact_match,0.0
ssm,cpr,0000000101000,seen,macro_f1,0.11111111111111112
ssm,cpr,0000000101000,seen,micro_f1,0.5552261747913921
ssm,cpr,0000000101000,unseen,bit_accuracy,0.7794871794871795
ssm,cpr,0000000101000,unseen,exact_match,0.0
ssm,cpr,0000000101000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000000101000,unseen,micro_f1,0.41111111111111115
ssm,cpr,0000000110000,seen,bit_accuracy,0.923076923076923
ssm,cpr,0000000110000,seen,exact_match,0.6666666666666666
ssm,cpr,0000000110000,seen,macro_f1,0.12820512820512822
ssm,cpr,0000000110000,seen,micro_f1,0.7999999999999999
ssm,cpr,0000000110000,unseen,bit_accuracy,0.7974358974358974
ssm,cpr,0000000110000,unseen,exact_match,0.0
ssm,cpr,0000000110000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000000110000,unseen,micro_f1,0.4386724386724386
ssm,cpr,0000001000000,seen,bit_accuracy,0.9346153846153845
ssm,cpr,0000001000000,seen,exact_match,0.55
ssm,cpr,0000001000000,seen,macro_f1,0.07692307692307693
ssm,cpr,0000001000000,seen,micro_f1,0.7558458313175294
ssm,cpr,0000001000000,unseen,bit_accuracy,0.9333333333333332
ssm,cpr,0000001000000,unseen,exact_match,0.3
ssm,cpr,0000001000000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000001000000,unseen,micro_f1,0.7042955788718501
ssm,cpr,0000001000001,seen,bit_accuracy,0.9384615384615386
ssm,cpr,0000001000001,seen,exact_match,0.6
ssm,cpr,0000001000001,seen,macro_f1,0.12535612535612536
ssm,cpr,0000001000001,seen,micro_f1,0.7999999999999999
ssm,cpr,0000001000001,unseen,bit_accuracy,0.8666666666666667
ssm,cpr,0000001000001,unseen,exact_match,0.0
ssm,cpr,0000001000001,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000001000001,unseen,micro_f1,0.5638888888888889
ssm,cpr,0000001000010,seen,bit_accuracy,0.8461538461538461
ssm,cpr,0000001000010,seen,exact_match,0.0
ssm,cpr,0000001000010,seen,macro_f1,0.10622710622710622
ssm,cpr,0000001000010,seen,micro_f1,0.5582750582750583
ssm,cpr,0000001000010,unseen,bit_accuracy,0.8461538461538461
ssm,cpr,0000001000010,unseen,exact_match,0.0
ssm,cpr,0000001000010,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000001000010,unseen,micro_f1,0.5145969498910675
ssm,cpr,0000001000100,seen,bit_accuracy,0.8282051282051283
ssm,cpr,0000001000100,seen,exact_match,0.0
ssm,cpr,0000001000100,seen,macro_f1,0.07692307692307693
ssm,cpr,0000001000100,seen,micro_f1,0.4751018961545277
ssm,cpr,0000001000100,unseen,bit_accuracy,0.8153846153846155
ssm,cpr,0000001000100,unseen,exact_match,0.0
ssm,cpr,0000001000100,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000001000100,unseen,micro_f1,0.457070707070707
ssm,cpr,0000001001000,seen,bit_accuracy,0.841025641025641
ssm,cpr,0000001001000,seen,exact_match,0.0
ssm,cpr,0000001001000,seen,macro_f1,0.11111111111111112
ssm,cpr,0000001001000,seen,micro_f1,0.5766899766899767
ssm,cpr,0000001001000,unseen,bit_accuracy,0.8051282051282053
ssm,cpr,0000001001000,unseen,exact_match,0.0
ssm,cpr,0000001001000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000001001000,unseen,micro_f1,0.4449275362318841
ssm,cpr,0000001010000,seen,bit_accuracy,0.9128205128205128
ssm,cpr,0000001010000,seen,exact_match,0.39999999999999997
ssm,cpr,0000001010000,seen,macro_f1,0.1217948717948718
ssm,cpr,0000001010000,seen,micro_f1,0.7345399698340875
ssm,cpr,0000001010000,unseen,bit_accuracy,0.8461538461538461
ssm,cpr,0000001010000,unseen,exact_match,0.0
ssm,cpr,0000001010000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000001010000,unseen,micro_f1,0.5
ssm,cpr,0000010000000,seen,bit_accuracy,0.8089743589743591
ssm,cpr,0000010000000,seen,exact_match,0.016666666666666666
ssm,cpr,0000010000000,seen,macro_f1,0.039917347609655304
ssm,cpr,0000010000000,seen,micro_f1,0.22497354497354496
ssm,cpr,0000010000000,unseen,bit_accuracy,0.7999999999999999
ssm,cpr,0000010000000,unseen,exact_match,0.0
ssm,cpr,0000010000000,unseen,macro_f1,0.058650162098437965
ssm,cpr,0000010000000,unseen,micro_f1,0.33206494165398276
ssm,cpr,0000010000010,seen,bit_accuracy,0.7717948717948717
ssm,cpr,0000010000010,seen,exact_match,0.0
ssm,cpr,0000010000010,seen,macro_f1,0.12250712250712249
ssm,cpr,0000010000010,seen,micro_f1,0.4883658008658009
ssm,cpr,0000010000010,unseen,bit_accuracy,0.8282051282051283
ssm,cpr,0000010000010,unseen,exact_match,0.0
ssm,cpr,0000010000010,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000010000010,unseen,micro_f1,0.4357864357864358
ssm,cpr,0000010000100,seen,bit_accuracy,0.8871794871794871
ssm,cpr,0000010000100,seen,exact_match,0.13333333333333333
ssm,cpr,0000010000100,seen,macro_f1,0.1168091168091168
ssm,cpr,0000010000100,seen,micro_f1,0.6579124579124579
ssm,cpr,0000010000100,unseen,bit_accuracy,0.8205128205128206
ssm,cpr,0000010000100,unseen,exact_match,0.0
ssm,cpr,0000010000100,unseen,macro_f1,0.10225885225885227
ssm,cpr,0000010000100,unseen,micro_f1,0.48290598290598297
ssm,cpr,0000010001000,seen,bit_accuracy,0.7948717948717948
ssm,cpr,0000010001000,seen,exact_match,0.0
ssm,cpr,0000010001000,seen,macro_f1,0.09157509157509158
ssm,cpr,0000010001000,seen,micro_f1,0.45768799102132435
ssm,cpr,0000010001000,unseen,bit_accuracy,0.8000000000000002
ssm,cpr,0000010001000,unseen,exact_match,0.0
ssm,cpr,0000010001000,unseen,macro_f1,0.1047008547008547
ssm,cpr,0000010001000,unseen,micro_f1,0.4911544227886057
ssm,cpr,0000010010000,seen,bit_accuracy,0.8743589743589744
ssm,cpr,0000010010000,seen,exact_match,0.13333333333333333
ssm,cpr,0000010010000,seen,macro_f1,0.1108058608058608
ssm,cpr,0000010010000,seen,micro_f1,0.6256462412068818
ssm,cpr,0000010010000,unseen,bit_accuracy,0.8358974358974359
ssm,cpr,0000010010000,unseen,exact_match,0.13333333333333333
ssm,cpr,0000010010000,unseen,macro_f1,0.09157509157509158
ssm,cpr,0000010010000,unseen,micro_f1,0.5222222222222223
ssm,cpr,0000010100000,seen,bit_accuracy,0.8641025641025641
ssm,cpr,0000010100000,seen,exact_match,0.13333333333333333
ssm,cpr,0000010100000,seen,macro_f1,0.10256410256410257
ssm,cpr,0000010100000,seen,micro_f1,0.5925925925925926
ssm,cpr,0000010100000,unseen,bit_accuracy,0.8205128205128206
ssm,cpr,0000010100000,unseen,exact_match,0.0
ssm,cpr,0000010100000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000010100000,unseen,micro_f1,0.4753086419753087
ssm,cpr,0000011000000,seen,bit_accuracy,0.8282051282051283
ssm,cpr,0000011000000,seen,exact_match,0.0
ssm,cpr,0000011000000,seen,macro_f1,0.08547008547008546
ssm,cpr,0000011000000,seen,micro_f1,0.5004995004995004
ssm,cpr,0000011000000,unseen,bit_accuracy,0.8256410256410257
ssm,cpr,0000011000000,unseen,exact_match,0.0
ssm,cpr,0000011000000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000011000000,unseen,micro_f1,0.48620188816267246
ssm,cpr,0000100000000,seen,bit_accuracy,0.9243589743589743
ssm,cpr,0000100000000,seen,exact_match,0.11666666666666665
ssm,cpr,0000100000000,seen,macro_f1,0.07692307692307693
ssm,cpr,0000100000000,seen,micro_f1,0.671957671957672
ssm,cpr,0000100000000,unseen,bit_accuracy,0.8397435897435898
ssm,cpr,0000100000000,unseen,exact_match,0.016666666666666666
ssm,cpr,0000100000000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000100000000,unseen,micro_f1,0.5041299066615522
ssm,cpr,0000100000001,seen,bit_accuracy,0.858974358974359
ssm,cpr,0000100000001,seen,exact_match,0.06666666666666667
ssm,cpr,0000100000001,seen,macro_f1,0.14245014245014245
ssm,cpr,0000100000001,seen,micro_f1,0.6649099692577953
ssm,cpr,0000100000001,unseen,bit_accuracy,0.8128205128205129
ssm,cpr,0000100000001,unseen,exact_match,0.0
ssm,cpr,0000100000001,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000100000001,unseen,micro_f1,0.45692007797270956
ssm,cpr,0000100000100,seen,bit_accuracy,0.7974358974358974
ssm,cpr,0000100000100,seen,exact_match,0.0
ssm,cpr,0000100000100,seen,macro_f1,0.09971509971509972
ssm,cpr,0000100000100,seen,micro_f1,0.48148148148148145
ssm,cpr,0000100000100,unseen,bit_accuracy,0.8384615384615385
ssm,cpr,0000100000100,unseen,exact_match,0.0
ssm,cpr,0000100000100,unseen,macro_f1,0.07692307692307693
ssm,cpr,0000100000100,unseen,micro_f1,0.4902534113060429
ssm,cpr,0000100001000,seen,bit_accuracy,0.8487179487179487
ssm,cpr,0000100001000,seen,exact_match,0.0
ssm,cpr,0000100001000,seen,macro_f1,0.10256410256410257
ssm,cpr,0000100001000,seen,micro_f1,0.5678733031674209
ssm,cpr,0000100001000,unseen,bit_accuracy,0.8128205128205129
ssm,cpr,0000100001000,unseen,exact_match,0.0
ssm,cpr,0000100001000,unseen,macro_f1,0.08547008547008546
ssm,cpr,0000100001000,unseen,micro_f1,0.4717348927875243
ssm,cpr,0000100010000,seen,bit_accuracy,0.9538461538461539
ssm,cpr,0000100010000,seen,exact_match,0.4000000000000001
ssm,cpr,0000100010000,seen,macro_f1,0.15384615384615385
ssm,cpr,0000100010000,seen,micro_f1,0.8739820565907522
ssm,cpr,0000100010000,unseen,bit_accuracy,0.8871794871794871
ssm,cpr,0000100010000,unseen,exact_match,0.13333333333333333
ssm,cpr,0000100010000,unseen,macro_f1,0.11721611721611723
ssm,cpr,0000100010000,unseen,micro_f1,0.6666666666666666
ssm,cpr,0000100100000,seen,bit_accuracy,0.9487179487179488
ssm,cpr,0000100100000,seen,exact_match,0.3333333333333333
ssm,cpr,0000100100000,seen,macro_f1,0.15384615384615385
ssm,cpr,0000100100000,seen,micro_f1,0.861904761904762
ssm,cpr,0000100100000,unseen,bit_accuracy,0.8538461538461538
ssm,cpr,0000100100000,unseen,exact_match,0.16666666666666666
ssm,cpr,0000100100000,unseen,macro_f1,0.10256410256410257
ssm,cpr,0000100100000,unseen,micro_f1,0.5867003367003366
ssm,cpr,0000101000000,seen,bit_accuracy,0.9794871794871796
ssm,cpr,0000101000000,seen,exact_match,0.7333333333333334
ssm,cpr,0000101000000,seen,macro_f1,0.15384615384615385
ssm,cpr,0000101000000,seen,micro_f1,0.9444444444444445
ssm,cpr,0000101000000,unseen,bit_accuracy,0.9512820512820513
ssm,cpr,0000101000000,unseen,exact_match,0.5333333333333333
ssm,cpr,0000101000000,unseen,macro_f1,0.12820512820512822
ssm,cpr,0000101000000,unseen,micro_f1,0.8268398268398268
ssm,cpr,0001000000000,seen,bit_accuracy,0.9307692307692307
ssm,cpr,0001000000000,seen,exact_match,0.35000000000000003
ssm,cpr,0001000000000,seen,macro_f1,0.07272454640875693
ssm,cpr,0001000000000,seen,micro_f1,0.6891523935002196
ssm,cpr,0001000000000,unseen,bit_accuracy,0.8974358974358975
ssm,cpr,0001000000000,unseen,exact_match,0.016666666666666666
ssm,cpr,0001000000000,unseen,macro_f1,0.07560815253122945
ssm,cpr,0001000000000,unseen,micro_f1,0.5929982585720291
ssm,cpr,0001000000001,seen,bit_accuracy,0.8538461538461538
ssm,cpr,0001000000001,seen,exact_match,0.3333333333333333
ssm,cpr,0001000000001,seen,macro_f1,0.10826210826210825
ssm,cpr,0001000000001,seen,micro_f1,0.6116883116883117
ssm,cpr,0001000000001,unseen,bit_accuracy,0.8205128205128206
ssm,cpr,0001000000001,unseen,exact_match,0.19999999999999998
ssm,cpr,0001000000001,unseen,macro_f1,0.09686609686609686
ssm,cpr,0001000000001,unseen,micro_f1,0.5720182809966091
ssm,cpr,0001000000100,seen,bit_accuracy,0.8307692307692308
ssm,cpr,0001000000100,seen,exact_match,0.06666666666666667
ssm,cpr,0001000000100,seen,macro_f1,0.09615384615384615
ssm,cpr,0001000000100,seen,micro_f1,0.5496137849079026
ssm,cpr,0001000000100,unseen,bit_accuracy,0.7794871794871795
ssm,cpr,0001000000100,unseen,exact_match,0.0
ssm,cpr,0001000000100,unseen,macro_f1,0.07692307692307693
ssm,cpr,0001000000100,unseen,micro_f1,0.42962962962962964
ssm,cpr,0001000001000,seen,bit_accuracy,0.8512820512820513
ssm,cpr,0001000001000,seen,exact_match,0.0
